   Ordinate,   Date / Time,Capella Gage FLOW,EF Russian 20 ET-POTENTIAL,EF Russian 20 FLOW,EF Russian 20 FLOW-BASE,EF Russian 20 INFILTRATION,EF Russian 20 PERC-SOIL,EF Russian 20 SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,
Units,,CFS,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
3067,22-Feb-03,310.376282,0.065247,34.355453,34.355453,0,0,0.688292,70431.00
3068,23-Feb-03,306.325592,0.070293,29.346422,29.346422,0,0,0.681522,68674.00
3069,24-Feb-03,302.003601,0.056471,25.003603,25.003603,0,0,0.675103,68491.00
3070,25-Feb-03,298.277039,0.065783,21.277044,21.277044,0,0,0.669144,68324.00
3071,26-Feb-03,268.658112,0.02731,18.095619,18.095619,0,0,0.664455,68241.00
3072,27-Feb-03,292.802673,0.063378,15.385999,15.385999,0,0,0.661664,68175.00
3073,28-Feb-03,291.080658,0.068609,13.080662,13.080662,0,0,0.656538,68125.00
3074,1-Mar-03,292.106873,0.067831,14.106864,11.120202,0.212881,0,0.657312,68075.00
3075,2-Mar-03,289.725769,0.063306,11.725757,9.453366,0,0,0.671142,68008.00
3076,3-Mar-03,286.036316,0.071108,8.036304,8.036304,0,0,0.669778,67942.00
3077,4-Mar-03,284.831635,0.071513,6.831632,6.831632,0,0,0.664279,67959.00
3078,5-Mar-03,282.828369,0.073976,5.807536,5.807536,0,0,0.657032,68175.00
3079,6-Mar-03,253.541122,0.082454,4.936952,4.936952,0,0,0.649219,68624.00
3080,7-Mar-03,187.571869,0.076581,4.196873,4.196873,0,0,0.641255,68891.00
3081,8-Mar-03,187.526062,0.074324,3.567735,3.567735,0,0,0.633689,69008.00
3082,9-Mar-03,188.01207,0.064028,3.032909,3.032909,0,0,0.626687,69141.00
3083,10-Mar-03,638.990906,0.059445,437.345062,2.578257,0.579001,0,0.661613,69308.00
3084,11-Mar-03,1623.363281,0.039875,1343.029907,607.945374,1.030212,0.843342,0.700262,69609.00
3085,12-Mar-03,1049.956787,0.071152,769.9151,646.38147,0.106774,0.106774,0.7,69911.00
3086,13-Mar-03,567.262329,0.043582,289.220642,287.874359,0.070492,0.070492,0.7,70280.00
3087,14-Mar-03,524.984192,0.043904,246.984192,244.887466,0.194273,0.194273,0.7,70851.00
3088,15-Mar-03,881.617432,0.05847,615.367432,605.193481,0.249246,0.249246,0.700181,73248.00
3089,16-Mar-03,519.352478,0.069751,257.269135,257.086548,0,0,0.699093,75526.00
3090,17-Mar-03,530.782471,0.083868,266.824158,263.593292,0.13493,0.109187,0.699521,76397.00
3091,18-Mar-03,443.549255,0.088098,164.861755,164.759262,0,0,0.696796,76893.00
3092,19-Mar-03,395.634491,0.063369,116.634483,116.634483,0,0,0.689537,77406.00
3093,20-Mar-03,376.465759,0.079256,97.465759,96.322189,0.056742,0,0.68747,78006.00
3094,21-Mar-03,360.289825,0.09223,82.269005,82.010818,0,0,0.689245,78470.00
3095,22-Mar-03,348.574097,0.039883,70.574112,69.99897,0.076952,0,0.68775,78934.00
3096,23-Mar-03,338.982574,0.082612,60.982567,59.656662,0,0,0.692158,79467.00
3097,24-Mar-03,328.778748,0.100074,50.778736,50.778736,0,0,0.688482,79915.00
3098,25-Mar-03,322.171661,0.050134,43.192482,43.192482,0,0,0.681336,80381.00
3099,26-Mar-03,316.993927,0.090547,38.973099,36.72752,0.092466,0,0.68662,80881.00
3100,27-Mar-03,309.264282,0.094549,31.264273,31.225542,0,0,0.684144,81383.00
3101,28-Mar-03,304.546021,0.107504,26.546015,26.546015,0,0,0.674322,81815.00
3102,29-Mar-03,299.587952,0.114287,22.56711,22.56711,0,0,0.663261,82248.00
3103,30-Mar-03,297.163513,0.117021,19.184345,19.184345,0,0,0.651693,82629.00
3104,31-Mar-03,294.308563,0.123172,16.308559,16.308559,0,0,0.639854,82994.00
3105,1-Apr-03,290.884674,0.089907,13.863829,13.863829,0,0,0.628921,83358.00
3106,2-Apr-03,288.785553,0.048485,11.785563,11.785563,0,0,0.621976,83757.00
3107,3-Apr-03,287.128479,0.048853,10.128468,10.018835,0.178314,0,0.61794,84018.00
3108,4-Apr-03,288.658356,0.047454,14.595854,8.51695,0.072992,0,0.639618,84592.00
3109,5-Apr-03,276.364136,0.084458,7.259971,7.240208,0,0,0.638597,85132.00
3110,6-Apr-03,279.071533,0.040818,6.154856,6.154856,0,0,0.634659,85498.00
3111,7-Apr-03,280.190552,0.108437,5.232205,5.232205,0,0,0.627137,85986.00
3112,8-Apr-03,279.447876,0.115228,4.447865,4.447865,0,0,0.61598,86336.00
3113,9-Apr-03,277.801941,0.11127,3.781101,3.781101,0,0,0.604628,86720.00
3114,10-Apr-03,296.797638,0.044158,3.21429,3.21429,0,0,0.596985,87087.00
3115,11-Apr-03,309.104309,0.064817,4.333463,2.732448,0.285015,0,0.592943,87472.00
3116,12-Apr-03,1130.426758,0.049587,837.176758,406.436951,1.572487,0.740799,0.685829,87629.00
3117,13-Apr-03,1305.465088,0.052356,1015.402527,994.679932,0.340461,0.340461,0.700303,89558.00
3118,14-Apr-03,630.960632,0.085937,320.398102,320.208221,0,0,0.698613,89856.00
3119,15-Apr-03,463.259186,0.070813,152.259171,152.252686,0.047702,0,0.692676,87489.00
3120,16-Apr-03,421.844879,0.03757,114.761559,113.593842,0,0,0.693961,86685.00
3121,17-Apr-03,387.790588,0.099557,96.457268,96.453041,0,0,0.692649,86720.00
3122,18-Apr-03,394.669495,0.112631,83.106987,83.106987,0,0,0.684647,86702.00
3123,19-Apr-03,382.311218,0.120427,71.29039,71.29039,0,0,0.67307,86493.00
3124,20-Apr-03,371.88623,0.114854,60.886219,60.886219,0,0,0.661355,86248.00
3125,21-Apr-03,372.866211,0.039281,61.866211,51.872334,0.409531,0,0.69223,85969.00
3126,22-Apr-03,355.263153,0.0652,44.263161,44.139915,0,0,0.696445,85986.00
3127,23-Apr-03,961.617615,0.034596,650.617615,634.094238,0.983774,0.94615,0.700695,85986.00
3128,24-Apr-03,1110.013672,0.070055,911.617859,901.106506,0.287519,0.287519,0.700031,86563.00
3129,25-Apr-03,902.067322,0.05385,796.150635,785.146973,0.283037,0.283037,0.70002,87542.00
3130,26-Apr-03,408.128571,0.065744,352.107758,351.747772,0,0,0.699865,88172.00
3131,27-Apr-03,730.137451,0.059588,602.679138,593.376404,0.722077,0.714659,0.700629,87647.00
3132,28-Apr-03,1885.799316,0.035852,1756.799316,1722.972168,1.47314,1.321038,0.706929,87419.00
3133,29-Apr-03,2040.926758,0.039661,1912.905884,1891.460327,0.428104,0.582956,0.705914,88610.00
3134,30-Apr-03,1022.922241,0.096897,756.859741,756.628296,0,0,0.698991,91509.00
3135,1-May-03,702.955688,0.111697,428.080719,428.080719,0,0,0.691787,92108.00
3136,2-May-03,611.331055,0.04594,336.331085,333.59079,0.123073,0,0.693101,90260.00
3137,3-May-03,558.059814,0.081543,283.059784,282.759674,0,0,0.698535,88628.00
3138,4-May-03,517.241089,0.06793,242.241089,242.241089,0,0,0.695628,87052.00
3139,5-May-03,482.067963,0.119865,207.067963,207.067963,0,0,0.686091,85359.00
3140,6-May-03,452.51947,0.082946,176.540314,176.540314,0,0,0.675638,85254.00
3141,7-May-03,425.304657,0.108733,150.283813,150.283813,0,0,0.666612,85393.00
3142,8-May-03,402.835754,0.083021,127.83577,127.83577,0,0,0.656806,85463.00
3143,9-May-03,397.411102,0.106379,108.702766,108.702766,0,0,0.647405,85568.00
3144,10-May-03,390.231384,0.117938,92.418877,92.418877,0,0,0.636102,85603.00
3145,11-May-03,376.568909,0.137296,78.568901,78.568901,0,0,0.623383,85638.00
3146,12-May-03,364.79248,0.150023,66.79248,66.79248,0,0,0.609096,85638.00
3147,13-May-03,354.780426,0.156837,56.780437,56.780437,0,0,0.593744,85742.00
3148,14-May-03,347.248077,0.159839,48.268902,48.268902,0,0,0.578183,85847.00
3149,15-May-03,339.053986,0.116095,41.033165,41.033165,0,0,0.564301,85952.00
3150,16-May-03,286.861237,0.152961,34.882061,34.882061,0,0,0.550981,85917.00
3151,17-May-03,330.590546,0.149425,29.65303,29.65303,0,0,0.535467,85934.00
3152,18-May-03,326.228699,0.143236,25.207857,25.207857,0,0,0.520873,85965.00
3153,19-May-03,321.44986,0.160861,21.429041,21.429041,0,0,0.505819,85986.00
3154,20-May-03,318.216705,0.178706,18.216692,18.216692,0,0,0.488896,86161.00
3155,21-May-03,315.485901,0.17295,15.485895,15.485895,0,0,0.471271,86353.00
3156,22-May-03,312.185303,0.175995,13.164462,13.164462,0,0,0.453724,86528.00
3157,23-May-03,310.19104,0.187261,11.191026,11.191026,0,0,0.435683,86720.00
3158,24-May-03,308.513428,0.164689,9.51342,9.51342,0,0,0.418214,86877.00
3159,25-May-03,307.087311,0.100142,8.087298,8.087298,0,0,0.405749,87000.00
3160,26-May-03,305.874969,0.157373,6.874961,6.874961,0,0,0.394682,87175.00
3161,27-May-03,304.84436,0.176582,5.844361,5.844361,0,0,0.38159,87279.00
3162,28-May-03,303.968262,0.181611,4.968255,4.968255,0,0,0.36936,87454.00
3163,29-May-03,285.59848,0.156212,4.223482,4.223482,0,0,0.359026,87524.00
3164,30-May-03,258.152863,0.125262,3.590355,3.590355,0,0,0.35155,87542.00
3165,31-May-03,257.052124,0.181995,3.052138,3.052138,0,0,0.343947,87454.00
3166,1-Jun-03,222.519608,0.187787,2.594603,2.594603,0,0,0.334928,87419.00
3167,2-Jun-03,208.088989,0.179617,2.205656,2.205656,0,0,0.326119,87314.00
3168,3-Jun-03,164.391693,0.197505,1.875014,1.875014,0,0,0.317562,87209.00
3169,4-Jun-03,160.843933,0.154243,1.593938,1.593938,0,0,0.309721,87104.00
3170,5-Jun-03,162.904999,0.146361,1.354996,1.354996,0,0,0.303189,87070.00
3171,6-Jun-03,184.685211,0.128045,1.151874,1.151874,0,0,0.297276,87105.00
3172,7-Jun-03,194.379211,0.143919,0.979201,0.979201,0,0,0.291529,87192.00
3173,8-Jun-03,179.549088,0.165619,0.832412,0.832412,0,0,0.285084,87279.00
3174,9-Jun-03,164.224289,0.140458,0.707628,0.707628,0,0,0.2789,87297.00
3175,10-Jun-03,181.034882,0.124118,0.60155,0.60155,0,0,0.273683,87349.00
3176,11-Jun-03,136.661377,0.147035,0.511374,0.511374,0,0,0.268453,87262.00
3177,12-Jun-03,119.184715,0.168246,0.434716,0.434716,0,0,0.262486,87087.00
3178,13-Jun-03,121.119553,0.15802,0.369549,0.369549,0,0,0.256381,86877.00
3179,14-Jun-03,121.897484,0.174945,0.314151,0.314151,0,0,0.25039,86650.00
3180,15-Jun-03,121.867058,0.178281,0.267058,0.267058,0,0,0.24412,86423.00
3181,16-Jun-03,121.827026,0.19832,0.227024,0.227024,0,0,0.237692,86266.00
3182,17-Jun-03,121.009659,0.194997,0.192992,0.192992,0,0,0.23112,86091.00
3183,18-Jun-03,123.314064,0.168732,0.164061,0.164061,0,0,0.225061,85847.00
3184,19-Jun-03,121.772797,0.16203,0.139467,0.139467,0,0,0.219866,85620.00
3185,20-Jun-03,119.368568,0.16416,0.11856,0.11856,0,0,0.214722,85341.00
3186,21-Jun-03,120.084122,0.161849,0.100787,0.100787,0,0,0.209795,85062.00
3187,22-Jun-03,119.302353,0.162033,0.085679,0.085679,0,0,0.205099,84731.00
3188,23-Jun-03,120.056168,0.164386,0.072835,0.072835,0,0,0.200249,84470.00
3189,24-Jun-03,119.278587,0.175771,0.061917,0.061917,0,0,0.195464,84175.00
3190,25-Jun-03,120.035965,0.183122,0.052635,0.052635,0,0,0.190506,83931.00
3191,26-Jun-03,120.044746,0.192072,0.044745,0.044745,0,0,0.185484,83740.00
3192,27-Jun-03,119.254707,0.201218,0.038037,0.038037,0,0,0.180353,83514.00
3193,28-Jun-03,119.232338,0.201801,0.032335,0.032335,0,0,0.175267,83323.00
3194,29-Jun-03,119.227493,0.179103,0.027488,0.027488,0,0,0.170514,83219.00
3195,30-Jun-03,119.223373,0.170555,0.023367,0.023367,0,0,0.166301,82924.00
3196,1-Jul-03,119.219872,0.176012,0.019864,0.019864,0,0,0.16222,82664.00
3197,2-Jul-03,121.566887,0.172722,0.016887,0.016887,0,0,0.158226,82404.00
3198,3-Jul-03,121.614357,0.173633,0.014355,0.014355,0,0,0.154352,82144.00
3199,4-Jul-03,119.262207,0.189924,0.012203,0.012203,0,0,0.150397,81850.00
3200,5-Jul-03,119.210381,0.200436,0.010374,0.010374,0,0,0.14631,81590.00
3201,6-Jul-03,119.208824,0.187428,0.008819,0.008819,0,0,0.142267,81296.00
3202,7-Jul-03,125.474159,0.15664,0.007497,0.007497,0,0,0.138763,81054.00
3203,8-Jul-03,122.473038,0.169219,0.006373,0.006373,0,0,0.135713,80762.00
3204,9-Jul-03,81.672089,0.206725,0.005418,0.005418,0,0,0.132092,80433.00
3205,10-Jul-03,126.237946,0.202988,0.004605,0.004605,0,0,0.12825,80156.00
3206,11-Jul-03,120.937248,0.187956,0.003915,0.003915,0,0,0.124689,79898.00
3207,12-Jul-03,118.453331,0.195661,0.003328,0.003328,0,0,0.121297,79553.00
3208,13-Jul-03,125.452827,0.18484,0.002829,0.002829,0,0,0.118015,79244.00
3209,14-Jul-03,122.46907,0.190031,0.002405,0.002405,0,0,0.114934,78934.00
3210,15-Jul-03,120.835381,0.196991,0.002045,0.002045,0,0,0.111809,78659.00
3211,16-Jul-03,121.585068,0.184946,0.001738,0.001738,0,0,0.108764,78350.00
3212,17-Jul-03,122.384811,0.192909,0.001478,0.001478,0,0,0.105868,78058.00
3213,18-Jul-03,121.61792,0.206615,0.001256,0.001256,0,0,0.102912,77852.00
3214,19-Jul-03,121.601067,0.199712,0.001068,0.001068,0,0,0.09994,77423.00
3215,20-Jul-03,121.600906,0.189024,0.000908,0.000908,0,0,0.097196,77098.00
3216,21-Jul-03,120.817444,0.199217,0.000772,0.000772,0,0,0.094505,76756.00
3217,22-Jul-03,120.800659,0.198062,0.000656,0.000656,0,0,0.091897,76482.00
3218,23-Jul-03,120.80056,0.195641,0.000558,0.000558,0,0,0.089357,76175.00
3219,24-Jul-03,118.450478,0.15936,0.000474,0.000474,0,0,0.087045,75884.00
3220,25-Jul-03,118.400406,0.15843,0.000403,0.000403,0,0,0.085111,75595.00
3221,26-Jul-03,118.400345,0.183067,0.000343,0.000343,0,0,0.08309,75390.00
3222,27-Jul-03,118.400291,0.194593,0.000291,0.000291,0,0,0.080883,74947.00
3223,28-Jul-03,123.10025,0.195378,0.000248,0.000248,0,0,0.078658,74641.00
3224,29-Jul-03,120.850212,0.195458,0.00021,0.00021,0,0,0.07651,74352.00
3225,30-Jul-03,116.883514,0.172268,0.000179,0.000179,0,0,0.074499,74012.00
3226,31-Jul-03,123.066826,0.17268,0.000152,0.000152,0,0,0.072671,73638.00
3227,1-Aug-03,120.066795,0.180604,0.000129,0.000129,0,0,0.070872,73516.00
3228,2-Aug-03,120.000107,0.135886,0.00011,0.00011,0,0,0.069318,73113.00
3229,3-Aug-03,121.566757,0.16838,0.000093,0.000093,0,0,0.067767,72825.00
3230,4-Aug-03,122.383415,0.141235,0.000079,0.000079,0,0,0.066294,72300.00
3231,5-Aug-03,121.61673,0.076555,0.000068,0.000068,0,0,0.065279,71979.00
3232,6-Aug-03,118.466728,0.132977,0.000057,0.000057,0,0,0.064304,71676.00
3233,7-Aug-03,117.616714,0.139785,0.000049,0.000049,0,0,0.063067,71389.00
3234,8-Aug-03,119.950043,0.155041,0.000041,0.000041,0,0,0.061742,71036.00
3235,9-Aug-03,121.566704,0.155141,0.000035,0.000035,0,0,0.06039,70851.00
3236,10-Aug-03,125.516693,0.162369,0.00003,0.00003,0,0,0.059057,70447.00
3237,11-Aug-03,123.250031,0.16378,0.000025,0.000025,0,0,0.057673,70179.00
3238,12-Aug-03,120.850021,0.160954,0.000022,0.000022,0,0,0.056356,69877.00
3239,13-Aug-03,123.150024,0.156691,0.000018,0.000018,0,0,0.05508,69593.00
3240,14-Aug-03,121.633347,0.146199,0.000016,0.000016,0,0,0.05391,69292.00
3241,15-Aug-03,119.250015,0.158541,0.000013,0.000013,0,0,0.052753,69008.00
3242,16-Aug-03,119.200012,0.161808,0.000011,0.000011,0,0,0.051544,68691.00
3243,17-Aug-03,119.200012,0.165545,0.00001,0.00001,0,0,0.05035,68408.00
3244,18-Aug-03,119.200012,0.176992,0.000008,0.000008,0,0,0.049161,68125.00
3245,19-Aug-03,120.766678,0.154626,0.000007,0.000007,0,0,0.047998,67792.00
3246,20-Aug-03,122.366676,0.175445,0.000006,0.000006,0,0,0.046894,67477.00
3247,21-Aug-03,123.183342,0.146441,0.000005,0.000005,0,0,0.045814,67179.00
3248,22-Aug-03,121.633339,0.1036,0.000004,0.000004,0,0,0.044997,66831.00
3249,23-Aug-03,118.466675,0.145714,0.000004,0.000004,0,0,0.044187,66534.00
3250,24-Aug-03,118.400002,0.156733,0.000003,0.000003,0,0,0.043245,66221.00
3251,25-Aug-03,119.966667,0.168691,0.000003,0.000003,0,0,0.042259,65957.00
3252,26-Aug-03,126.26667,0.167625,0.000002,0.000002,0,0,0.041259,65661.00
3253,27-Aug-03,125.616669,0.148829,0.000002,0.000002,0,0,0.04032,65382.00
3254,28-Aug-03,124.816673,0.14953,0.000002,0.000002,0,0,0.039479,65086.00
3255,29-Aug-03,123.233337,0.147263,0.000001,0.000001,0,0,0.038641,64775.00
3256,30-Aug-03,123.983337,0.150623,0.000001,0.000001,0,0,0.037827,64480.00
3257,31-Aug-03,123.216675,0.161414,0.000001,0.000001,0,0,0.036997,64203.00
3258,1-Sep-03,123.200005,0.167194,0.000001,0.000001,0,0,0.036146,63958.00
3259,2-Sep-03,120.066666,0.160058,0.000001,0.000001,0,0,0.035305,63648.00
3260,3-Sep-03,122.349998,0.13038,0.000001,0.000001,0,0,0.034585,63388.00
3261,4-Sep-03,120.050003,0.128732,0.000001,0.000001,0,0,0.033944,63176.00
3262,5-Sep-03,120,0.115928,0,0,0,0,0.033353,62917.00
3263,6-Sep-03,120.78334,0.089481,0,0,0,0,0.032869,62657.00
3264,7-Sep-03,120.01667,0.106368,0,0,0,0,0.0324,62414.00
3265,8-Sep-03,120,0.129427,0,0,0,0,0.031866,62204.00
3266,9-Sep-03,148.983337,0.049122,0,0,0,0,0.031452,62010.00
3267,10-Sep-03,199.733337,0.129759,0,0,0,0,0.031057,61913.00
3268,11-Sep-03,216.466675,0.133261,0,0,0,0,0.030475,61913.00
3269,12-Sep-03,219.933334,0.143178,0,0,0,0,0.02988,61945.00
3270,13-Sep-03,232.53334,0.133286,0,0,0,0,0.029292,61978.00
3271,14-Sep-03,235.933334,0.145252,0,0,0,0,0.028727,62010.00
3272,15-Sep-03,234.43335,0.129074,0,0,0,0,0.028168,62042.00
3273,16-Sep-03,234.400009,0.126657,0,0,0,0,0.027657,62042.00
3274,17-Sep-03,233.616669,0.118052,0,0,0,0,0.02717,62010.00
3275,18-Sep-03,232.816666,0.104957,0,0,0,0,0.026733,62075.00
3276,19-Sep-03,232.800003,0.129883,0,0,0,0,0.026298,62091.00
3277,20-Sep-03,233.583344,0.118752,0,0,0,0,0.025829,62123.00
3278,21-Sep-03,238.300003,0.137202,0,0,0,0,0.02537,62139.00
3279,22-Sep-03,234.483337,0.132425,0,0,0,0,0.024882,62172.00
3280,23-Sep-03,237.53334,0.129791,0,0,0,0,0.02442,62204.00
3281,24-Sep-03,212.53334,0.124764,0,0,0,0,0.023987,62236.00
3282,25-Sep-03,177.53334,0.105348,0,0,0,0,0.023584,62188.00
3283,26-Sep-03,199.516663,0.059817,0,0,0,0,0.023311,62075.00
3284,27-Sep-03,207.833328,0.068947,0,0,0,0,0.023099,62010.00
3285,28-Sep-03,226.800003,0.067591,0,0,0,0,0.022877,61978.00
3286,29-Sep-03,227.983337,0.101797,0,0,0,0,0.022595,61978.00
3287,30-Sep-03,230.350006,0.100485,0,0,0,0,0.022269,61978.00
3288,1-Oct-03,281.904175,0.102371,0,0,0,0,0.021955,61978.00
3289,2-Oct-03,290.833344,0.098363,0,0,0,0,0.021638,61994.00
3290,3-Oct-03,295.895844,0.097148,0,0,0,0,0.021344,62026.00
3291,4-Oct-03,292.083344,0.104019,0,0,0,0,0.021039,62075.00
3292,5-Oct-03,276.333344,0.09522,0,0,0,0,0.020737,62107.00
3293,6-Oct-03,248.583328,0.120987,0,0,0,0,0.020421,62123.00
3294,7-Oct-03,208.833328,0.117748,0,0,0,0,0.020075,62123.00
3295,8-Oct-03,187.4375,0.099364,0,0,0,0,0.019763,62107.00
3296,9-Oct-03,197.770828,0.12468,0,0,0,0,0.019458,62010.00
3297,10-Oct-03,212.6875,0.099624,0,0,0,0,0.019132,61865.00
3298,11-Oct-03,216.916672,0.105087,0,0,0,0,0.01887,61752.00
3299,12-Oct-03,218.958328,0.092608,0,0,0,0,0.018595,61719.00
3300,13-Oct-03,217.041672,0.082815,0,0,0,0,0.018363,61639.00
3301,14-Oct-03,218.958328,0.088014,0,0,0,0,0.018139,61574.00
3302,15-Oct-03,219,0.096009,0,0,0,0,0.017907,61462.00
3303,16-Oct-03,220.958328,0.089555,0,0,0,0,0.017668,61397.00
3304,17-Oct-03,214.145828,0.075345,0,0,0,0,0.017456,61397.00
3305,18-Oct-03,182.666672,0.085585,0,0,0,0,0.017259,61365.00
3306,19-Oct-03,152.625,0.068299,0,0,0,0,0.017068,61284.00
3307,20-Oct-03,138.291672,0.073006,0,0,0,0,0.016896,61639.00
3308,21-Oct-03,108.625,0.096144,0,0,0,0,0.0167,60979.00
3309,22-Oct-03,95.270836,0.080924,0,0,0,0,0.01649,60706.00
3310,23-Oct-03,93.041664,0.075287,0,0,0,0,0.016302,60417.00
3311,24-Oct-03,89.083336,0.067139,0,0,0,0,0.016135,60129.00
3312,25-Oct-03,94.875,0.066935,0,0,0,0,0.015982,59874.00
3313,26-Oct-03,94.020836,0.066736,0,0,0,0,0.015829,59571.00
3314,27-Oct-03,94,0.069203,0,0,0,0,0.015677,59284.00
3315,28-Oct-03,94.979164,0.056316,0,0,0,0,0.015538,58966.00
3316,29-Oct-03,94.020836,0.095232,0,0,0,0,0.015381,58618.00
3317,30-Oct-03,94.979164,0.063143,0,0,0,0,0.015197,58333.00
3318,31-Oct-03,95,0.024177,0,0,0,0,0.015105,58001.00
3319,1-Nov-03,95,0.049882,0,0,0,0,0.015025,57701.00
3320,2-Nov-03,98.301491,0.021839,1.343158,0,0.225612,0,0.018598,57418.00
3321,3-Nov-03,98.291756,0.0479,4.229259,0,0,0,0.037489,57198.00
3322,4-Nov-03,92.042816,0.033273,0.00115,0,0,0,0.037489,56915.00
3323,5-Nov-03,92.979164,0.020105,0,0,0,0,0.037487,56664.00
3324,6-Nov-03,95.9375,0.018852,0,0,0,0,0.037432,56398.00
3325,7-Nov-03,96.979164,0.022673,0,0,0,0,0.037323,56242.00
3326,8-Nov-03,317.559296,0.016928,202.934296,0,1.581482,0,0.112147,56086.00
3327,9-Nov-03,202.955704,0.022803,78.164032,0,0.735052,0,0.253626,56132.00
3328,10-Nov-03,118.786102,0.038954,0.640271,0,0,0,0.268914,56132.00
3329,11-Nov-03,122.895836,0.044321,0,0,0,0,0.268914,56070.00
3330,12-Nov-03,119.083336,0.046808,0,0,0,0,0.268086,55930.00
3331,13-Nov-03,146.416672,0.038816,0,0,0,0,0.266577,55820.00
3332,14-Nov-03,166.469193,0.025091,4.781689,0,0.618331,0,0.277278,55742.00
3333,15-Nov-03,209.050507,0.017469,13.758837,0,0.134028,0,0.339348,55727.00
3334,16-Nov-03,201.920898,0.017038,0.045897,0,0,0,0.34055,56132.00
3335,17-Nov-03,238.229172,0.040779,0,0,0,0,0.34055,55805.00
3336,18-Nov-03,254.666672,0.036424,0,0,0,0,0.340309,55852.00
3337,19-Nov-03,260.875,0.034016,0,0,0,0,0.339186,56054.00
3338,20-Nov-03,250.229172,0.041834,0,0,0,0,0.337386,56132.00
3339,21-Nov-03,217.6875,0.039927,0,0,0,0,0.335397,56320.00
3340,22-Nov-03,191.541672,0.035976,0,0,0,0,0.333549,56351.00
3341,23-Nov-03,189.041672,0.033185,0,0,0,0,0.331895,56351.00
3342,24-Nov-03,186.0625,0.036739,0,0,0,0,0.330261,56351.00
3343,25-Nov-03,187.958328,0.032814,0,0,0,0,0.328601,56351.00
3344,26-Nov-03,185.0625,0.037921,0,0,0,0,0.32696,56351.00
3345,27-Nov-03,169.333328,0.032255,0,0,0,0,0.32532,56351.00
3346,28-Nov-03,164.104172,0.017824,0,0,0,0,0.324196,56336.00
3347,29-Nov-03,201.509674,0.013219,14.988835,0,0.659677,0,0.365495,56351.00
3348,30-Nov-03,197.304291,0.01382,7.366798,0,0.517346,0,0.403904,56461.00
3349,1-Dec-03,242.343033,0.014519,19.051359,0,0.561839,0,0.472604,56616.00
3350,2-Dec-03,202.05014,0.018884,1.550136,0,0,0,0.497631,56837.00
3351,3-Dec-03,229.375,0.035439,0,0,0,0,0.497631,57072.00
3352,4-Dec-03,282.94162,0.011815,2.024955,0,0.139515,0,0.501846,57276.00
3353,5-Dec-03,308.024536,0.013637,9.378716,0,0.59076,0,0.537428,57811.00
3354,6-Dec-03,566.220337,0.014039,301.49115,0,1.201949,0,0.642208,58364.00
3355,7-Dec-03,328.174622,0.029795,42.632954,0,0.078945,0,0.698254,59507.00
3356,8-Dec-03,295.80777,0.025641,0.0161,0,0,0,0.698748,60018.00
3357,9-Dec-03,524.866455,0.013798,224.949783,214.869308,0.760262,0.59621,0.701453,56873.00
3358,10-Dec-03,2121.61377,0.016147,1850.988892,1466.54541,0.915696,1.067226,0.708745,61719.00
3359,11-Dec-03,1127.28186,0.036221,830.84436,823.433777,0,0,0.7,63193.00
3360,12-Dec-03,1039.654297,0.010517,742.654358,729.207764,1.035646,0.855892,0.704434,63990.00
3361,13-Dec-03,1840.012451,0.012921,1543.991577,1523.346069,0.683276,0.850819,0.702254,66072.00
3362,14-Dec-03,2047.366577,0.039245,1753.324951,1442.897217,0.365716,0.377928,0.701856,68424.00
3363,15-Dec-03,885.285095,0.026428,589.326782,586.18219,0,0,0.7,69810.00
3364,16-Dec-03,662.450012,0.02928,363.512512,363.512512,0,0,0.7,70296.00
3365,17-Dec-03,590.58551,0.02907,291.585541,291.585541,0,0,0.698946,71052.00
3366,18-Dec-03,547.213501,0.034591,248.213516,248.213516,0,0,0.696097,71406.00
3367,19-Dec-03,823.672119,0.012617,524.672119,426.715485,0.625924,0.559716,0.698591,72098.00
3368,20-Dec-03,1334.467407,0.0147,1035.467407,904.091064,0.391161,0.391161,0.700838,73045.00
3369,21-Dec-03,956.39624,0.026001,658.375427,653.969604,0,0,0.7,73978.00
3370,22-Dec-03,603.80304,0.025572,305.80304,305.80304,0,0,0.7,74658.00
3371,23-Dec-03,1376.587158,0.016343,1078.587158,1056.3302,1.360657,1.239849,0.706616,73842.00
3372,24-Dec-03,4579.32373,0.015926,4368.469727,2053.791748,0.862181,0.98299,0.713877,70867.00
3373,25-Dec-03,1261.499512,0.022881,1015.291138,974.106079,0,0,0.7,73418.00
3374,26-Dec-03,768.922913,0.026836,471.985413,471.985413,0,0,0.7,74335.00
3375,27-Dec-03,644.546082,0.02342,345.566895,345.566895,0,0,0.7,73842.00
3376,28-Dec-03,590.512756,0.010051,292.491943,292.465393,0.089236,0.089236,0.7,73842.00
3377,29-Dec-03,5273.426758,0.021275,5100.760254,1478.534058,1.261924,1.261924,0.712524,71170.00
3378,30-Dec-03,1336.07019,0.01845,1191.528564,988.783569,0,0,0.7,77783.00
