   Ordinate,   Date / Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION,Lake Mendocino Storage
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,,
Units, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,ACRFT
Type, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM
160,9-Mar-95,22987.7461,0.0211,7686.958,796.6149,0.8267,0.8267,1,0.0211,8130.2041,961.7971,0.8,0.8,1,0.018,7501.7671,2686.4463,1.2843,1.2843,1,75036.00
161,10-Mar-95,9149.7939,0.0121,3213.0857,875.1462,1.0264,1.0264,1,0.0121,3223.7505,944.9489,1.0123,1.0123,1,0.0104,2646.1487,1634.8301,1.5779,1.5779,1,81976.00
162,11-Mar-95,6928.2402,0.0129,1847.8094,1006.6049,0.747,0.747,1,0.0129,2037.9714,1190.6255,0.8134,0.8134,1,0.011,1949.1975,1813.1514,0.6787,0.6787,1,88593.00
163,12-Mar-95,3345.8794,0.0216,854.6887,804.3934,0.0473,0.0473,1,0.0216,915.8046,867.9087,0.0697,0.0697,1,0.0185,563.9006,562.1772,0.1069,0.1069,1,93042.00
164,13-Mar-95,5315.4541,0.0132,1387.4833,594.6057,1.2,1.2,1,0.0132,1656.2318,679.0131,1.2,1.2,1,0.0113,2423.8142,2220.7559,2.105,2.105,1,92253.00
165,14-Mar-95,10840.6602,0.009,2949.907,1083.4188,1,1,1,0.009,3871.6909,1284.6995,0.9973,0.9973,1,0.0077,4280.188,3040.552,1.5708,1.5708,1,97576.00
166,15-Mar-95,5196.4341,0.0351,1467.9182,991.3347,0,0,1,0.035,1619.9041,1073.0444,0,0,1,0.03,945.5621,914.453,0,0,1,104500.00
167,16-Mar-95,2992.7327,0.0373,484.8144,460.7309,0,0,1,0.0373,472.7205,456.4242,0,0,1,0.032,548.4913,548.4913,0,0,1,109573.00
168,17-Mar-95,4052.4617,0.0294,275.8186,275.8186,0,0,0.9999,0.0294,292.9982,292.9982,0,0,0.9999,0.0252,515.8248,515.8248,0,0,1,104516.00
169,18-Mar-95,5537.9663,0.022,352.6623,350.8982,0.3661,0.3622,0.9999,0.022,542.039,477.6218,0.54,0.5362,1,0.0188,1521.5216,1482.9976,0.8327,0.8327,1,98749.00
170,19-Mar-95,4594.2656,0.0208,397.0889,396.7344,0.0608,0.0608,1,0.0208,553.6458,543.5651,0.1203,0.1203,1,0.0178,595.1792,593.226,0.2242,0.2242,1,93302.00
171,20-Mar-95,7488.1421,0.0198,1570.8783,483.0213,0.7032,0.7032,1,0.0198,2062.8062,647.7383,0.7418,0.7418,1,0.0169,3120.2932,1915.6022,1.0837,1.0837,1,86412.00
172,21-Mar-95,4322.5581,0.0138,957.5312,682.5349,0.3609,0.3609,1,0.0138,1153.8491,869.7865,0.4462,0.4462,1,0.0118,1082.1121,1063.7343,0.4268,0.4268,1,90786.00
173,22-Mar-95,4030.5676,0.0115,977.9922,744.7705,1.093,1.093,1,0.0115,1236.5516,928.9471,1.1302,1.1302,1,0.0098,1769.1458,1721.5988,0.9965,0.9965,1,92823.00
174,23-Mar-95,5130.9897,0.0116,1036.677,999.8589,0.463,0.463,1,0.0116,1306.3475,1220.2332,0.5506,0.5506,1,0.0099,1581.39,1548.0367,0.6444,0.6444,1,96947.00
175,24-Mar-95,4704.8359,0.0365,728.1923,726.0978,0,0,1,0.0365,866.8245,855.1184,0,0,1,0.0312,679.6001,679.1012,0,0,1,96024.00
176,25-Mar-95,3734.4705,0.0437,379.06,379.0168,0,0,1,0.0437,426.3195,425.9753,0,0,1,0.0375,552.0736,552.0736,0,0,1,92326.00
177,26-Mar-95,2597.0986,0.0429,275.191,275.191,0,0,0.9983,0.0428,322.6273,322.6273,0,0,0.9983,0.0367,519.7703,519.7703,0,0,0.9995,88102.00
178,27-Mar-95,1798.9916,0.0468,246.4,246.4,0,0,0.9928,0.0468,294.8287,294.8287,0,0,0.9928,0.0401,489.5011,489.5011,0,0,0.9959,88067.00
179,28-Mar-95,1678.528,0.0548,230.4734,230.4734,0,0,0.9856,0.0548,276.852,276.852,0,0,0.9856,0.047,460.9948,460.9948,0,0,0.9897,87939.00
180,29-Mar-95,1485.3131,0.0494,216.8804,216.8804,0,0,0.9782,0.0494,260.6661,260.6661,0,0,0.9782,0.0423,434.1485,434.1485,0,0,0.9834,87614.00
181,30-Mar-95,1290.321,0.0397,204.2332,204.2332,0,0,0.9718,0.0397,245.4816,245.4816,0,0,0.9718,0.034,408.8657,408.8657,0,0,0.9779,87668.00
182,31-Mar-95,1200.7223,0.0308,192.3379,192.3379,0,0,0.9667,0.0308,231.1855,231.1855,0,0,0.9667,0.0264,385.0552,385.0552,0,0,0.9735,87722.00
183,1-Apr-95,1144.4681,0.0477,181.1369,181.1369,0,0,0.9609,0.0477,217.7223,217.7223,0,0,0.9609,0.0409,362.6313,362.6313,0,0,0.9686,87795.00
184,2-Apr-95,1090.3738,0.0516,170.5883,170.5883,0,0,0.9539,0.0516,205.0431,205.0431,0,0,0.9539,0.0442,341.5133,341.5133,0,0,0.9626,87795.00
185,3-Apr-95,1036.3669,0.0537,160.654,160.654,0,0,0.9464,0.0537,193.1023,193.1023,0,0,0.9464,0.0461,321.6251,321.6251,0,0,0.9561,87795.00
186,4-Apr-95,985.7304,0.0435,151.2982,151.2982,0,0,0.9397,0.0435,181.8569,181.8569,0,0,0.9397,0.0372,302.8951,302.8951,0,0,0.9504,87705.00
187,5-Apr-95,889.2266,0.0357,142.4873,142.4873,0,0,0.9339,0.0356,171.2664,171.2664,0,0,0.9339,0.0305,285.2558,285.2558,0,0,0.9454,87596.00
188,6-Apr-95,1057.4907,0.0119,150.4872,148.0497,0.6969,0.2156,0.9791,0.0119,237.7883,193.4323,0.7331,0.2519,0.9834,0.0102,655.6965,620.4341,0.8176,0.4196,0.9912,87578.00
189,7-Apr-95,2331.5925,0.024,390.3484,386.7668,0.4516,0.4516,1,0.024,570.2153,516.6069,0.4985,0.4985,1,0.0206,1179.9323,1149.613,0.6029,0.6029,1,87849.00
190,8-Apr-95,2049.0137,0.0168,439.7383,438.5785,0.1313,0.1313,1,0.0168,569.2352,549.2834,0.1873,0.1873,1,0.0144,665.6135,653.3083,0.2663,0.2663,1,88338.00
191,9-Apr-95,1665.1091,0.0448,281.8318,281.5705,0,0,1,0.0448,356.0888,351.966,0,0,1,0.0384,347.9844,347.7682,0,0,1,89104.00
192,10-Apr-95,1369.3584,0.054,170.3682,170.3546,0,0,0.9995,0.054,203.2722,203.1385,0,0,0.9995,0.0463,288.1878,288.1878,0,0,1,88301.00
193,11-Apr-95,1051.927,0.0438,136.3999,136.3999,0,0,0.9954,0.0438,165.9089,165.9089,0,0,0.9954,0.0375,271.3371,271.3371,0,0,0.9979,87705.00
194,12-Apr-95,846.135,0.021,126.4939,126.3817,0.2859,0.21,0.9927,0.021,158.0947,155.5433,0.2881,0.2122,0.9927,0.018,300.8856,295.7645,0.4759,0.4252,0.9954,87741.00
195,13-Apr-95,2020.338,0.0352,263.6276,261.8129,0.0725,0.0725,1,0.0352,381.4481,351.489,0.1099,0.1099,1,0.0302,794.8991,776.6964,0.0278,0.0278,1,88229.00
196,14-Apr-95,1366.7134,0.0452,216.4263,216.2673,0,0,1,0.0451,262.2756,260.5237,0,0,1,0.0387,260.6523,260.6523,0,0,1,87308.00
197,15-Apr-95,913.7292,0.0149,139.5979,139.4998,0.0328,0.0328,1,0.0149,170.2001,167.9445,0.0456,0.0456,1,0.0127,331.8365,327.6057,0.0997,0.0997,1,87362.00
198,16-Apr-95,864.3876,0.0463,131.8483,131.7592,0,0,1,0.0463,170.9953,169.3949,0,0,1,0.0396,271.6918,271.3058,0,0,1,87705.00
199,17-Apr-95,702.6528,0.0278,111.4104,111.4047,0,0,1,0.0278,138.1877,138.1216,0,0,1,0.0238,220.6631,220.6631,0,0,1,87939.00
200,18-Apr-95,651.7332,0.0519,99.7863,99.7863,0,0,0.9982,0.0519,123.6054,123.6054,0,0,0.9982,0.0445,207.7318,207.7318,0,0,0.9995,88067.00
201,19-Apr-95,618.8574,0.0429,93.0745,93.0745,0,0,0.9924,0.0429,115.587,115.587,0,0,0.9924,0.0368,195.6343,195.6343,0,0,0.9956,88084.00
202,20-Apr-95,583.1595,0.0464,87.5367,87.5367,0,0,0.9883,0.0464,108.7789,108.7789,0,0,0.9891,0.0398,184.2415,184.2415,0,0,0.993,88193.00
203,21-Apr-95,550.4617,0.055,82.4258,82.4258,0,0,0.9824,0.055,102.4379,102.4379,0,0,0.9843,0.0472,173.5121,173.5121,0,0,0.9916,88283.00
204,22-Apr-95,526.2357,0.0629,77.6243,77.6243,0,0,0.974,0.0629,96.4719,96.4719,0,0,0.9759,0.0539,163.4075,163.4075,0,0,0.9858,88338.00
205,23-Apr-95,507.5037,0.0644,73.1037,73.1037,0,0,0.9649,0.0644,90.8538,90.8538,0,0,0.9668,0.0552,153.8914,153.8914,0,0,0.978,88356.00
206,24-Apr-95,490.7244,0.0711,68.8465,68.8465,0,0,0.9553,0.0711,85.5629,85.5629,0,0,0.9572,0.0609,144.9295,144.9295,0,0,0.9698,88411.00
207,25-Apr-95,473.8062,0.0655,64.8372,64.8372,0,0,0.9455,0.0654,80.5801,80.5801,0,0,0.9474,0.0561,136.4894,136.4894,0,0,0.9614,88411.00
208,26-Apr-95,459.0395,0.0537,61.0613,61.0613,0,0,0.9368,0.0537,75.8875,75.8875,0,0,0.9388,0.046,128.5409,128.5409,0,0,0.954,88411.00
209,27-Apr-95,454.7905,0.0325,57.999,57.5054,0.1101,0,0.9444,0.0325,78.2243,71.4681,0.0958,0,0.9448,0.0279,127.2464,121.0552,0.1344,0,0.9647,88411.00
210,28-Apr-95,441.6026,0.0193,55.9164,55.2952,0.5405,0.1819,0.9616,0.0193,77.9764,68.383,0.5215,0.162,0.9608,0.0166,159.678,150.3094,0.6556,0.4453,0.9782,88447.00
211,29-Apr-95,2131.0466,0.0264,304.8169,300.2021,0.4146,0.4146,1,0.0264,523.1292,388.2136,0.4611,0.4611,1,0.0226,1274.4451,1231.1346,0.4817,0.4817,1,88612.00
212,30-Apr-95,1232.7802,0.0444,314.8607,313.0087,0.2682,0.2682,1,0.0444,380.301,362.7835,0.2755,0.2755,1,0.038,254.6115,248.27,0.5445,0.5445,1,88958.00
213,1-May-95,4768.3179,0.0446,1155.296,439.9573,0.4778,0.4778,1,0.0446,1600.1633,543.1303,0.472,0.472,1,0.0382,2041.2589,1577.374,0.65,0.65,1,93428.00
214,2-May-95,2033.7705,0.0404,492.3034,400.3776,0,0,1,0.0404,528.3281,429.5411,0,0,1,0.0346,254.8288,254.8288,0,0,1,91188.00
215,3-May-95,1381.5356,0.0504,169.4424,166.6105,0,0,0.9978,0.0504,168.8458,168.3337,0,0,0.9978,0.0432,210.1231,210.1231,0,0,0.9992,90256.00
216,4-May-95,1293.0323,0.0508,102.2612,102.2612,0,0,0.9915,0.0508,114.9324,114.9324,0,0,0.9915,0.0435,197.8483,197.8483,0,0,0.9948,88994.00
217,5-May-95,953.0454,0.0451,87.9578,87.9578,0,0,0.9846,0.0451,103.4767,103.4767,0,0,0.9846,0.0386,186.3265,186.3265,0,0,0.9888,87632.00
218,6-May-95,629.8763,0.0521,81.8173,81.8173,0,0,0.9776,0.0521,97.035,97.035,0,0,0.9776,0.0447,175.4757,175.4757,0,0,0.9829,87525.00
219,7-May-95,523.4314,0.0577,76.943,76.943,0,0,0.9698,0.0576,91.3521,91.3521,0,0,0.9698,0.0494,165.2568,165.2568,0,0,0.9762,87632.00
220,8-May-95,502.519,0.0454,72.4513,72.4513,0,0,0.9625,0.0454,86.0298,86.0298,0,0,0.9625,0.0389,155.633,155.633,0,0,0.9699,87686.00
221,9-May-95,483.9602,0.027,68.231,68.231,0,0,0.9574,0.0269,81.0197,81.0197,0,0,0.9574,0.0231,146.5696,146.5696,0,0,0.9655,87705.00
222,10-May-95,466.4917,0.0559,64.2575,64.2575,0,0,0.9513,0.0559,76.3015,76.3015,0,0,0.9513,0.0479,138.0341,138.0341,0,0,0.9603,87740.00
223,11-May-95,450.6627,0.0501,60.5154,60.5154,0,0,0.9439,0.05,71.858,71.858,0,0,0.9439,0.0429,129.9956,129.9956,0,0,0.954,87705.00
224,12-May-95,442.5174,0.0135,57.2291,56.9912,0.2754,0,0.947,0.0135,75.217,67.6733,0.3622,0,0.9515,0.0116,146.3025,134.8811,0.4289,0.0752,0.9639,87650.00
225,13-May-95,625.1726,0.0356,55.4988,53.6723,0.1115,0,0.9926,0.0356,110.0628,79.9629,0.0977,0.0313,0.9994,0.0305,277.8441,266.8527,0.0551,0.0551,1,87759.00
226,14-May-95,471.4135,0.0409,50.7803,50.5929,0.0807,0.0381,0.9942,0.0409,78.1006,75.9538,0.134,0.134,1,0.0351,136.132,135.1572,0.1475,0.1475,1,87813.00
227,15-May-95,924.1281,0.0247,116.9318,115.9468,0.1088,0.1088,1,0.0247,237.8958,217.9197,0.1184,0.1184,1,0.0212,437.5084,426.3342,0.1148,0.1148,1,88084.00
228,16-May-95,642.1573,0.0535,105.2831,105.1665,0,0,1,0.0535,158.8014,157.2405,0,0,1,0.0459,124.926,124.926,0,0,1,88392.00
229,17-May-95,455.2752,0.057,60.3827,60.3794,0,0,0.9978,0.057,78.0347,78.0339,0,0,0.9978,0.0488,114.1646,114.1646,0,0,0.9991,88465.00
230,18-May-95,412.2236,0.0674,47.6446,47.6446,0,0,0.9901,0.0674,61.9889,61.9889,0,0,0.9901,0.0578,107.5123,107.5123,0,0,0.9936,88520.00
231,19-May-95,397.1527,0.0726,43.5091,43.5091,0,0,0.9802,0.0726,57.1788,57.1788,0,0,0.9802,0.0622,101.2513,101.2513,0,0,0.9851,88556.00
232,20-May-95,386.8584,0.0509,40.8123,40.8123,0,0,0.9713,0.0509,53.7467,53.7467,0,0,0.9713,0.0436,95.3549,95.3549,0,0,0.9775,88502.00
233,21-May-95,376.3647,0.0348,38.4183,38.4183,0,0,0.9654,0.0348,50.609,50.609,0,0,0.9654,0.0298,89.8018,89.8018,0,0,0.9724,88392.00
234,22-May-95,367.6774,0.0492,36.1792,36.1792,0,0,0.9594,0.0492,47.6612,47.6612,0,0,0.9594,0.0422,84.5722,84.5722,0,0,0.9673,88175.00
235,23-May-95,352.0039,0.0726,34.0722,34.0722,0,0,0.9506,0.0726,44.8856,44.8856,0,0,0.9507,0.0622,79.6471,79.6471,0,0,0.9598,87994.00
236,24-May-95,336.696,0.0712,32.0879,32.0879,0,0,0.9403,0.0712,42.2717,42.2717,0,0,0.9403,0.061,75.0088,75.0088,0,0,0.9509,87886.00
237,25-May-95,334.778,0.0775,30.2193,30.2193,0,0,0.9296,0.0775,39.81,39.81,0,0,0.9296,0.0664,70.6406,70.6406,0,0,0.9417,87777.00
238,26-May-95,343.1047,0.06,28.4594,28.4594,0,0,0.9199,0.06,37.4916,37.4916,0,0,0.9199,0.0514,66.5268,66.5268,0,0,0.9334,87668.00
239,27-May-95,346.1572,0.0746,26.8021,26.8021,0,0,0.9102,0.0746,35.3083,35.3083,0,0,0.9102,0.0639,62.6526,62.6526,0,0,0.9251,87488.00
240,28-May-95,341.756,0.0761,25.2413,25.2413,0,0,0.8994,0.0761,33.2521,33.2521,0,0,0.8994,0.0653,59.004,59.004,0,0,0.9159,87272.00
241,29-May-95,336.4686,0.0853,23.7713,23.7713,0,0,0.888,0.0853,31.3156,31.3156,0,0,0.888,0.0732,55.5679,55.5679,0,0,0.9061,87074.00
242,30-May-95,302.0711,0.0718,22.387,22.387,0,0,0.8768,0.0718,29.4919,29.4919,0,0,0.8768,0.0615,52.3318,52.3318,0,0,0.8964,86858.00
243,31-May-95,253.7299,0.0732,21.0833,21.0833,0,0,0.8664,0.0732,27.7745,27.7745,0,0,0.8664,0.0627,49.2843,49.2843,0,0,0.8875,86787.00
244,1-Jun-95,231.7242,0.044,19.8555,19.8555,0,0,0.8581,0.044,26.157,26.157,0,0,0.8581,0.0377,46.4142,46.4142,0,0,0.8805,86733.00
245,2-Jun-95,225.6073,0.053,18.6992,18.6992,0,0,0.8512,0.053,24.6337,24.6337,0,0,0.8512,0.0454,43.7112,43.7112,0,0,0.8745,86679.00
246,3-Jun-95,228.924,0.066,17.6102,17.6102,0,0,0.8427,0.066,23.1992,23.1992,0,0,0.8427,0.0566,41.1657,41.1657,0,0,0.8673,86589.00
247,4-Jun-95,236.5614,0.0704,16.5847,16.5847,0,0,0.8328,0.0704,21.8482,21.8482,0,0,0.8328,0.0604,38.7684,38.7684,0,0,0.8588,86464.00
248,5-Jun-95,233.4756,0.068,15.6189,15.6189,0,0,0.8231,0.068,20.5758,20.5758,0,0,0.8231,0.0583,36.5107,36.5107,0,0,0.8504,86321.00
249,6-Jun-95,224.691,0.0516,14.7093,14.7093,0,0,0.8143,0.0516,19.3776,19.3776,0,0,0.8143,0.0442,34.3845,34.3845,0,0,0.8429,86195.00
250,7-Jun-95,218.7292,0.0684,13.8527,13.8527,0,0,0.8056,0.0684,18.2491,18.2491,0,0,0.8056,0.0586,32.3821,32.3821,0,0,0.8354,86089.00
251,8-Jun-95,208.407,0.0754,13.046,13.046,0,0,0.7958,0.0754,17.1864,17.1864,0,0,0.7958,0.0647,30.4963,30.4963,0,0,0.8271,85981.00
252,9-Jun-95,204.5138,0.0548,12.2862,12.2862,0,0,0.7863,0.0547,16.1855,16.1855,0,0,0.7863,0.0469,28.7203,28.7203,0,0,0.8189,85892.00
253,10-Jun-95,207.4202,0.067,11.5707,11.5707,0,0,0.7777,0.067,15.2429,15.2429,0,0,0.7778,0.0574,27.0478,27.0478,0,0,0.8116,85820.00
254,11-Jun-95,204.8608,0.0762,10.8969,10.8969,0,0,0.7675,0.0762,14.3553,14.3553,0,0,0.7675,0.0653,25.4726,25.4726,0,0,0.8027,85713.00
255,12-Jun-95,201.874,0.0771,10.2623,10.2623,0,0,0.7565,0.0771,13.5193,13.5193,0,0,0.7565,0.0661,23.9892,23.9892,0,0,0.7934,85570.00
256,13-Jun-95,203.0756,0.0515,9.6647,9.6647,0,0,0.7471,0.0515,12.732,12.732,0,0,0.7471,0.0441,22.5922,22.5922,0,0,0.7853,85481.00
257,14-Jun-95,208.6019,0.0176,9.1605,9.1019,0.1696,0,0.7454,0.0176,15.0019,11.9905,0.3141,0,0.7499,0.0151,28.9522,21.2765,0.5556,0,0.7944,85357.00
258,15-Jun-95,243.8618,0.0485,9.4253,8.5718,0,0,0.7657,0.0485,34.011,11.2922,0,0,0.7883,0.0415,41.509,20.0375,0.074,0,0.8715,85250.00
259,16-Jun-95,186.6768,0.0335,8.1477,8.0726,0,0,0.7657,0.0335,11.9504,10.6346,0,0,0.7883,0.0287,18.8706,18.8706,0,0,0.8721,85214.00
260,17-Jun-95,175.3132,0.0317,7.6034,7.6025,0,0,0.7651,0.0317,10.0153,10.0153,0,0,0.7877,0.0272,17.7717,17.7717,0,0,0.8721,85197.00
261,18-Jun-95,177.5829,0.0461,7.1598,7.1598,0,0,0.7606,0.0461,9.4321,9.4321,0,0,0.7832,0.0395,16.7367,16.7367,0,0,0.8697,85143.00
262,19-Jun-95,176.0879,0.0633,6.7428,6.7428,0,0,0.7526,0.0633,8.8828,8.8828,0,0,0.7753,0.0542,15.762,15.762,0,0,0.863,85054.00
263,20-Jun-95,180.9835,0.0722,6.3502,6.3502,0,0,0.743,0.0722,8.3655,8.3655,0,0,0.7656,0.0619,14.8441,14.8441,0,0,0.8547,85000.00
264,21-Jun-95,193.9012,0.0775,5.9804,5.9804,0,0,0.7323,0.0775,7.8783,7.8783,0,0,0.7549,0.0664,13.9797,13.9797,0,0,0.8455,84876.00
265,22-Jun-95,201.8497,0.0831,5.6321,5.6321,0,0,0.7208,0.0831,7.4195,7.4195,0,0,0.7434,0.0713,13.1656,13.1656,0,0,0.8357,84681.00
266,23-Jun-95,209.8365,0.0895,5.3041,5.3041,0,0,0.7086,0.0895,6.9875,6.9875,0,0,0.7312,0.0767,12.3989,12.3989,0,0,0.8252,84467.00
267,24-Jun-95,214.4392,0.0699,4.9952,4.9952,0,0,0.6975,0.0699,6.5805,6.5805,0,0,0.7201,0.0599,11.6768,11.6768,0,0,0.8157,84237.00
268,25-Jun-95,213.2093,0.0875,4.7043,4.7043,0,0,0.6859,0.0875,6.1973,6.1973,0,0,0.7085,0.075,10.9968,10.9968,0,0,0.8058,83989.00
269,26-Jun-95,211.9169,0.0917,4.4304,4.4304,0,0,0.6732,0.0917,5.8364,5.8364,0,0,0.6958,0.0786,10.3564,10.3564,0,0,0.7949,83723.00
270,27-Jun-95,210.6988,0.0767,4.1723,4.1723,0,0,0.6612,0.0767,5.4965,5.4965,0,0,0.6838,0.0658,9.7533,9.7533,0,0,0.7846,83511.00
271,28-Jun-95,209.5516,0.0755,3.9294,3.9294,0,0,0.6504,0.0755,5.1764,5.1764,0,0,0.673,0.0647,9.1853,9.1853,0,0,0.7753,83246.00
272,29-Jun-95,208.5024,0.0751,3.7005,3.7005,0,0,0.6396,0.0751,4.875,4.875,0,0,0.6622,0.0644,8.6504,8.6504,0,0,0.7661,83016.00
273,30-Jun-95,207.5085,0.0586,3.485,3.485,0,0,0.6301,0.0586,4.5911,4.5911,0,0,0.6527,0.0503,8.1466,8.1466,0,0,0.7579,82769.00
274,1-Jul-95,206.5485,0.0603,3.2821,3.2821,0,0,0.6214,0.0603,4.3237,4.3237,0,0,0.644,0.0517,7.6722,7.6722,0,0,0.7505,82557.00
275,2-Jul-95,205.6431,0.0603,3.091,3.091,0,0,0.613,0.0603,4.0719,4.0719,0,0,0.6356,0.0517,7.2254,7.2254,0,0,0.7433,82346.00
276,3-Jul-95,204.7903,0.0833,2.9109,2.9109,0,0,0.6028,0.0833,3.8348,3.8348,0,0,0.6254,0.0714,6.8046,6.8046,0,0,0.7346,82082.00
277,4-Jul-95,203.9872,0.0865,2.7414,2.7414,0,0,0.5905,0.0865,3.6115,3.6115,0,0,0.6131,0.0741,6.4084,6.4084,0,0,0.724,81871.00
278,5-Jul-95,203.2309,0.0816,2.5818,2.5818,0,0,0.5785,0.0816,3.4012,3.4012,0,0,0.6011,0.0699,6.0352,6.0352,0,0,0.7137,81589.00
279,6-Jul-95,205.9055,0.0819,2.4314,2.4314,0,0,0.5666,0.0819,3.2031,3.2031,0,0,0.5892,0.0702,5.6837,5.6837,0,0,0.7035,81290.00
280,7-Jul-95,213.3575,0.0792,2.2898,2.2898,0,0,0.5552,0.0792,3.0166,3.0166,0,0,0.5778,0.0679,5.3527,5.3527,0,0,0.6937,81010.00
281,8-Jul-95,216.1268,0.0578,2.1565,2.1565,0,0,0.5455,0.0578,2.8409,2.8409,0,0,0.5681,0.0496,5.041,5.041,0,0,0.6854,80694.00
282,9-Jul-95,215.5881,0.056,2.0309,2.0309,0,0,0.5375,0.056,2.6754,2.6754,0,0,0.5601,0.048,4.7474,4.7474,0,0,0.6786,80343.00
283,10-Jul-95,215.03,0.0574,1.9126,1.9126,0,0,0.5291,0.0574,2.5196,2.5196,0,0,0.5517,0.0492,4.471,4.471,0,0,0.6714,80063.00
284,11-Jul-95,214.5042,0.0576,1.8012,1.8012,0,0,0.5209,0.0576,2.3729,2.3729,0,0,0.5435,0.0493,4.2106,4.2106,0,0,0.6643,79766.00
285,12-Jul-95,214.0089,0.0592,1.6963,1.6963,0,0,0.5126,0.0592,2.2347,2.2347,0,0,0.5352,0.0507,3.9654,3.9654,0,0,0.6573,79451.00
286,13-Jul-95,213.5425,0.0872,1.5976,1.5976,0,0,0.5024,0.0872,2.1046,2.1046,0,0,0.525,0.0747,3.7345,3.7345,0,0,0.6485,79224.00
287,14-Jul-95,218.7013,0.0867,1.5045,1.5045,0,0,0.4898,0.0867,1.982,1.982,0,0,0.5124,0.0743,3.517,3.517,0,0,0.6377,79014.00
288,15-Jul-95,225.9895,0.0861,1.4169,1.4169,0,0,0.4773,0.0861,1.8666,1.8666,0,0,0.5,0.0738,3.3122,3.3122,0,0,0.627,78717.00
289,16-Jul-95,228.2576,0.0948,1.3344,1.3344,0,0,0.4647,0.0948,1.7579,1.7579,0,0,0.4874,0.0813,3.1193,3.1193,0,0,0.6162,78403.00
290,17-Jul-95,226.6889,0.0439,1.2567,1.2567,0,0,0.4545,0.0439,1.6555,1.6555,0,0,0.4772,0.0376,2.9376,2.9376,0,0,0.6075,78142.00
291,18-Jul-95,225.1027,0.0674,1.1835,1.1835,0,0,0.4472,0.0674,1.5591,1.5591,0,0,0.4698,0.0577,5.475,2.7666,0.067,0,0.605,77863.00
292,19-Jul-95,225.5769,0.0758,1.1146,1.1146,0,0,0.4425,0.0758,1.4683,1.4683,0,0,0.4665,0.0649,2.9979,2.6054,0,0,0.608,77567.00
293,20-Jul-95,223.0067,0.0676,1.0497,1.0497,0,0,0.4355,0.0676,1.3828,1.3828,0,0,0.4623,0.058,2.4537,2.4537,0,0,0.6063,77341.00
294,21-Jul-95,222.6676,0.0671,0.9885,0.9885,0,0,0.4257,0.0671,1.3023,1.3023,0,0,0.4527,0.0576,2.3108,2.3108,0,0,0.5997,77080.00
295,22-Jul-95,222.3954,0.0551,0.931,0.931,0,0,0.417,0.0551,1.2264,1.2264,0,0,0.444,0.0473,2.1763,2.1763,0,0,0.5922,76716.00
296,23-Jul-95,222.1394,0.0686,0.8768,0.8768,0,0,0.4082,0.0686,1.155,1.155,0,0,0.4352,0.0588,2.0495,2.0495,0,0,0.5846,76525.00
297,24-Jul-95,221.8984,0.0536,0.8257,0.8257,0,0,0.3994,0.0536,1.0878,1.0878,0,0,0.4264,0.046,1.9302,1.9302,0,0,0.5771,76108.00
298,25-Jul-95,220.4273,0.0606,0.7776,0.7776,0,0,0.3913,0.0606,1.0244,1.0244,0,0,0.4183,0.0519,1.8178,1.8178,0,0,0.5701,75848.00
299,26-Jul-95,220.7136,0.0835,0.7323,0.7323,0,0,0.3811,0.0835,0.9648,0.9648,0,0,0.4081,0.0715,1.7119,1.7119,0,0,0.5614,75641.00
300,27-Jul-95,227.4642,0.086,0.6897,0.6897,0,0,0.3689,0.086,0.9086,0.9086,0,0,0.3959,0.0737,1.6122,1.6122,0,0,0.5509,75329.00
301,28-Jul-95,242.2023,0.0836,0.6495,0.6495,0,0,0.3567,0.0836,0.8557,0.8557,0,0,0.3837,0.0716,1.5183,1.5183,0,0,0.5405,75000.00
302,29-Jul-95,248.7793,0.0738,0.6117,0.6117,0,0,0.3455,0.0738,0.8058,0.8058,0,0,0.3725,0.0633,1.4299,1.4299,0,0,0.5309,74655.00
303,30-Jul-95,248.719,0.0725,0.5761,0.5761,0,0,0.3348,0.0725,0.7589,0.7589,0,0,0.3618,0.0621,1.3466,1.3466,0,0,0.5217,74293.00
304,31-Jul-95,244.2074,0.0802,0.5425,0.5425,0,0,0.3241,0.0802,0.7147,0.7147,0,0,0.3511,0.0688,1.2682,1.2682,0,0,0.5125,73982.00
