Col number,,,1,2,3,4,5,6,7,8,9,10,11,12,13
   Ordinate,Date,Time,Warm Springs Dam Inflow FLOW,Dry Creek 20 ET-POTENTIAL,Dry Creek 20 FLOW,Dry Creek 20 FLOW-BASE,Dry Creek 20 INFILTRATION,Dry Creek 20 PERC-SOIL,Dry Creek 20 SATURATION FRACTION,Dry Creek 30 ET-POTENTIAL,Dry Creek 30 FLOW,Dry Creek 30 FLOW-BASE,Dry Creek 30 INFILTRATION,Dry Creek 30 PERC-SOIL,Dry Creek 30 SATURATION FRACTION
Units, ,,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type, ,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1516,23-Nov-98,24:00:00,152.075144,0.000511,38.686774,22.896356,0.015512,0.0,0.824504,0.000384,112.695856,46.591779,0.023543,0.0,0.813407
1517,24-Nov-98,24:00:00,74.064803,0.000575,22.900824,22.897704,0.0,0.0,0.837621,0.000561,51.012872,46.594277,0.0,0.0,0.834835
1518,25-Nov-98,24:00:00,94.679247,0.000154,29.448432,22.898854,0.008048,0.0,0.85207,0.000297,65.335963,46.596374,0.012963,0.0,0.862279
1519,26-Nov-98,24:00:00,78.132576,0.000436,23.543929,22.899807,0.000754,0.0,0.866723,0.00056,54.519934,46.598069,0.003451,0.0,0.885672
1520,27-Nov-98,24:00:00,70.677502,0.000731,22.900562,22.900562,0.0,0.0,0.8678,0.000617,47.742411,46.599362,0.000984,0.0,0.891256
1521,28-Nov-98,24:00:00,233.965196,0.000176,125.929416,83.851005,0.060979,0.02242,0.965165,0.000267,109.481958,60.181708,0.045138,0.014363,0.971241
1522,29-Nov-98,24:00:00,2392.72102,0.000385,1081.828326,1013.127888,0.077562,0.077562,1.0,0.000399,1321.909183,1193.49211,0.072144,0.072144,1.0
1523,30-Nov-98,24:00:00,2037.548103,0.000624,556.797837,531.789261,0.027645,0.027645,1.0,0.000368,1476.158862,1413.418591,0.026838,0.026838,1.0
1524,01-Dec-98,24:00:00,1087.289703,0.000209,318.757868,305.736109,0.020812,0.020812,1.0,0.000176,765.617773,742.99342,0.018887,0.018887,1.0
1525,02-Dec-98,24:00:00,1182.488157,0.000551,403.954877,389.89539,0.012287,0.012287,1.0,0.000508,777.27333,748.563885,0.008781,0.008781,1.0
1526,03-Dec-98,24:00:00,538.47275,0.000581,157.825262,157.825262,0.0,0.0,1.0,0.000458,378.657534,377.995123,0.0,0.0,1.0
1527,04-Dec-98,24:00:00,546.650808,0.000435,228.960888,218.500979,0.014057,0.014057,1.0,0.000306,319.589033,309.236299,0.012288,0.012288,1.0
1528,05-Dec-98,24:00:00,709.783433,0.00082,222.429379,221.401372,0.0,0.0,1.0,0.000574,485.81448,475.454506,0.0,0.0,1.0
1529,06-Dec-98,24:00:00,408.382042,0.000393,132.395822,132.054525,0.002581,0.002581,1.0,0.000286,275.528384,274.475975,0.00318,0.00318,1.0
1530,07-Dec-98,24:00:00,457.652162,0.000456,167.15238,164.269868,0.001363,0.001363,1.0,0.000489,290.269904,285.912753,0.0,0.0,1.0
1531,08-Dec-98,24:00:00,330.834487,0.000633,112.173458,112.173458,0.0,0.0,1.0,0.000518,218.304162,218.241439,0.0,0.0,1.0
1532,09-Dec-98,24:00:00,292.21536,0.000601,102.007183,102.007183,0.0,0.0,1.0,0.000526,190.067964,190.067964,0.0,0.0,1.0
1533,10-Dec-98,24:00:00,266.540475,0.000524,93.060728,93.060728,0.0,0.0,1.0,0.000295,173.367385,173.367385,0.0,0.0,1.0
1534,11-Dec-98,24:00:00,244.236303,0.000547,85.125746,85.125746,0.0,0.0,1.0,0.000541,159.011533,159.011533,0.0,0.0,1.0
1535,12-Dec-98,24:00:00,353.829931,0.000288,123.986012,120.10756,0.004867,0.004867,1.0,0.000367,232.153229,218.541134,0.011823,0.011823,1.0
1536,13-Dec-98,24:00:00,438.971345,0.000734,89.346533,89.247441,0.0,0.0,1.0,0.000662,347.801132,341.418301,0.0,0.0,1.0
1537,14-Dec-98,24:00:00,241.115996,0.000707,71.227461,71.227461,0.0,0.0,1.0,0.000544,169.367153,169.348292,0.0,0.0,1.0
1538,15-Dec-98,24:00:00,204.827546,0.000582,65.75682,65.75682,0.0,0.0,1.0,0.000601,138.967053,138.967053,0.0,0.0,1.0
1539,16-Dec-98,24:00:00,188.715519,0.000585,60.908177,60.908177,0.0,0.0,1.0,0.000631,127.735253,127.735253,0.0,0.0,1.0
1540,17-Dec-98,24:00:00,175.197179,0.000653,56.607545,56.607545,0.0,0.0,1.0,0.00069,118.526473,118.526473,0.0,0.0,1.0
1541,18-Dec-98,24:00:00,163.233508,0.000676,52.792941,52.792941,0.0,0.0,1.0,0.000782,110.384598,110.384598,0.0,0.0,1.0
1542,19-Dec-98,24:00:00,152.622519,0.00057,49.409393,49.409393,0.0,0.0,0.999461,0.000403,103.163503,103.163503,0.0,0.0,0.999703
1543,20-Dec-98,24:00:00,143.210429,0.000504,46.408143,46.408143,0.0,0.0,0.997821,0.000414,96.758281,96.758281,0.0,0.0,0.99854
1544,21-Dec-98,24:00:00,134.861604,0.00047,43.745949,43.745949,0.0,0.0,0.996143,0.000433,91.076628,91.076628,0.0,0.0,0.997108
1545,22-Dec-98,24:00:00,127.455766,0.000513,41.384457,41.384457,0.0,0.0,0.994502,0.000405,86.036693,86.036693,0.0,0.0,0.995664
1546,23-Dec-98,24:00:00,120.886241,0.000424,39.28965,39.28965,0.0,0.0,0.992839,0.000354,81.565884,81.565884,0.0,0.0,0.994349
1547,24-Dec-98,24:00:00,115.058416,0.000472,37.431358,37.431358,0.0,0.0,0.991321,0.000365,77.599815,77.599815,0.0,0.0,0.993156
1548,25-Dec-98,24:00:00,109.888378,0.000534,35.782824,35.782824,0.0,0.0,0.989602,0.000494,74.081384,74.081384,0.0,0.0,0.991674
1549,26-Dec-98,24:00:00,105.301703,0.000317,34.320314,34.320314,0.0,0.0,0.988174,0.000406,70.959943,70.959943,0.0,0.0,0.990138
1550,27-Dec-98,24:00:00,101.232381,0.000445,33.022778,33.022778,0.0,0.0,0.986809,0.000437,68.190572,68.190572,0.0,0.0,0.988687
1551,28-Dec-98,24:00:00,97.621869,0.00059,31.87155,31.87155,0.0,0.0,0.985009,0.000511,65.733431,65.733431,0.0,0.0,0.987072
1552,29-Dec-98,24:00:00,94.418242,0.000533,30.850069,30.850069,0.0,0.0,0.983142,0.000498,63.553184,63.553184,0.0,0.0,0.985329
1553,30-Dec-98,24:00:00,91.575447,0.000726,29.943651,29.943651,0.0,0.0,0.981055,0.000655,61.618493,61.618493,0.0,0.0,0.983395
1554,31-Dec-98,24:00:00,89.052639,0.000593,29.139271,29.139271,0.0,0.0,0.978733,0.000475,59.90156,59.90156,0.0,0.0,0.981423
1555,01-Jan-99,24:00:00,86.813592,0.000584,28.425376,28.425376,0.0,0.0,0.976705,0.000566,58.377733,58.377733,0.0,0.0,0.979658
1556,02-Jan-99,24:00:00,84.826175,0.000571,27.79172,27.79172,0.0,0.0,0.974732,0.000611,57.025148,57.025148,0.0,0.0,0.977646
1557,03-Jan-99,24:00:00,83.061891,0.000238,27.229217,27.229217,0.0,0.0,0.973333,0.000452,55.82441,55.82441,0.0,0.0,0.97579
1558,04-Jan-99,24:00:00,81.495466,0.00047,26.729806,26.729806,0.0,0.0,0.972114,0.000416,54.75832,54.75832,0.0,0.0,0.974297
1559,05-Jan-99,24:00:00,80.104482,0.000312,26.28634,26.28634,0.0,0.0,0.970799,0.00037,53.811623,53.811623,0.0,0.0,0.972987
1560,06-Jan-99,24:00:00,78.869057,0.000227,25.892476,25.892476,0.0,0.0,0.969843,0.000407,52.970789,52.970789,0.0,0.0,0.971612
1561,07-Jan-99,24:00:00,77.771557,0.000638,25.542594,25.542594,0.0,0.0,0.96842,0.000575,52.223817,52.223817,0.0,0.0,0.969971
1562,08-Jan-99,24:00:00,76.796343,0.000306,25.231704,25.231704,0.0,0.0,0.966777,0.00049,51.560065,51.560065,0.0,0.0,0.968127
1563,09-Jan-99,24:00:00,75.929543,0.000351,24.955384,24.955384,0.0,0.0,0.965618,0.000414,50.970092,50.970092,0.0,0.0,0.966564
1564,10-Jan-99,24:00:00,75.158853,0.000299,24.70971,24.70971,0.0,0.0,0.964525,0.000414,50.445527,50.445527,0.0,0.0,0.965167
1565,11-Jan-99,24:00:00,74.473362,0.000471,24.491202,24.491202,0.0,0.0,0.963226,0.000555,49.978942,49.978942,0.0,0.0,0.963531
1566,12-Jan-99,24:00:00,73.863391,0.000293,24.296774,24.296774,0.0,0.0,0.961894,0.000374,49.563753,49.563753,0.0,0.0,0.961903
1567,13-Jan-99,24:00:00,73.320358,0.000482,24.12369,24.12369,0.0,0.0,0.960592,0.000429,49.194117,49.194117,0.0,0.0,0.960509
1568,14-Jan-99,24:00:00,76.782416,0.000282,26.759728,23.96952,0.005561,0.0,0.962118,0.000282,50.117138,48.864855,0.003813,0.0,0.961587
1569,15-Jan-99,24:00:00,79.997803,0.000553,26.028467,23.832112,0.001576,0.0,0.978314,0.000529,53.8963,48.571369,0.00204,0.0,0.972531
1570,16-Jan-99,24:00:00,320.624727,0.000156,164.186427,144.085007,0.034701,0.0298,0.99596,0.000182,159.617622,131.900768,0.030551,0.024377,0.995083
1571,17-Jan-99,24:00:00,829.707555,0.000431,297.393859,286.302061,0.002805,0.002805,1.0,0.000615,530.977876,503.95654,0.000264,0.000264,1.0
1572,18-Jan-99,24:00:00,868.146928,0.000198,502.285048,462.071116,0.051386,0.051386,1.0,0.000239,369.989371,339.168752,0.028312,0.028312,1.0
1573,19-Jan-99,24:00:00,1045.043631,0.000267,405.726381,394.250007,0.012899,0.012899,1.0,0.000362,635.815684,614.684501,0.002581,0.002581,1.0
1574,20-Jan-99,24:00:00,561.649353,0.000537,226.747786,218.107332,0.013111,0.013111,1.0,0.000524,334.782982,323.876423,0.013046,0.013046,1.0
1575,21-Jan-99,24:00:00,1460.512154,0.000232,663.485786,619.923046,0.054372,0.054372,1.0,0.000179,804.079538,740.152552,0.050633,0.050633,1.0
1576,22-Jan-99,24:00:00,1442.905915,0.000531,370.667132,365.658559,0.001109,0.001109,1.0,0.000468,1066.715851,1030.377555,0.001583,0.001583,1.0
1577,23-Jan-99,24:00:00,513.953623,0.00099,155.804074,155.804074,0.0,0.0,1.0,0.000818,355.76729,355.363366,0.0,0.0,1.0
1578,24-Jan-99,24:00:00,376.803175,0.000916,140.617613,140.617613,0.0,0.0,1.0,0.000793,235.893145,235.893145,0.0,0.0,1.0
1579,25-Jan-99,24:00:00,337.566689,0.000458,127.282795,127.282795,0.0,0.0,1.0,0.00064,210.133828,210.133828,0.0,0.0,1.0
1580,26-Jan-99,24:00:00,307.017022,0.000831,115.455207,115.455207,0.0,0.0,1.0,0.00077,191.433209,191.433209,0.0,0.0,1.0
1581,27-Jan-99,24:00:00,280.07318,0.000705,104.964388,104.964388,0.0,0.0,0.999669,0.000645,174.995082,174.995082,0.0,0.0,1.0
1582,28-Jan-99,24:00:00,256.178545,0.000639,95.659172,95.659172,0.0,0.0,0.998115,0.00064,160.418689,160.418689,0.0,0.0,0.999172
1583,29-Jan-99,24:00:00,235.050602,0.000655,87.426674,87.405484,0.000393,0.0,0.996977,0.000631,147.544448,147.532561,0.000944,0.000337,0.998004
1584,30-Jan-99,24:00:00,576.818609,0.000716,225.597288,215.342604,0.01218,0.011676,1.0,0.00069,352.69928,333.427956,0.010936,0.010936,1.0
1585,31-Jan-99,24:00:00,310.06596,0.000779,86.923863,86.923863,0.0,0.0,1.0,0.00071,221.792523,220.964657,0.0,0.0,1.0
1586,01-Feb-99,24:00:00,222.604855,0.000794,78.937892,78.937892,0.0,0.0,1.0,0.000775,143.478891,143.478891,0.0,0.0,1.0
1587,02-Feb-99,24:00:00,201.336667,0.000799,72.572068,72.572068,0.0,0.0,1.0,0.000829,128.687597,128.687597,0.0,0.0,1.0
1588,03-Feb-99,24:00:00,186.178861,0.00094,66.925478,66.925478,0.0,0.0,1.0,0.000871,119.189044,119.189044,0.0,0.0,1.0
1589,04-Feb-99,24:00:00,173.095127,0.000775,62.003813,61.97995,0.000443,0.000393,0.999914,0.000638,111.061401,111.047678,0.00109,0.00109,1.0
1590,05-Feb-99,24:00:00,3908.174634,0.000254,1939.291448,982.774686,0.113982,0.113982,1.0,0.000271,1987.828531,1176.825305,0.109481,0.109481,1.0
1591,06-Feb-99,24:00:00,4125.80846,0.000613,1377.280066,1130.978275,0.053309,0.053309,1.0,0.000573,2741.577173,2433.082253,0.049936,0.049936,1.0
1592,07-Feb-99,24:00:00,1812.282278,0.000226,564.782656,534.105174,0.048715,0.048715,1.0,0.000231,1244.294804,1204.80559,0.044687,0.044687,1.0
1593,08-Feb-99,24:00:00,5495.900469,0.000987,2103.419251,967.455152,0.041128,0.041128,1.0,0.000678,3395.026133,1951.390442,0.043972,0.043972,1.0
1594,09-Feb-99,24:00:00,1304.68189,0.000795,278.654215,278.654215,0.0,0.0,1.0,0.000672,1017.280471,965.587614,0.0,0.0,1.0
1595,10-Feb-99,24:00:00,759.260111,0.000874,245.535098,245.535098,0.0,0.0,1.0,0.000737,512.641156,512.641156,0.0,0.0,1.0
1596,11-Feb-99,24:00:00,657.807826,0.000714,220.323891,220.323891,0.0,0.0,1.0,0.000879,437.097969,437.097969,0.0,0.0,1.0
1597,12-Feb-99,24:00:00,618.253015,0.000463,199.599614,199.248853,0.000852,0.000852,1.0,0.000337,419.718766,414.228125,0.009153,0.009153,1.0
1598,13-Feb-99,24:00:00,730.962299,0.00063,187.324507,186.979096,0.0,0.0,1.0,0.000738,542.695607,532.805845,0.0,0.0,1.0
1599,14-Feb-99,24:00:00,529.500186,0.00093,165.107136,164.767047,0.001952,0.001952,1.0,0.000651,363.697887,363.410165,0.002882,0.002882,1.0
1600,15-Feb-99,24:00:00,2263.840895,0.000199,998.707831,926.717751,0.100029,0.100029,1.0,0.000194,1278.141345,1168.192826,0.098179,0.098179,1.0
1601,16-Feb-99,24:00:00,2518.569063,0.000898,641.354174,627.682616,0.004512,0.004512,1.0,0.000788,1869.343825,1808.490094,0.002131,0.002131,1.0
1602,17-Feb-99,24:00:00,1419.693295,0.00032,497.652692,478.170093,0.02271,0.02271,1.0,0.000432,922.78196,887.039944,0.023965,0.023965,1.0
1603,18-Feb-99,24:00:00,1068.056187,0.001085,254.730408,254.620984,0.0,0.0,1.0,0.000694,808.863088,800.334928,0.0,0.0,1.0
1604,19-Feb-99,24:00:00,1096.211014,0.00022,474.531985,446.182812,0.043879,0.043879,1.0,0.000237,626.748824,597.029524,0.041369,0.041369,1.0
1605,20-Feb-99,24:00:00,1891.276362,0.000687,567.212506,550.92613,0.017636,0.017636,1.0,0.000538,1321.989058,1271.571315,0.013415,0.013415,1.0
1606,21-Feb-99,24:00:00,1159.186635,0.000671,380.399648,373.040564,0.002105,0.002105,1.0,0.000758,775.914327,761.350699,0.001308,0.001308,1.0
1607,22-Feb-99,24:00:00,673.226433,0.000618,210.751676,210.751676,0.0,0.0,1.0,0.0005,461.218955,460.961283,0.0,0.0,1.0
1608,23-Feb-99,24:00:00,771.599966,0.000552,321.903827,299.391229,0.037813,0.037813,1.0,0.000509,453.789179,436.519754,0.039526,0.039526,1.0
1609,24-Feb-99,24:00:00,2021.626445,0.00076,702.738741,682.292034,0.014752,0.014752,1.0,0.000658,1318.862499,1257.112473,0.007964,0.007964,1.0
1610,25-Feb-99,24:00:00,807.772978,0.000825,210.660064,210.660064,0.0,0.0,1.0,0.000687,593.115758,591.744324,0.0,0.0,1.0
1611,26-Feb-99,24:00:00,566.346671,0.000699,187.76708,187.76708,0.0,0.0,1.0,0.000519,378.021755,378.021755,0.0,0.0,1.0
1612,27-Feb-99,24:00:00,1242.801914,0.000254,529.310231,501.857475,0.034037,0.034037,1.0,0.000398,719.689481,673.801314,0.033877,0.033877,1.0
1613,28-Feb-99,24:00:00,1042.048357,0.001144,240.248119,239.883671,0.0,0.0,1.0,0.001055,796.568333,785.138273,0.0,0.0,1.0
1614,01-Mar-99,24:00:00,567.651541,0.001044,185.034573,181.906514,0.012362,0.012362,1.0,0.00079,381.875681,381.286237,0.009867,0.009867,1.0
1615,02-Mar-99,24:00:00,818.12296,0.00119,298.037779,291.062927,0.0,0.0,1.0,0.00098,520.431056,504.594007,0.0,0.0,1.0
1616,03-Mar-99,24:00:00,493.136322,0.001281,152.973762,152.973762,0.0,0.0,1.0,0.001142,339.124276,338.819681,0.0,0.0,1.0
1617,04-Mar-99,24:00:00,410.418297,0.001139,138.075058,138.075058,0.0,0.0,1.0,0.001006,272.086665,272.086665,0.0,0.0,1.0
1618,05-Mar-99,24:00:00,369.757652,0.001057,125.007903,125.007903,0.0,0.0,0.999368,0.000916,244.57048,244.57048,0.0,0.0,1.0
1619,06-Mar-99,24:00:00,335.583721,0.001357,113.418251,113.418251,0.0,0.0,0.996161,0.001219,222.008897,222.008897,0.0,0.0,0.998376
1620,07-Mar-99,24:00:00,1095.994031,0.000317,559.398722,519.178522,0.055238,0.053367,0.997607,0.000434,544.935526,492.196186,0.050627,0.049491,0.998562
1621,08-Mar-99,24:00:00,1739.146973,0.000816,479.275682,464.83968,0.011639,0.011639,1.0,0.000903,1255.416245,1208.218234,0.008846,0.008846,1.0
1622,09-Mar-99,24:00:00,591.545623,0.001032,152.877097,152.877097,0.0,0.0,1.0,0.000954,435.404617,434.664924,0.0,0.0,1.0
1623,10-Mar-99,24:00:00,409.630277,0.001417,137.614051,137.614051,0.0,0.0,1.0,0.001317,271.631025,271.631025,0.0,0.0,1.0
1624,11-Mar-99,24:00:00,364.451377,0.001137,124.598423,124.598423,0.0,0.0,0.999752,0.000945,239.673123,239.673123,0.0,0.0,1.0
1625,12-Mar-99,24:00:00,330.706576,0.001027,113.054653,113.054653,0.0,0.0,0.997664,0.001201,217.499266,217.499266,0.0,0.0,0.998376
1626,13-Mar-99,24:00:00,930.01396,0.000291,452.838909,425.287241,0.034192,0.032932,0.998922,0.000291,482.86664,444.104945,0.029659,0.028497,0.998806
1627,14-Mar-99,24:00:00,817.534822,0.001279,178.179021,177.786568,0.0,0.0,1.0,0.001382,634.747633,623.327705,0.0,0.0,1.0
1628,15-Mar-99,24:00:00,380.917513,0.001288,118.451623,118.451623,0.0,0.0,1.0,0.001485,261.471008,261.445615,0.0,0.0,1.0
1629,16-Mar-99,24:00:00,313.634903,0.000941,107.58811,107.58811,0.0,0.0,1.0,0.001135,205.863088,205.863088,0.0,0.0,1.0
1630,17-Mar-99,24:00:00,284.407967,0.000736,97.968032,97.968032,0.0,0.0,0.999931,0.001076,186.314156,186.314156,0.0,0.0,0.998666
1631,18-Mar-99,24:00:00,259.904366,0.000698,89.435874,89.435874,0.0,0.0,0.998472,0.000967,170.358492,170.358492,0.0,0.0,0.995176
1632,19-Mar-99,24:00:00,238.220379,0.001288,81.868627,81.868627,0.0,0.0,0.995184,0.001179,156.254389,156.254389,0.0,0.0,0.991654
1633,20-Mar-99,24:00:00,218.989842,0.000786,75.157192,75.157192,0.0,0.0,0.991572,0.000982,143.746414,143.746414,0.0,0.0,0.98796
1634,21-Mar-99,24:00:00,208.19287,0.000803,74.773325,72.129995,0.011422,0.007833,0.99069,0.00068,133.459827,133.00084,0.007373,0.002696,0.986523
1635,22-Mar-99,24:00:00,634.683474,0.001199,271.956988,257.976822,0.008919,0.008919,1.0,0.001409,363.907355,337.916555,0.008643,0.008643,1.0
1636,23-Mar-99,24:00:00,2670.969279,0.000326,1482.112661,693.981255,0.089988,0.089988,1.0,0.000361,1210.603206,680.814448,0.086838,0.086838,1.0
1637,24-Mar-99,24:00:00,3315.321248,0.000923,767.761538,691.868469,0.012142,0.012142,1.0,0.001088,2531.478611,1865.558329,0.012277,0.012277,1.0
1638,25-Mar-99,24:00:00,765.844066,0.001989,170.266964,170.266964,0.0,0.0,1.0,0.001745,589.739707,582.873648,0.0,0.0,1.0
1639,26-Mar-99,24:00:00,463.59206,0.001877,152.830438,152.830438,0.0,0.0,0.999314,0.001871,310.19331,310.19331,0.0,0.0,0.999416
1640,27-Mar-99,24:00:00,407.087152,0.00162,138.095919,138.095919,0.0,0.0,0.995262,0.001607,268.778854,268.778854,0.0,0.0,0.995637
1641,28-Mar-99,24:00:00,368.327924,0.001044,125.027967,125.027967,0.0,0.0,0.99064,0.000739,243.123754,243.123754,0.0,0.0,0.991478
1642,29-Mar-99,24:00:00,371.514268,0.00095,138.293575,132.485207,0.008264,0.004089,0.990861,0.000866,233.780538,229.071115,0.007734,0.004054,0.991853
1643,30-Mar-99,24:00:00,424.973718,0.001297,134.215444,133.269844,0.0,0.0,1.0,0.001222,290.222371,281.928786,0.0,0.0,1.0
1644,31-Mar-99,24:00:00,301.889652,0.001688,98.272292,98.272292,0.0,0.0,1.0,0.001566,203.254195,203.16542,0.0,0.0,1.0
1645,01-Apr-99,24:00:00,265.903263,0.001943,89.695321,89.695321,0.0,0.0,0.999056,0.001889,176.079198,176.079198,0.0,0.0,0.999474
1646,02-Apr-99,24:00:00,243.053935,0.001863,82.102169,82.102169,0.0,0.0,0.994499,0.001785,160.84979,160.84979,0.0,0.0,0.995164
1647,03-Apr-99,24:00:00,223.264518,0.002134,75.368026,75.368026,0.0,0.0,0.9872,0.001863,147.806648,147.806648,0.0,0.0,0.989039
1648,04-Apr-99,24:00:00,266.897729,0.00077,88.296457,83.294799,0.00612,0.001307,0.994613,0.000855,179.082439,168.624412,0.00698,0.002791,0.99561
1649,05-Apr-99,24:00:00,231.26907,0.001099,66.421303,66.421303,0.0,0.0,1.0,0.001335,164.320709,162.963481,0.0,0.0,1.0
1650,06-Apr-99,24:00:00,185.930301,0.001146,60.692098,60.692098,0.0,0.0,1.0,0.001235,125.113752,125.113752,0.0,0.0,1.0
1651,07-Apr-99,24:00:00,619.884582,0.001002,273.739201,259.351169,0.017605,0.017605,1.0,0.000841,347.98968,327.438509,0.012798,0.012798,1.0
1652,08-Apr-99,24:00:00,298.699741,0.001684,73.063169,73.063169,0.0,0.0,1.0,0.001488,224.021524,222.908051,0.0,0.0,1.0
1653,09-Apr-99,24:00:00,532.117595,0.000451,293.386243,267.515921,0.046722,0.046722,1.0,0.000497,243.385525,223.217208,0.037983,0.037983,1.0
1654,10-Apr-99,24:00:00,2511.91963,0.001264,956.122556,909.045448,0.042536,0.042536,1.0,0.001856,1558.997743,1457.736386,0.035778,0.035778,1.0
1655,11-Apr-99,24:00:00,784.484906,0.00172,156.089005,156.089005,0.0,0.0,1.0,0.002348,621.769087,618.336557,0.0,0.0,1.0
1656,12-Apr-99,24:00:00,402.098694,0.001602,136.317049,136.317049,0.0,0.0,0.999658,0.002238,265.078784,265.078784,0.0,0.0,0.996573
1657,13-Apr-99,24:00:00,345.670001,0.002447,123.456105,123.456105,0.0,0.0,0.995044,0.002361,222.035858,222.035858,0.0,0.0,0.988859
1658,14-Apr-99,24:00:00,313.573718,0.002345,112.05087,112.05087,0.0,0.0,0.986661,0.002236,201.384348,201.384348,0.0,0.0,0.980907
1659,15-Apr-99,24:00:00,285.81653,0.002542,101.935922,101.935922,0.0,0.0,0.978354,0.002185,183.75868,183.75868,0.0,0.0,0.973607
1660,16-Apr-99,24:00:00,261.221984,0.002432,92.96537,92.96537,0.0,0.0,0.969798,0.002577,168.148704,168.148704,0.0,0.0,0.965404
1661,17-Apr-99,24:00:00,239.410625,0.001879,85.009817,85.009817,0.0,0.0,0.962384,0.002029,154.30526,154.30526,0.0,0.0,0.957453
1662,18-Apr-99,24:00:00,220.067138,0.002482,77.954499,77.954499,0.0,0.0,0.955303,0.002302,142.028012,142.028012,0.0,0.0,0.950062
1663,19-Apr-99,24:00:00,202.91246,0.002498,71.69763,71.69763,0.0,0.0,0.946622,0.001874,131.139859,131.139859,0.0,0.0,0.94282
1664,20-Apr-99,24:00:00,187.699104,0.002209,66.148931,66.148931,0.0,0.0,0.938334,0.001523,121.48374,121.48374,0.0,0.0,0.936864
1665,21-Apr-99,24:00:00,174.207566,0.002833,61.228334,61.228334,0.0,0.0,0.930007,0.002696,112.920356,112.920356,0.0,0.0,0.9298
1666,22-Apr-99,24:00:00,162.243167,0.00329,56.864822,56.864822,0.0,0.0,0.918675,0.00286,105.326157,105.326157,0.0,0.0,0.919904
1667,23-Apr-99,24:00:00,151.633239,0.001874,52.99541,52.99541,0.0,0.0,0.910134,0.00275,98.591563,98.591563,0.0,0.0,0.910724
1668,24-Apr-99,24:00:00,142.22464,0.000851,49.564235,49.564235,0.0,0.0,0.905532,0.001619,92.619387,92.619387,0.0,0.0,0.903143
1669,25-Apr-99,24:00:00,133.881546,0.001636,46.521749,46.521749,0.0,0.0,0.901557,0.001514,87.323428,87.323428,0.0,0.0,0.897665
1670,26-Apr-99,24:00:00,126.483489,0.002198,43.824007,43.824007,0.0,0.0,0.894968,0.001989,82.627232,82.627232,0.0,0.0,0.891678
1671,27-Apr-99,24:00:00,119.923624,0.002308,41.432034,41.432034,0.0,0.0,0.887173,0.002072,78.462993,78.462993,0.0,0.0,0.884635
1672,28-Apr-99,24:00:00,114.107186,0.002767,39.31126,39.31126,0.0,0.0,0.878097,0.002425,74.770568,74.770568,0.0,0.0,0.876994
1673,29-Apr-99,24:00:00,108.950126,0.002604,37.431025,37.431025,0.0,0.0,0.869157,0.002799,71.496615,71.496615,0.0,0.0,0.868341
1674,30-Apr-99,24:00:00,104.377899,0.002415,35.764135,35.764135,0.0,0.0,0.860661,0.002061,68.593824,68.593824,0.0,0.0,0.859491
1675,01-May-99,24:00:00,100.324386,0.001231,34.286471,34.286471,0.0,0.0,0.854156,0.000997,66.020233,66.020233,0.0,0.0,0.854064
1676,02-May-99,24:00:00,96.730946,0.001592,32.976642,32.976642,0.0,0.0,0.849605,0.001408,63.738626,63.738626,0.0,0.0,0.850306
1677,03-May-99,24:00:00,93.545566,0.002301,31.815672,31.815672,0.0,0.0,0.842918,0.002011,61.715993,61.715993,0.0,0.0,0.844504
1678,04-May-99,24:00:00,90.722115,0.002542,30.786735,30.786735,0.0,0.0,0.835759,0.002654,59.923056,59.923056,0.0,0.0,0.837977
1679,05-May-99,24:00:00,88.219677,0.002667,29.874904,29.874904,0.0,0.0,0.831996,0.002368,58.333848,58.333848,0.0,0.0,0.835697
1680,06-May-99,24:00:00,86.001961,0.003098,29.066941,29.066941,0.0,0.0,0.82431,0.002678,56.925336,56.925336,0.0,0.0,0.832469
1681,07-May-99,24:00:00,84.03678,0.002897,28.351103,28.351103,0.0,0.0,0.813962,0.002476,55.677093,55.677093,0.0,0.0,0.824132
1682,08-May-99,24:00:00,82.295584,0.002881,27.716977,27.716977,0.0,0.0,0.803984,0.002553,54.571001,54.571001,0.0,0.0,0.815624
1683,09-May-99,24:00:00,80.753052,0.002623,27.155325,27.155325,0.0,0.0,0.794436,0.002028,53.590987,53.590987,0.0,0.0,0.807739
1684,10-May-99,24:00:00,79.386724,0.003022,26.657954,26.657954,0.0,0.0,0.784984,0.002624,52.722798,52.722798,0.0,0.0,0.799788
1685,11-May-99,24:00:00,78.176679,0.003201,26.217598,26.217598,0.0,0.0,0.774596,0.002472,51.953792,51.953792,0.0,0.0,0.791211
1686,12-May-99,24:00:00,77.105249,0.002886,25.82781,25.82781,0.0,0.0,0.763599,0.002362,51.272754,51.272754,0.0,0.0,0.782585
1687,13-May-99,24:00:00,76.156759,0.002474,25.482874,25.482874,0.0,0.0,0.75447,0.002007,50.669737,50.669737,0.0,0.0,0.775103
1688,14-May-99,24:00:00,75.317311,0.002561,25.177719,25.177719,0.0,0.0,0.746012,0.002193,50.13592,50.13592,0.0,0.0,0.768039
