Col number,,,1,2,3,4,5,6,7,8,9,10,11,12,13
   Ordinate,Date,Time,Warm Springs Dam Inflow FLOW,Dry Creek 20 ET-POTENTIAL,Dry Creek 20 FLOW,Dry Creek 20 FLOW-BASE,Dry Creek 20 INFILTRATION,Dry Creek 20 PERC-SOIL,Dry Creek 20 SATURATION FRACTION,Dry Creek 30 ET-POTENTIAL,Dry Creek 30 FLOW,Dry Creek 30 FLOW-BASE,Dry Creek 30 INFILTRATION,Dry Creek 30 PERC-SOIL,Dry Creek 30 SATURATION FRACTION
Units, ,,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type, ,,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1,30-Sep-94,24:00:00,64.826,0.001447,21.107,21.107,0.0,0.0,0.0,0.001234,43.719,43.719,0.0,0.0,0.0
2,01-Oct-94,24:00:00,64.825995,0.001959,21.106998,21.106998,0.0,0.0,0.0,0.001979,43.718997,43.718997,0.0,0.0,0.0
3,02-Oct-94,24:00:00,64.825981,0.001657,21.106994,21.106994,0.0,0.0,0.0,0.001722,43.718987,43.718987,0.0,0.0,0.0
4,03-Oct-94,24:00:00,88.074772,0.000485,31.764883,21.106983,0.013511,0.0,0.0204,0.000484,56.476407,43.718965,0.010616,0.0,0.016866
5,04-Oct-94,24:00:00,70.566508,0.001384,21.491334,21.106965,0.0,0.0,0.046324,0.000956,48.910712,43.718928,0.0,0.0,0.036399
6,05-Oct-94,24:00:00,64.849843,0.001519,21.106937,21.106937,0.0,0.0,0.046324,0.001541,43.740795,43.718869,0.0,0.0,0.036399
7,06-Oct-94,24:00:00,64.825681,0.001781,21.106896,21.106896,0.0,0.0,0.045696,0.00164,43.718784,43.718784,0.0,0.0,0.036399
8,07-Oct-94,24:00:00,64.825512,0.001543,21.106841,21.106841,0.0,0.0,0.041934,0.001521,43.71867,43.71867,0.0,0.0,0.033954
9,08-Oct-94,24:00:00,64.825292,0.001104,21.106769,21.106769,0.0,0.0,0.037436,0.001452,43.718522,43.718522,0.0,0.0,0.02901
10,09-Oct-94,24:00:00,64.825015,0.001138,21.106679,21.106679,0.0,0.0,0.033698,0.001481,43.718335,43.718335,0.0,0.0,0.023804
11,10-Oct-94,24:00:00,64.824674,0.00127,21.106568,21.106568,0.0,0.0,0.029568,0.00131,43.718105,43.718105,0.0,0.0,0.019105
12,11-Oct-94,24:00:00,64.824264,0.002005,21.106434,21.106434,0.0,0.0,0.024014,0.001565,43.717828,43.717828,0.0,0.0,0.014179
13,12-Oct-94,24:00:00,64.823779,0.00182,21.106276,21.106276,0.0,0.0,0.017532,0.001601,43.7175,43.7175,0.0,0.0,0.008866
14,13-Oct-94,24:00:00,64.823211,0.001863,21.106091,21.106091,0.0,0.0,0.011364,0.001425,43.717117,43.717117,0.0,0.0,0.003824
15,14-Oct-94,24:00:00,64.822556,0.002086,21.105878,21.105878,0.0,0.0,0.004165,0.001641,43.716675,43.716675,0.0,0.0,0.000194
16,15-Oct-94,24:00:00,64.821807,0.001812,21.105634,21.105634,0.0,0.0,0.000181,0.001396,43.71617,43.71617,0.0,0.0,0.0
17,16-Oct-94,24:00:00,64.82096,0.001183,21.105358,21.105358,0.0,0.0,0.0,0.000956,43.715598,43.715598,0.0,0.0,0.0
18,17-Oct-94,24:00:00,64.820008,0.001479,21.105047,21.105047,0.0,0.0,0.0,0.001424,43.714955,43.714955,0.0,0.0,0.0
19,18-Oct-94,24:00:00,64.818945,0.001092,21.104701,21.104701,0.0,0.0,0.0,0.001364,43.714238,43.714238,0.0,0.0,0.0
20,19-Oct-94,24:00:00,64.817766,0.001182,21.104317,21.104317,0.0,0.0,0.0,0.001214,43.713443,43.713443,0.0,0.0,0.0
21,20-Oct-94,24:00:00,64.816466,0.001482,21.103894,21.103894,0.0,0.0,0.0,0.001261,43.712566,43.712566,0.0,0.0,0.0
22,21-Oct-94,24:00:00,64.81504,0.001434,21.103429,21.103429,0.0,0.0,0.0,0.001182,43.711603,43.711603,0.0,0.0,0.0
23,22-Oct-94,24:00:00,64.813482,0.001487,21.102921,21.102921,0.0,0.0,0.0,0.001405,43.710552,43.710552,0.0,0.0,0.0
24,23-Oct-94,24:00:00,64.811787,0.001273,21.102369,21.102369,0.0,0.0,0.0,0.001141,43.709409,43.709409,0.0,0.0,0.0
25,24-Oct-94,24:00:00,64.80995,0.000707,21.101771,21.101771,0.0,0.0,0.0,0.000733,43.708169,43.708169,0.0,0.0,0.0
26,25-Oct-94,24:00:00,64.807967,0.000746,21.101125,21.101125,0.0,0.0,0.0,0.000763,43.706831,43.706831,0.0,0.0,0.0
27,26-Oct-94,24:00:00,64.805831,0.001039,21.10043,21.10043,0.0,0.0,0.0,0.000785,43.705391,43.705391,0.0,0.0,0.0
28,27-Oct-94,24:00:00,64.803539,0.001153,21.099683,21.099683,0.0,0.0,0.0,0.001044,43.703845,43.703845,0.0,0.0,0.0
29,28-Oct-94,24:00:00,64.801086,0.001075,21.098884,21.098884,0.0,0.0,0.0,0.001092,43.70219,43.70219,0.0,0.0,0.0
30,29-Oct-94,24:00:00,64.798467,0.001086,21.098031,21.098031,0.0,0.0,0.0,0.001069,43.700423,43.700423,0.0,0.0,0.0
31,30-Oct-94,24:00:00,64.795678,0.000974,21.097123,21.097123,0.0,0.0,0.0,0.000836,43.698541,43.698541,0.0,0.0,0.0
32,31-Oct-94,24:00:00,64.792713,0.000653,21.096157,21.096157,0.0,0.0,0.0,0.000581,43.696541,43.696541,0.0,0.0,0.0
33,01-Nov-94,24:00:00,64.78957,0.001411,21.095133,21.095133,0.0,0.0,0.0,0.001098,43.694421,43.694421,0.0,0.0,0.0
34,02-Nov-94,24:00:00,64.786242,0.001068,21.09405,21.09405,0.0,0.0,0.0,0.000906,43.692176,43.692176,0.0,0.0,0.0
35,03-Nov-94,24:00:00,66.948887,0.000532,22.73299,21.092905,0.010688,0.0,0.002436,0.000434,44.293501,43.689805,0.012313,0.0,0.002889
36,04-Nov-94,24:00:00,249.459444,0.000216,101.930825,21.091697,0.09654,0.0,0.262571,0.0003,147.928758,43.687304,0.063262,0.0,0.190772
37,05-Nov-94,24:00:00,112.961173,0.000278,31.145332,21.090426,0.005997,0.0,0.387076,0.000306,81.371352,43.68467,0.009113,0.0,0.287946
38,06-Nov-94,24:00:00,65.631353,0.000836,21.08909,21.08909,0.0,0.0,0.388198,0.000768,44.509468,43.681902,0.0,0.0,0.290358
39,07-Nov-94,24:00:00,64.766704,0.000672,21.087686,21.087686,0.0,0.0,0.388198,0.00076,43.678996,43.678996,0.0,0.0,0.290358
40,08-Nov-94,24:00:00,273.394801,0.000248,101.764771,21.086215,0.099222,0.0,0.608972,0.000263,172.209484,43.675949,0.086202,0.0,0.491208
41,09-Nov-94,24:00:00,83.126321,0.000604,21.496248,21.084676,0.0,0.0,0.728386,0.000604,61.055803,43.67276,0.0,0.0,0.585909
42,10-Nov-94,24:00:00,64.760895,0.000792,21.083066,21.083066,0.0,0.0,0.728386,0.00039,43.67624,43.669425,0.0,0.0,0.585909
43,11-Nov-94,24:00:00,64.747352,0.000866,21.081384,21.081384,0.0,0.0,0.728386,0.000866,43.665942,43.665942,0.0,0.0,0.585909
44,12-Nov-94,24:00:00,64.741966,0.000855,21.07963,21.07963,0.0,0.0,0.728386,0.000734,43.662309,43.662309,0.0,0.0,0.585909
45,13-Nov-94,24:00:00,64.736353,0.000884,21.077802,21.077802,0.0,0.0,0.728386,0.000841,43.658522,43.658522,0.0,0.0,0.585909
46,14-Nov-94,24:00:00,130.5187,0.000533,48.984392,21.075899,0.034151,0.0,0.80347,0.000493,81.727358,43.654581,0.025945,0.0,0.642322
47,15-Nov-94,24:00:00,70.766442,0.000831,21.076143,21.07392,0.0,0.0,0.845477,0.000652,49.497302,43.650482,0.0,0.0,0.674863
48,16-Nov-94,24:00:00,64.71812,0.001005,21.071865,21.071865,0.0,0.0,0.845477,0.000808,43.646224,43.646224,0.0,0.0,0.674863
49,17-Nov-94,24:00:00,64.711566,0.001131,21.06973,21.06973,0.0,0.0,0.845477,0.000821,43.641803,43.641803,0.0,0.0,0.674863
50,18-Nov-94,24:00:00,64.70477,0.000789,21.067517,21.067517,0.0,0.0,0.845477,0.000552,43.637219,43.637219,0.0,0.0,0.674863
51,19-Nov-94,24:00:00,64.697726,0.000327,21.065223,21.065223,0.0,0.0,0.845058,0.000115,43.632468,43.632468,0.0,0.0,0.674863
52,20-Nov-94,24:00:00,64.690434,0.000652,21.062848,21.062848,0.0,0.0,0.843461,0.000478,43.627549,43.627549,0.0,0.0,0.674863
53,21-Nov-94,24:00:00,64.682888,0.000709,21.060391,21.060391,0.0,0.0,0.841184,0.000606,43.622459,43.622459,0.0,0.0,0.674615
54,22-Nov-94,24:00:00,64.675087,0.000544,21.057851,21.057851,0.0,0.0,0.839012,0.000446,43.617197,43.617197,0.0,0.0,0.673475
55,23-Nov-94,24:00:00,72.915519,0.000472,26.780926,21.055226,0.032303,0.0,0.84533,0.000349,46.411717,43.611761,0.028964,0.0,0.680803
56,24-Nov-94,24:00:00,245.427307,0.000504,117.45997,77.314878,0.029542,0.01417,0.991924,0.000324,128.052655,43.606148,0.032677,0.0,0.838207
57,25-Nov-94,24:00:00,229.586311,0.000729,166.812325,160.381262,0.002152,0.002152,1.0,0.000583,62.422657,43.600357,0.001158,0.0,0.886981
58,26-Nov-94,24:00:00,177.143943,0.00015,126.108105,119.726368,0.00782,0.00782,1.0,7.4e-05,51.080803,43.594387,0.005292,0.0,0.896844
59,27-Nov-94,24:00:00,96.572993,0.000476,51.220969,51.212041,0.0,0.0,1.0,0.000418,45.296141,43.588234,0.0,0.0,0.905125
60,28-Nov-94,24:00:00,85.646877,0.00053,42.064932,42.064932,0.0,0.0,1.0,0.000416,43.581898,43.581898,0.0,0.0,0.905125
61,29-Nov-94,24:00:00,83.258448,0.000597,39.683023,39.683023,0.0,0.0,1.0,0.000563,43.575377,43.575377,0.0,0.0,0.905125
62,30-Nov-94,24:00:00,81.140166,0.000314,37.571448,37.571448,0.0,0.0,1.0,0.000208,43.568668,43.568668,0.0,0.0,0.905125
63,01-Dec-94,24:00:00,79.260036,0.000298,35.698213,35.698213,0.0,0.0,1.0,0.000278,43.561771,43.561771,0.0,0.0,0.905125
64,02-Dec-94,24:00:00,2595.258322,0.000249,1509.370832,716.404568,0.068992,0.068992,1.0,0.000162,1097.293594,408.891773,0.070167,0.042495,0.977525
65,03-Dec-94,24:00:00,1058.299486,0.000564,205.104992,203.720916,0.0,0.0,1.0,0.000494,843.304695,704.825473,0.0,0.0,1.0
66,04-Dec-94,24:00:00,287.623077,0.000254,99.690179,99.690179,0.0,0.0,1.0,0.000236,186.622526,186.612586,0.0,0.0,1.0
67,05-Dec-94,24:00:00,214.781725,0.000423,90.761715,90.761715,0.0,0.0,1.0,0.000274,123.8877,123.8877,0.0,0.0,1.0
68,06-Dec-94,24:00:00,195.592741,0.000732,82.871561,82.871561,0.0,0.0,1.0,0.00051,112.658283,112.658283,0.0,0.0,1.0
69,07-Dec-94,24:00:00,180.686904,0.0005,75.873183,75.873183,0.0,0.0,1.0,0.000395,104.759936,104.759936,0.0,0.0,1.0
70,08-Dec-94,24:00:00,167.537834,0.000525,69.66573,69.66573,0.0,0.0,1.0,0.00041,97.824468,97.824468,0.0,0.0,1.0
71,09-Dec-94,24:00:00,155.876291,0.000241,64.159759,64.159759,0.0,0.0,1.0,0.000162,91.674286,91.674286,0.0,0.0,1.0
72,10-Dec-94,24:00:00,289.502043,0.000362,151.124748,140.319962,0.015285,0.015285,1.0,0.000146,140.770636,130.055228,0.014376,0.014376,1.0
73,11-Dec-94,24:00:00,697.082954,0.000332,226.554962,219.865604,0.00615,0.00615,1.0,0.000153,471.049642,444.873959,0.009527,0.009527,1.0
74,12-Dec-94,24:00:00,375.893092,0.000324,80.915322,80.891286,0.0,0.0,1.0,0.000133,292.65212,289.079693,0.0,0.0,1.0
75,13-Dec-94,24:00:00,867.642695,0.000172,419.63776,391.852827,0.034596,0.034596,1.0,0.000196,453.820178,413.423069,0.030851,0.030851,1.0
76,14-Dec-94,24:00:00,760.656817,0.000376,164.022026,163.533051,0.0,0.0,1.0,0.000223,591.782668,579.985024,0.0,0.0,1.0
77,15-Dec-94,24:00:00,299.480326,0.000441,92.406482,92.406482,0.0,0.0,1.0,0.000182,206.094196,206.0651,0.0,0.0,1.0
78,16-Dec-94,24:00:00,239.432208,0.000204,84.306856,84.306856,0.0,0.0,1.0,0.000209,154.983631,154.983631,0.0,0.0,1.0
79,17-Dec-94,24:00:00,218.09132,0.000244,77.141531,77.141531,0.0,0.0,1.0,0.000326,140.862528,140.862528,0.0,0.0,1.0
80,18-Dec-94,24:00:00,200.646466,0.000345,70.785986,70.785986,0.0,0.0,1.0,0.000331,129.784553,129.784553,0.0,0.0,1.0
81,19-Dec-94,24:00:00,185.223678,0.000446,65.148643,65.148643,0.0,0.0,1.0,0.000307,120.007783,120.007783,0.0,0.0,1.0
82,20-Dec-94,24:00:00,171.544756,0.000309,60.148284,60.148284,0.0,0.0,1.0,0.000393,111.336856,111.336856,0.0,0.0,1.0
83,21-Dec-94,24:00:00,159.411019,0.000174,55.712873,55.712873,0.0,0.0,1.0,0.000509,103.645286,103.645286,0.0,0.0,1.0
84,22-Dec-94,24:00:00,148.647672,0.000264,51.77852,51.77852,0.0,0.0,1.0,0.000526,96.822275,96.822275,0.0,0.0,1.0
85,23-Dec-94,24:00:00,727.147584,0.000638,263.342124,248.927063,0.017638,0.017638,1.0,0.00047,467.135931,433.133808,0.021359,0.021359,1.0
86,24-Dec-94,24:00:00,363.482273,0.00102,67.073575,67.073575,0.0,0.0,1.0,0.000739,293.606117,291.451154,0.0,0.0,1.0
87,25-Dec-94,24:00:00,193.603098,0.000449,59.448507,59.448507,0.0,0.0,1.0,0.000463,133.831718,133.831718,0.0,0.0,1.0
88,26-Dec-94,24:00:00,269.558965,0.000219,124.037507,116.363872,0.011947,0.011947,1.0,0.000216,147.354931,140.670402,0.01602,0.01602,1.0
89,27-Dec-94,24:00:00,582.6853,0.000652,135.912099,133.821621,0.0,0.0,1.0,0.000616,446.150993,425.985768,0.0,0.0,1.0
90,28-Dec-94,24:00:00,243.648912,0.000516,60.131157,60.131157,0.0,0.0,1.0,0.000367,182.438106,182.16971,0.0,0.0,1.0
91,29-Dec-94,24:00:00,181.490565,0.000367,55.646592,55.646592,0.0,0.0,1.0,0.000364,125.710437,125.710437,0.0,0.0,1.0
92,30-Dec-94,24:00:00,165.986838,0.000223,51.715663,51.715662,0.0,0.0,1.0,0.000226,114.206532,114.206532,0.0,0.0,1.0
93,31-Dec-94,24:00:00,538.660614,0.000247,254.165361,240.350933,0.016903,0.016903,1.0,0.000233,286.009155,269.813825,0.010172,0.010172,1.0
94,01-Jan-95,24:00:00,305.337257,0.000324,100.537691,94.645836,0.014698,0.014698,1.0,0.000641,203.99487,201.71968,0.008205,0.008205,1.0
95,02-Jan-95,24:00:00,1189.602505,0.000233,491.473363,464.331094,0.02658,0.02658,1.0,0.000229,703.49512,649.183438,0.030974,0.030974,1.0
96,03-Jan-95,24:00:00,1646.300067,0.000313,646.2812,608.595356,0.045688,0.045688,1.0,0.000319,1002.234863,940.862709,0.036901,0.036901,1.0
97,04-Jan-95,24:00:00,1206.436331,0.000464,309.156115,300.38906,0.011434,0.011434,1.0,0.000266,892.72192,866.014254,0.009621,0.009621,1.0
98,05-Jan-95,24:00:00,981.769494,0.000316,427.745295,403.957209,0.036221,0.036221,1.0,0.000205,556.153154,530.288987,0.031475,0.031475,1.0
99,06-Jan-95,24:00:00,2809.067147,0.000559,1028.771085,966.5673,0.081906,0.081906,1.0,0.000322,1787.637536,1664.331629,0.081287,0.081287,1.0
100,07-Jan-95,24:00:00,8889.856015,0.000362,3473.941288,1592.149396,0.13,0.13,1.0,0.000364,5440.324898,2632.013029,0.13,0.13,1.0
101,08-Jan-95,24:00:00,8514.00301,0.000401,2323.638617,1574.562986,0.085078,0.085078,1.0,0.000381,6173.305782,3412.529011,0.08539,0.08539,1.0
102,09-Jan-95,24:00:00,3185.391383,0.000593,781.720235,761.074622,0.021285,0.021285,1.0,0.000485,2393.148253,2243.478219,0.021632,0.021632,1.0
103,10-Jan-95,24:00:00,2247.420149,0.00052,709.146845,688.578737,0.025414,0.025414,1.0,0.00034,1537.353547,1490.124119,0.026002,0.026002,1.0
104,11-Jan-95,24:00:00,2187.554269,0.000428,711.297259,689.453254,0.029656,0.029656,1.0,0.000367,1475.42924,1432.229127,0.030309,0.030309,1.0
105,12-Jan-95,24:00:00,4953.285827,0.000314,1865.872469,1431.247854,0.122864,0.122864,1.0,0.000296,3107.946411,2155.068847,0.124218,0.124218,1.0
106,13-Jan-95,24:00:00,5082.811716,0.000348,1328.882163,1240.973324,0.037666,0.037666,1.0,0.000316,3739.185873,3061.007177,0.0396,0.0396,1.0
107,14-Jan-95,24:00:00,2153.45587,0.000566,536.466079,532.976476,0.001903,0.001903,1.0,0.00031,1609.293451,1587.552305,0.0,0.0,1.0
108,15-Jan-95,24:00:00,1329.496265,0.000522,416.090864,416.090864,0.0,0.0,1.0,0.000482,911.438878,911.287954,0.0,0.0,1.0
109,16-Jan-95,24:00:00,1135.845867,0.000409,371.297265,371.297265,0.0,0.0,1.0,0.000345,763.80708,763.80708,0.0,0.0,1.0
110,17-Jan-95,24:00:00,1012.28788,0.000295,331.66733,331.66733,0.0,0.0,1.0,0.000326,680.015972,680.015972,0.0,0.0,1.0
111,18-Jan-95,24:00:00,904.96026,0.000598,296.518837,296.518837,0.0,0.0,1.0,0.000606,607.912446,607.912446,0.0,0.0,1.0
112,19-Jan-95,24:00:00,883.519126,0.000429,320.534475,315.316502,0.006797,0.006797,1.0,0.000545,563.093186,560.020059,0.002735,0.002735,1.0
113,20-Jan-95,24:00:00,843.263075,0.000499,295.127738,289.958403,0.011036,0.011036,1.0,0.000378,548.135664,544.359555,0.008717,0.008717,1.0
114,21-Jan-95,24:00:00,2801.88083,0.000266,1285.689197,1191.197973,0.104947,0.104947,1.0,0.000252,1528.130292,1411.133464,0.090718,0.090718,1.0
115,22-Jan-95,24:00:00,3467.472908,0.000331,1172.178778,1113.678387,0.068944,0.068944,1.0,0.000218,2293.350615,2192.472505,0.0593,0.0593,1.0
116,23-Jan-95,24:00:00,3263.680454,0.000396,991.465301,961.145868,0.027038,0.027038,1.0,0.000253,2270.640736,2169.958131,0.033959,0.033959,1.0
117,24-Jan-95,24:00:00,1760.186827,0.000363,453.130867,447.131584,0.007355,0.007355,1.0,0.000306,1302.226281,1279.616054,0.01203,0.01203,1.0
118,25-Jan-95,24:00:00,1778.722299,0.000159,682.049249,652.514426,0.03705,0.03705,1.0,0.000123,1099.774519,1055.214506,0.034787,0.034787,1.0
119,26-Jan-95,24:00:00,2089.092378,0.000196,664.552343,647.003652,0.020656,0.020656,1.0,0.000188,1422.65193,1380.459232,0.017702,0.017702,1.0
120,27-Jan-95,24:00:00,1543.576578,0.00018,472.806821,464.028637,0.010643,0.010643,1.0,0.000249,1068.00347,1048.178097,0.009231,0.009231,1.0
121,28-Jan-95,24:00:00,995.550942,0.000546,305.61541,305.60701,0.0,0.0,1.0,0.00048,687.662444,686.593826,0.0,0.0,1.0
122,29-Jan-95,24:00:00,1904.25696,0.00021,767.187958,733.591933,0.041108,0.041108,1.0,0.000368,1142.275984,1084.993031,0.036487,0.036487,1.0
123,30-Jan-95,24:00:00,1164.063376,0.000608,296.758585,296.758585,0.0,0.0,1.0,0.000555,862.17583,857.694053,0.0,0.0,1.0
124,31-Jan-95,24:00:00,779.227152,0.000615,257.018183,257.018183,0.0,0.0,1.0,0.000608,521.255739,521.255739,0.0,0.0,1.0
125,01-Feb-95,24:00:00,679.696802,0.000601,230.315228,230.315228,0.0,0.0,1.0,0.000589,448.98637,448.98637,0.0,0.0,1.0
126,02-Feb-95,24:00:00,609.304625,0.000585,206.634325,206.634325,0.0,0.0,1.0,0.00089,402.342458,402.342458,0.0,0.0,1.0
127,03-Feb-95,24:00:00,547.622892,0.000501,185.632054,185.632054,0.0,0.0,1.0,0.000723,361.702444,361.702444,0.0,0.0,1.0
128,04-Feb-95,24:00:00,492.943034,0.000348,167.005551,167.005551,0.0,0.0,1.0,0.000308,325.683045,325.683045,0.0,0.0,1.0
129,05-Feb-95,24:00:00,444.449575,0.00046,150.486196,150.486196,0.0,0.0,1.0,0.000446,293.738751,293.738751,0.0,0.0,0.999769
130,06-Feb-95,24:00:00,401.442315,0.00064,135.835747,135.835747,0.0,0.0,0.999609,0.000736,265.408152,265.408152,0.0,0.0,0.998086
131,07-Feb-95,24:00:00,363.300902,0.000641,122.8429,122.8429,0.0,0.0,0.998001,0.000693,240.282655,240.282655,0.0,0.0,0.995668
132,08-Feb-95,24:00:00,329.47516,0.001127,111.320244,111.320244,0.0,0.0,0.994944,0.000964,217.999884,217.999884,0.0,0.0,0.992875
133,09-Feb-95,24:00:00,299.47713,0.00062,101.10156,101.10156,0.0,0.0,0.991948,0.000608,198.238442,198.238442,0.0,0.0,0.990178
134,10-Feb-95,24:00:00,272.874035,0.000355,92.039424,92.039424,0.0,0.0,0.990193,0.000363,180.713274,180.713274,0.0,0.0,0.988439
135,11-Feb-95,24:00:00,249.282039,0.000714,84.003084,84.003084,0.0,0.0,0.988466,0.000629,165.171555,165.171555,0.0,0.0,0.986821
136,12-Feb-95,24:00:00,228.679697,0.000298,76.87657,76.87657,0.0,0.0,0.98662,0.000309,151.711097,151.389051,0.000246,0.0,0.985998
137,13-Feb-95,24:00:00,209.905195,0.000944,70.557025,70.557025,0.0,0.0,0.984555,0.000883,139.260887,139.166881,0.0,0.0,0.986413
138,14-Feb-95,24:00:00,193.356483,0.000971,64.953226,64.953226,0.0,0.0,0.981291,0.00089,128.328652,128.328652,0.0,0.0,0.986413
139,15-Feb-95,24:00:00,178.76828,0.000492,59.98426,59.98426,0.0,0.0,0.978756,0.000681,118.717918,118.717918,0.0,0.0,0.986413
140,16-Feb-95,24:00:00,165.832863,0.000888,55.578366,55.578366,0.0,0.0,0.97638,0.000411,110.19592,110.19592,0.0,0.0,0.986413
141,17-Feb-95,24:00:00,154.363402,0.001188,51.671896,51.671896,0.0,0.0,0.972892,0.00099,102.63959,102.63959,0.0,0.0,0.986413
142,18-Feb-95,24:00:00,144.194192,0.001208,48.208399,48.208399,0.0,0.0,0.968782,0.001118,95.939776,95.939776,0.0,0.0,0.984837
143,19-Feb-95,24:00:00,135.178262,0.001263,45.137806,45.137806,0.0,0.0,0.964554,0.001197,89.999665,89.999665,0.0,0.0,0.981001
144,20-Feb-95,24:00:00,127.185262,0.001347,42.415711,42.415711,0.0,0.0,0.960107,0.001268,84.733392,84.733392,0.0,0.0,0.976825
145,21-Feb-95,24:00:00,120.099581,0.000565,40.002725,40.002725,0.0,0.0,0.95677,0.001174,80.0648,80.0648,0.0,0.0,0.972603
146,22-Feb-95,24:00:00,113.818677,0.0005,37.863918,37.863918,0.0,0.0,0.954905,0.000792,75.926343,75.926343,0.0,0.0,0.969276
147,23-Feb-95,24:00:00,108.251604,0.000825,35.968303,35.968303,0.0,0.0,0.952681,0.001095,72.258111,72.258111,0.0,0.0,0.965996
148,24-Feb-95,24:00:00,103.317698,0.000479,34.288402,34.288402,0.0,0.0,0.950365,0.00114,69.006968,69.006968,0.0,0.0,0.962237
149,25-Feb-95,24:00:00,98.945415,0.000556,32.799839,32.799839,0.0,0.0,0.94863,0.000817,66.125786,66.125786,0.0,0.0,0.958837
150,26-Feb-95,24:00:00,95.071298,0.000628,31.480997,31.480997,0.0,0.0,0.946604,0.000662,63.572762,63.572762,0.0,0.0,0.956284
151,27-Feb-95,24:00:00,91.639066,0.000663,30.312702,30.312702,0.0,0.0,0.944356,0.000866,61.310824,61.310824,0.0,0.0,0.953579
152,28-Feb-95,24:00:00,88.5988,0.000544,29.277946,29.277946,0.0,0.0,0.942293,0.000697,59.307085,59.307085,0.0,0.0,0.950852
153,01-Mar-95,24:00:00,501.612187,0.000383,241.862116,212.759249,0.03576,0.018621,0.980878,0.000368,263.528976,217.326679,0.032946,0.018242,0.984123
154,02-Mar-95,24:00:00,688.910548,0.000948,197.580437,189.089823,0.01024,0.01024,1.0,0.000554,489.720088,466.977122,0.008341,0.008341,1.0
155,03-Mar-95,24:00:00,260.256008,0.000793,58.159525,58.159525,0.0,0.0,1.0,0.000693,200.428651,199.48293,0.0,0.0,1.0
156,04-Mar-95,24:00:00,161.645085,0.000873,52.527708,52.527708,0.0,0.0,1.0,0.000902,108.932579,108.932579,0.0,0.0,1.0
157,05-Mar-95,24:00:00,145.885335,0.001359,48.988064,48.988064,0.0,0.0,1.0,0.001088,96.845206,96.845206,0.0,0.0,1.0
158,06-Mar-95,24:00:00,136.544317,0.000887,45.850484,45.850484,0.0,0.0,0.999013,0.001056,90.652565,90.652565,0.0,0.0,0.999942
159,07-Mar-95,24:00:00,2966.389899,0.000292,1776.271111,599.373171,0.085484,0.08478,0.9994,0.000326,1218.932724,609.007197,0.090692,0.090567,0.999916
160,08-Mar-95,24:00:00,18158.814781,0.000514,6600.395567,1343.032347,0.075417,0.075417,1.0,0.000745,11554.633152,2684.865572,0.0769,0.0769,1.0
161,09-Mar-95,24:00:00,4795.714597,0.000482,1443.219849,996.607789,0.090246,0.090246,1.0,0.000439,3346.469107,2058.890359,0.08665,0.08665,1.0
162,10-Mar-95,24:00:00,3482.880522,0.000612,940.545594,896.064824,0.032647,0.032647,1.0,0.000464,2533.76092,2240.802362,0.035385,0.035385,1.0
163,11-Mar-95,24:00:00,1459.554907,0.00073,309.740349,309.712776,0.0,0.0,1.0,0.00077,1142.167437,1133.156131,0.000941,0.000941,1.0
164,12-Mar-95,24:00:00,3198.358864,0.000458,1313.100819,1225.77229,0.118201,0.118201,1.0,0.000464,1899.091406,1636.796874,0.119403,0.119403,1.0
165,13-Mar-95,24:00:00,4958.152464,0.00046,1625.676376,1552.830114,0.078226,0.078226,1.0,0.000332,3332.124358,3146.338525,0.071969,0.071969,1.0
166,14-Mar-95,24:00:00,2349.440721,0.001494,481.78567,481.427649,0.0,0.0,1.0,0.001252,1856.612144,1838.102133,0.0,0.0,1.0
167,15-Mar-95,24:00:00,1220.383907,0.001556,371.323242,371.323242,0.0,0.0,1.0,0.001332,846.587317,846.563858,0.0,0.0,1.0
168,16-Mar-95,24:00:00,1019.936954,0.000969,331.736099,331.736099,0.0,0.0,1.0,0.001046,687.49802,687.49802,0.0,0.0,1.0
169,17-Mar-95,24:00:00,1201.15528,0.000775,419.199584,410.897624,0.010158,0.010158,1.0,0.00079,783.225697,767.014823,0.010328,0.010328,1.0
170,18-Mar-95,24:00:00,937.580298,0.000919,278.903196,278.903196,0.0,0.0,1.0,0.000728,656.722534,655.451043,0.0,0.0,1.0
171,19-Mar-95,24:00:00,3558.959848,0.000739,1420.079039,795.497997,0.050041,0.050041,1.0,0.000721,2148.141964,1219.232353,0.052238,0.052238,1.0
172,20-Mar-95,24:00:00,1820.175714,0.000777,499.729535,484.664596,0.01863,0.01863,1.0,0.000491,1314.238251,1212.514176,0.013964,0.013964,1.0
173,21-Mar-95,24:00:00,2909.684705,0.000445,1240.530064,996.451026,0.066093,0.066093,1.0,0.000412,1674.654257,1580.221707,0.062611,0.062611,1.0
174,22-Mar-95,24:00:00,2021.269822,0.000661,541.31396,527.965835,0.015881,0.015881,1.0,0.000416,1475.770795,1435.269847,0.01749,0.01749,1.0
