Col number,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
   Ordinate,Date,Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units,, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type,, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
465,07-Jan-96,24:00:00,409.567721,0.00045,68.625977,68.625977,0.0,0.0,0.996631,0.00045,76.674927,76.674927,0.0,0.0,0.996656,0.000384,133.664294,133.664294,0.0,0.0,0.999209
466,08-Jan-96,24:00:00,391.71538,0.00022,64.6295,64.6295,0.0,0.0,0.995476,0.000219,72.209724,72.209724,0.0,0.0,0.995503,0.000188,125.880287,125.880287,0.0,0.0,0.998223
467,09-Jan-96,24:00:00,375.802284,0.00071,60.865769,60.865769,0.0,0.0,0.993939,0.000709,68.004555,68.004555,0.0,0.0,0.993969,0.000607,118.549586,118.549586,0.0,0.0,0.99691
468,10-Jan-96,24:00:00,361.19042,0.000748,57.32122,57.32122,0.0,0.0,0.99147,0.000747,64.044276,64.044276,0.0,0.0,0.991505,0.000638,111.645792,111.645792,0.0,0.0,0.994802
469,11-Jan-96,24:00:00,347.43571,0.000546,53.983091,53.983091,0.0,0.0,0.989154,0.000545,60.314626,60.314626,0.0,0.0,0.989191,0.000466,105.144044,105.144044,0.0,0.0,0.992823
470,12-Jan-96,24:00:00,334.482056,0.000761,50.839359,50.839359,0.0,0.0,0.986996,0.00076,56.802174,56.802174,0.0,0.0,0.987037,0.00065,99.020929,99.020929,0.0,0.0,0.990981
471,13-Jan-96,24:00:00,392.147537,0.000264,47.878704,47.878704,0.0,0.0,0.985602,0.000264,53.494271,53.494271,0.0,0.0,0.985644,0.000226,194.940092,187.997875,0.007253,0.004275,0.998629
472,14-Jan-96,24:00:00,1603.28891,0.000336,151.994658,149.832017,0.025068,0.020868,0.998122,0.000336,286.046456,238.341669,0.033501,0.029314,0.998286,0.000287,1472.343884,1418.522207,0.053562,0.053562,1.0
473,15-Jan-96,24:00:00,5871.695223,0.000452,1562.265418,537.499674,0.040498,0.040498,1.0,0.000451,2122.449198,792.972591,0.039679,0.039679,1.0,0.000386,2431.748197,1803.703644,0.049239,0.049239,1.0
474,16-Jan-96,24:00:00,4997.606913,0.000822,1044.608583,672.696913,0.001497,0.001497,1.0,0.000821,1189.894471,823.40492,0.009316,0.009316,1.0,0.000703,1034.621555,998.408919,0.02616,0.02616,1.0
475,17-Jan-96,24:00:00,5730.638843,0.000215,1076.258922,376.553206,0.030805,0.030805,1.0,0.000215,1562.269631,547.1642,0.033673,0.033673,1.0,0.000184,2337.836869,1557.780323,0.051541,0.051541,1.0
476,18-Jan-96,24:00:00,5967.067872,0.000595,1074.438662,564.250632,0.00227,0.00227,1.0,0.000595,1382.4034,806.128578,0.014098,0.014098,1.0,0.000509,1390.359911,1306.741123,0.027696,0.027696,1.0
477,19-Jan-96,24:00:00,3591.968487,0.000158,409.298314,343.164436,0.02199,0.02199,1.0,0.000158,652.399825,574.759362,0.022043,0.022043,1.0,0.000135,1011.212553,985.862787,0.03024,0.03024,1.0
478,20-Jan-96,24:00:00,3529.477832,0.00054,751.339424,546.020434,0.007849,0.007849,1.0,0.000539,935.505185,752.764489,0.010581,0.010581,1.0,0.000462,1263.877871,1238.972365,0.010713,0.010713,1.0
479,21-Jan-96,24:00:00,2960.484228,0.000899,379.065222,363.893718,0.0,0.0,1.0,0.000899,473.006915,460.535418,0.001834,0.001834,1.0,0.00077,811.248905,794.691073,0.016107,0.016107,1.0
480,22-Jan-96,24:00:00,3587.424894,0.000124,252.249775,250.878564,0.021752,0.021752,1.0,0.000123,502.741683,457.006109,0.039035,0.039035,1.0,0.000106,1811.766784,1750.127796,0.066009,0.066009,1.0
481,23-Jan-96,24:00:00,5708.839502,0.000262,888.219247,609.546895,0.041971,0.041971,1.0,0.000262,1547.724666,1048.946707,0.044045,0.044045,1.0,0.000225,2424.595431,2204.427721,0.064301,0.064301,1.0
482,24-Jan-96,24:00:00,7913.552094,0.000787,1705.330159,863.501609,0.0058,0.0058,1.0,0.000786,2085.271817,1143.420656,0.006036,0.006036,1.0,0.000673,1603.968501,1467.508198,0.000674,0.000674,1.0
483,25-Jan-96,24:00:00,3787.790432,0.000244,543.438961,484.310198,0.004243,0.004243,1.0,0.000244,656.163938,602.168547,0.007465,0.007465,1.0,0.000209,1214.571924,1189.212365,0.026963,0.026963,1.0
484,26-Jan-96,24:00:00,5633.718284,0.000415,1700.983649,505.320774,0.033663,0.033663,1.0,0.000414,1871.508897,686.013255,0.03481,0.03481,1.0,0.000354,2058.852945,1960.585327,0.044773,0.044773,1.0
485,27-Jan-96,24:00:00,4133.797109,0.000618,855.580068,620.335163,0.0,0.0,1.0,0.000618,935.898549,765.748975,0.0,0.0,1.0,0.000529,681.963903,681.495434,0.0,0.0,1.0
486,28-Jan-96,24:00:00,3620.313384,0.000334,327.559617,317.171745,0.0,0.0,1.0,0.000333,381.741796,378.89001,0.0,0.0,1.0,0.000285,548.734877,548.528997,0.000422,0.000422,1.0
487,29-Jan-96,24:00:00,2584.904977,0.000244,238.813063,234.726132,0.021578,0.021578,1.0,0.000244,318.985478,305.496796,0.02079,0.02079,1.0,0.000209,649.847268,642.031126,0.01301,0.01301,1.0
488,30-Jan-96,24:00:00,3223.817603,0.000765,594.193731,567.782144,0.0084,0.0084,1.0,0.000765,683.900697,649.191102,0.003364,0.003364,1.0,0.000655,774.897179,767.993753,0.0,0.0,1.0
489,31-Jan-96,24:00:00,3208.581182,0.000591,423.033938,420.952287,0.001046,0.001046,1.0,0.00059,470.880408,460.594948,0.005316,0.005316,1.0,0.000505,603.769443,598.835912,0.004497,0.004497,1.0
490,01-Feb-96,24:00:00,2276.921936,0.000803,248.565036,248.52312,0.0,0.0,1.0,0.000802,350.090903,347.750324,0.0,0.0,1.0,0.000686,469.962598,469.89861,0.0,0.0,1.0
491,02-Feb-96,24:00:00,1245.644062,0.000364,194.578039,194.258425,0.008847,0.008847,1.0,0.000364,259.534269,258.79706,0.006436,0.006436,1.0,0.000312,434.666384,434.284711,0.007909,0.007909,1.0
492,03-Feb-96,24:00:00,7987.04233,0.000363,3001.770199,523.837331,0.05,0.05,1.0,0.000363,3113.571657,646.400849,0.05,0.05,1.0,0.000311,2793.237123,2479.8107,0.084487,0.084487,1.0
493,04-Feb-96,24:00:00,6392.176782,0.000891,2009.410627,967.733904,0.008781,0.008781,1.0,0.000891,2068.905017,1144.873779,0.009719,0.009719,1.0,0.000763,1264.860645,1245.15876,0.000961,0.000961,1.0
494,05-Feb-96,24:00:00,3053.62335,0.000755,600.490538,538.486338,0.0,0.0,1.0,0.000755,613.081928,578.894333,0.0,0.0,1.0,0.000646,504.667743,504.667743,0.0,0.0,1.0
495,06-Feb-96,24:00:00,3346.705913,0.000655,272.336804,272.319828,0.0,0.0,1.0,0.000655,308.550085,308.550085,0.0,0.0,1.0,0.00056,472.271918,472.271918,0.0,0.0,1.0
496,07-Feb-96,24:00:00,2229.131515,0.00042,209.645688,209.645688,0.0,0.0,1.0,0.000419,256.083844,256.083844,0.0,0.0,1.0,0.000359,444.766011,444.766011,0.0,0.0,1.0
497,08-Feb-96,24:00:00,1275.054422,0.000572,190.962704,190.962704,0.0,0.0,1.0,0.000572,237.722884,237.722884,0.0,0.0,1.0,0.000489,418.864839,418.864839,0.0,0.0,1.0
498,09-Feb-96,24:00:00,1045.066009,0.000918,179.092287,179.092287,0.0,0.0,0.999952,0.000917,223.591691,223.591691,0.0,0.0,0.999963,0.000785,394.472038,394.472038,0.0,0.0,1.0
499,10-Feb-96,24:00:00,999.75772,0.001121,168.584612,168.584612,0.0,0.0,0.998089,0.00112,210.549208,210.549208,0.0,0.0,0.998121,0.000959,371.499763,371.499763,0.0,0.0,0.999491
500,11-Feb-96,24:00:00,1059.248671,0.001244,158.759402,158.759402,0.0,0.0,0.994003,0.001243,198.286269,198.286269,0.0,0.0,0.994037,0.001064,349.86529,349.86529,0.0,0.0,0.996951
501,12-Feb-96,24:00:00,1128.993388,0.001342,149.513266,149.513266,0.0,0.0,0.989636,0.001341,186.73887,186.73887,0.0,0.0,0.989673,0.001148,329.490712,329.490712,0.0,0.0,0.993215
502,13-Feb-96,24:00:00,1121.49838,0.001288,140.806224,140.806224,0.0,0.0,0.985059,0.001287,176.715314,175.888256,0.005382,0.000354,0.987444,0.001103,333.416599,330.091439,0.011054,0.007349,0.99207
503,14-Feb-96,24:00:00,1459.319999,0.00051,134.955716,134.763418,0.012967,0.007927,0.986942,0.00051,230.075243,211.81999,0.016082,0.016082,1.0,0.000437,684.69877,667.264114,0.01447,0.01447,1.0
504,15-Feb-96,24:00:00,1982.676433,0.000604,324.425287,321.837469,0.008846,0.008846,1.0,0.000604,553.074945,515.680287,0.007067,0.007067,1.0,0.000518,653.479738,643.116118,0.002485,0.002485,1.0
505,16-Feb-96,24:00:00,1396.090383,0.000829,309.468837,308.572052,0.011413,0.011413,1.0,0.000829,391.739137,379.193018,0.012372,0.012372,1.0,0.00071,377.838097,373.017096,0.011719,0.011719,1.0
506,17-Feb-96,24:00:00,2227.819269,0.000315,595.026398,337.391431,0.0222,0.0222,1.0,0.000315,798.470896,425.810433,0.022149,0.022149,1.0,0.00027,1196.895863,947.32624,0.042124,0.042124,1.0
507,18-Feb-96,24:00:00,6550.334676,0.000393,1873.419941,677.860237,0.042344,0.042344,1.0,0.000393,2058.084293,842.491954,0.042206,0.042206,1.0,0.000337,2153.666216,1917.431054,0.046002,0.046002,1.0
508,19-Feb-96,24:00:00,5242.390602,0.000474,1318.369179,994.979653,0.036319,0.036319,1.0,0.000474,1506.059645,1195.590146,0.038658,0.038658,1.0,0.000406,1506.403909,1471.556071,0.035537,0.035537,1.0
509,20-Feb-96,24:00:00,4868.552782,0.000711,1257.027325,1070.220638,0.025176,0.025176,1.0,0.00071,1560.283321,1258.825444,0.023436,0.023436,1.0,0.000608,1602.319991,1565.549264,0.017781,0.017781,1.0
510,21-Feb-96,24:00:00,3691.702709,0.000978,757.997818,729.593663,0.0,0.0,1.0,0.000977,790.469635,757.895483,0.001287,0.001287,1.0,0.000836,548.163124,544.551834,0.002834,0.002834,1.0
511,22-Feb-96,24:00:00,3973.821458,0.000415,348.738798,347.56072,0.006006,0.006006,1.0,0.000415,383.360383,380.412297,0.006502,0.006502,1.0,0.000356,574.782965,568.438353,0.010647,0.010647,1.0
512,23-Feb-96,24:00:00,3920.191964,0.000705,316.984495,316.257787,0.0,0.0,1.0,0.000704,399.729301,388.313088,0.0,0.0,1.0,0.000603,620.691303,614.699358,0.0,0.0,1.0
513,24-Feb-96,24:00:00,2308.050945,0.000841,259.365858,259.304299,0.0,0.0,1.0,0.00084,304.60557,303.978724,0.0,0.0,1.0,0.00072,392.883006,392.883006,0.0,0.0,1.0
514,25-Feb-96,24:00:00,1281.155552,0.001209,210.58612,210.585592,0.0,0.0,1.0,0.001209,250.091016,250.091016,0.0,0.0,1.0,0.001035,368.907217,368.907217,0.0,0.0,1.0
515,26-Feb-96,24:00:00,1178.868117,0.000826,210.517835,210.226367,0.003249,0.003249,1.0,0.000825,267.735792,261.472838,0.00887,0.00887,1.0,0.000707,561.507859,551.856142,0.017799,0.017799,1.0
516,27-Feb-96,24:00:00,2391.089022,0.000541,398.980899,395.355755,0.041293,0.041293,1.0,0.000541,642.150854,586.654352,0.038653,0.038653,1.0,0.000463,1209.476672,1178.717122,0.028555,0.028555,1.0
517,28-Feb-96,24:00:00,4155.218775,0.000576,1365.183054,908.797848,0.022996,0.022996,1.0,0.000576,1294.604469,1092.902229,0.023465,0.023465,1.0,0.000493,1248.572948,1218.981672,0.016658,0.016658,1.0
518,29-Feb-96,24:00:00,2269.561814,0.001457,719.63877,666.707725,0.0,0.0,1.0,0.001456,730.235558,713.136579,0.0,0.0,1.0,0.001247,405.481075,405.462949,0.0,0.0,1.0
519,01-Mar-96,24:00:00,1295.414146,0.001406,317.445042,316.031522,0.0,0.0,1.0,0.001406,336.184671,336.146922,0.0,0.0,1.0,0.001205,364.27174,364.27174,0.0,0.0,1.0
520,02-Mar-96,24:00:00,1081.827424,0.000886,222.079069,222.079069,0.0,0.0,0.999892,0.000886,257.144735,257.144735,0.0,0.0,0.999894,0.000759,343.035667,343.035667,0.0,0.0,1.0
521,03-Mar-96,24:00:00,2077.672292,0.000404,576.948502,296.410303,0.036056,0.035903,0.999874,0.000404,621.617193,365.505802,0.035598,0.035447,0.999875,0.000345,1194.676945,1154.007745,0.051567,0.051567,1.0
522,04-Mar-96,24:00:00,4860.820409,0.000789,1123.608839,784.105524,0.011067,0.011067,1.0,0.000789,1261.697292,943.083415,0.01092,0.01092,1.0,0.000676,1156.469735,1137.626259,0.001991,0.001991,1.0
523,05-Mar-96,24:00:00,3324.465068,0.001145,539.227726,516.898052,0.0,0.0,1.0,0.001144,557.484038,543.131443,0.0,0.0,1.0,0.00098,375.41464,375.41295,0.0,0.0,1.0
524,06-Mar-96,24:00:00,2305.55609,0.001291,271.006025,271.00432,0.0,0.0,1.0,0.00129,291.704472,291.704472,0.0,0.0,1.0,0.001105,348.114959,348.114959,0.0,0.0,1.0
525,07-Mar-96,24:00:00,1386.505812,0.001271,209.246059,209.246059,0.0,0.0,0.999676,0.00127,241.174111,241.174111,0.0,0.0,0.999661,0.001088,327.836194,327.836194,0.0,0.0,1.0
526,08-Mar-96,24:00:00,1027.785219,0.001632,190.536666,190.536666,0.0,0.0,0.996533,0.001632,223.717904,223.717904,0.0,0.0,0.996495,0.001397,308.744487,308.744487,0.0,0.0,0.998619
527,09-Mar-96,24:00:00,940.73589,0.001121,178.674969,178.674969,0.0,0.0,0.993203,0.00112,210.402733,210.402733,0.0,0.0,0.993168,0.000959,290.764598,290.764598,0.0,0.0,0.996281
528,10-Mar-96,24:00:00,1514.578769,0.000962,282.939335,281.03754,0.021375,0.019391,0.999695,0.000961,384.731432,352.858789,0.023705,0.021711,0.999614,0.000823,785.455584,763.776438,0.024025,0.02294,0.999691
529,11-Mar-96,24:00:00,2459.556282,0.000933,544.85441,541.956165,0.015402,0.015402,1.0,0.000933,720.05683,677.290853,0.014099,0.014099,1.0,0.000799,865.836119,847.450829,0.012029,0.012029,1.0
530,12-Mar-96,24:00:00,1602.353607,0.002132,415.962386,415.631283,0.0,0.0,1.0,0.002131,446.623684,443.161335,0.0,0.0,1.0,0.001826,306.748131,306.748131,0.0,0.0,1.0
531,13-Mar-96,24:00:00,1182.624503,0.001968,226.282134,226.272838,0.0,0.0,0.998913,0.001968,242.658397,242.640996,0.0,0.0,0.998914,0.001686,279.913579,279.913579,0.0,0.0,0.999855
532,14-Mar-96,24:00:00,1081.165644,0.001908,174.112939,174.112939,0.0,0.0,0.994097,0.001908,199.686513,199.686513,0.0,0.0,0.9941,0.001636,263.601944,263.601944,0.0,0.0,0.99699
533,15-Mar-96,24:00:00,1033.431066,0.001717,158.21328,158.21328,0.0,0.0,0.98788,0.001717,185.033096,185.033096,0.0,0.0,0.987884,0.001471,248.250947,248.250947,0.0,0.0,0.991663
534,16-Mar-96,24:00:00,997.551531,0.002172,148.308829,148.308829,0.0,0.0,0.981219,0.002172,173.998975,173.998975,0.0,0.0,0.981225,0.001862,233.79393,233.79393,0.0,0.0,0.985955
535,17-Mar-96,24:00:00,964.744812,0.002256,139.598385,139.598385,0.0,0.0,0.973636,0.002256,163.846381,163.846381,0.0,0.0,0.973642,0.001933,220.178824,220.178824,0.0,0.0,0.979456
536,18-Mar-96,24:00:00,933.943618,0.002256,131.461537,131.461537,0.0,0.0,0.965894,0.002256,154.303318,154.303318,0.0,0.0,0.965901,0.001934,207.356601,207.356601,0.0,0.0,0.972821
537,19-Mar-96,24:00:00,937.600556,0.002041,123.805129,123.805129,0.0,0.0,0.958477,0.002041,145.317295,145.317295,0.0,0.0,0.958483,0.00175,195.281087,195.281087,0.0,0.0,0.966462
538,20-Mar-96,24:00:00,860.264043,0.002294,116.595215,116.595215,0.0,0.0,0.951271,0.002294,136.854664,136.854664,0.0,0.0,0.951278,0.001966,183.908796,183.908796,0.0,0.0,0.960286
539,21-Mar-96,24:00:00,714.435818,0.001402,109.805229,109.805229,0.0,0.0,0.944594,0.001401,128.884865,128.884865,0.0,0.0,0.9446,0.001201,173.198776,173.198776,0.0,0.0,0.954563
540,22-Mar-96,24:00:00,645.801225,0.001789,103.410667,103.410667,0.0,0.0,0.939165,0.001789,121.37919,121.37919,0.0,0.0,0.939173,0.001533,163.112459,163.112459,0.0,0.0,0.949913
541,23-Mar-96,24:00:00,623.27767,0.00138,97.388495,97.388495,0.0,0.0,0.933797,0.00138,114.310613,114.310613,0.0,0.0,0.933805,0.001182,153.613524,153.613524,0.0,0.0,0.945313
542,24-Mar-96,24:00:00,601.777415,0.001888,91.717028,91.717028,0.0,0.0,0.928135,0.001888,107.653678,107.653678,0.0,0.0,0.928145,0.001618,144.667765,144.667765,0.0,0.0,0.940463
543,25-Mar-96,24:00:00,583.125325,0.001801,86.375841,86.375841,0.0,0.0,0.921881,0.0018,101.384413,101.384413,0.0,0.0,0.921892,0.001542,136.242966,136.242966,0.0,0.0,0.935104
544,26-Mar-96,24:00:00,567.002531,0.000571,81.345702,81.345702,0.0,0.0,0.917623,0.00057,95.480241,95.480241,0.0,0.0,0.918514,0.000489,130.57195,128.308789,0.006663,0.0,0.935926
545,27-Mar-96,24:00:00,557.911962,0.001736,76.608494,76.608494,0.0,0.0,0.913713,0.001735,89.919902,89.919902,0.0,0.0,0.918514,0.001486,127.14168,120.836663,0.001048,0.0,0.958648
546,28-Mar-96,24:00:00,533.566934,0.001724,72.147161,72.147161,0.0,0.0,0.907912,0.001724,84.683372,84.683372,0.0,0.0,0.916874,0.001477,113.79968,113.79968,0.0,0.0,0.958648
547,29-Mar-96,24:00:00,517.127046,0.001656,67.945635,67.945635,0.0,0.0,0.902184,0.001656,79.751794,79.751794,0.0,0.0,0.911901,0.001419,107.172499,107.172499,0.0,0.0,0.958427
548,30-Mar-96,24:00:00,502.146103,0.001516,64.010908,63.988787,0.005118,0.0,0.898403,0.001516,75.297385,75.107408,0.00351,0.0,0.907362,0.001299,100.986332,100.931256,0.001677,0.0,0.95621
549,31-Mar-96,24:00:00,1901.11231,0.000739,292.912192,149.485676,0.051789,0.025946,0.985963,0.000738,566.511023,196.079965,0.050929,0.026313,0.98733,0.000633,1318.038428,1253.147162,0.057716,0.045825,0.99675
550,01-Apr-96,24:00:00,2215.714902,0.001693,494.548408,414.314236,0.0,0.0,1.0,0.001692,627.36425,493.216484,0.0,0.0,1.0,0.00145,379.392096,378.339529,0.0,0.0,1.0
551,02-Apr-96,24:00:00,875.574108,0.00208,205.057233,200.213632,0.0,0.0,1.0,0.00208,205.643046,200.896332,0.0,0.0,1.0,0.001782,154.781313,154.781313,0.0,0.0,1.0
552,03-Apr-96,24:00:00,615.034284,0.00186,97.84366,97.84366,0.0,0.0,0.997539,0.001859,103.280007,103.280007,0.0,0.0,0.997541,0.001593,145.354575,145.354575,0.0,0.0,0.998964
553,04-Apr-96,24:00:00,562.521174,0.002397,75.690428,75.690428,0.0,0.0,0.990468,0.002397,86.164699,86.164699,0.0,0.0,0.990473,0.002054,136.889444,136.889444,0.0,0.0,0.993884
554,05-Apr-96,24:00:00,541.542285,0.00247,69.105297,69.105297,0.0,0.0,0.982132,0.00247,80.097081,80.097081,0.0,0.0,0.982139,0.002117,128.917619,128.917619,0.0,0.0,0.986742
555,06-Apr-96,24:00:00,526.918065,0.002437,64.83516,64.83516,0.0,0.0,0.973536,0.002437,75.34783,75.34783,0.0,0.0,0.973544,0.002088,121.410037,121.410037,0.0,0.0,0.979377
556,07-Apr-96,24:00:00,511.419536,0.001677,61.034252,61.034252,0.0,0.0,0.966656,0.001676,70.953693,70.953693,0.0,0.0,0.966665,0.001436,114.339663,114.339663,0.0,0.0,0.973481
557,08-Apr-96,24:00:00,522.592435,0.001578,57.477469,57.477469,0.0,0.0,0.960953,0.001577,66.821242,66.821242,0.0,0.0,0.960963,0.001351,107.681037,107.681037,0.0,0.0,0.968596
558,09-Apr-96,24:00:00,547.23387,0.00167,54.130018,54.130018,0.0,0.0,0.955303,0.00167,62.929845,62.929845,0.0,0.0,0.955314,0.00143,101.410178,101.410178,0.0,0.0,0.963756
559,10-Apr-96,24:00:00,548.230124,0.001704,50.97771,50.97771,0.0,0.0,0.949549,0.001704,59.265093,59.265093,0.0,0.0,0.949562,0.00146,95.504506,95.504506,0.0,0.0,0.958828
560,11-Apr-96,24:00:00,536.371119,0.001877,48.008996,48.008996,0.0,0.0,0.943468,0.001877,55.813761,55.813761,0.0,0.0,0.943483,0.001608,89.942754,89.942754,0.0,0.0,0.95362
561,12-Apr-96,24:00:00,524.937194,0.001899,45.213168,45.213168,0.0,0.0,0.936912,0.001898,52.563419,52.563419,0.0,0.0,0.936927,0.001627,84.704893,84.704893,0.0,0.0,0.948003
562,13-Apr-96,24:00:00,514.167294,0.002068,42.580157,42.580157,0.0,0.0,0.930495,0.002068,49.502362,49.502362,0.0,0.0,0.930511,0.001772,79.772061,79.772061,0.0,0.0,0.942506
563,14-Apr-96,24:00:00,505.980781,0.000771,40.103527,40.10048,0.002059,0.0,0.925581,0.000771,46.929988,46.619567,0.00454,0.0,0.926857,0.00066,76.991639,75.126496,0.008176,0.0,0.941858
564,15-Apr-96,24:00:00,842.446872,0.001288,40.363079,37.765209,0.019642,0.0,0.990509,0.001288,101.610817,58.513818,0.01875,0.001321,0.993587,0.001103,491.538197,457.449656,0.024557,0.014507,0.997704
565,16-Apr-96,24:00:00,863.43641,0.000667,103.79048,48.658075,0.017961,0.017472,0.998954,0.000667,159.541393,74.880554,0.017095,0.017095,1.0,0.000572,391.188984,374.50489,0.021236,0.021236,1.0
566,17-Apr-96,24:00:00,2383.289983,0.001164,497.15744,294.559211,0.002083,0.002083,1.0,0.001164,593.507255,376.533879,0.003101,0.003101,1.0,0.000997,586.611815,576.72615,0.002296,0.002296,1.0
567,18-Apr-96,24:00:00,1514.273494,0.000927,225.226096,210.556547,0.006599,0.006599,1.0,0.000927,265.043656,243.542056,0.007931,0.007931,1.0,0.000794,393.096022,381.818879,0.01043,0.01043,1.0
568,19-Apr-96,24:00:00,1135.8162,0.0015,169.005087,168.667463,0.0,0.0,1.0,0.0015,212.377044,207.503913,0.0,0.0,1.0,0.001285,176.687541,176.374701,0.0,0.0,1.0
569,20-Apr-96,24:00:00,659.340421,0.000664,86.531219,86.510643,0.0,0.0,1.0,0.000663,96.765901,96.584534,0.0,0.0,1.0,0.000569,119.522783,119.522783,0.0,0.0,1.0
570,21-Apr-96,24:00:00,580.021955,0.001592,56.866276,56.866276,0.0,0.0,0.999668,0.001591,66.330413,66.330413,0.0,0.0,0.99967,0.001364,112.476428,112.476428,0.0,0.0,1.0
571,22-Apr-96,24:00:00,557.570024,0.001898,49.41603,49.41603,0.0,0.0,0.995955,0.001897,59.491441,59.491441,0.0,0.0,0.995959,0.001626,105.92624,105.92624,0.0,0.0,0.998073
572,23-Apr-96,24:00:00,893.733143,0.001718,63.738916,63.254437,0.004132,0.00193,0.998989,0.001718,115.034893,103.703299,0.006183,0.003982,0.999212,0.001472,446.858713,432.899516,0.012564,0.011246,0.999843
573,24-Apr-96,24:00:00,991.276049,0.002846,65.178212,65.088941,0.0,0.0,0.999675,0.002845,101.371703,99.94494,0.0,0.0,0.999676,0.002438,120.833449,120.831689,0.0,0.0,1.0
574,25-Apr-96,24:00:00,839.606585,0.003121,47.533668,47.529877,0.0,0.0,0.99378,0.00312,61.619236,61.60158,0.0,0.0,0.993783,0.002674,105.393549,105.393549,0.0,0.0,0.996401
575,26-Apr-96,24:00:00,602.987825,0.002808,41.050136,41.050136,0.0,0.0,0.983415,0.002808,51.929707,51.929707,0.0,0.0,0.983418,0.002407,99.245452,99.245452,0.0,0.0,0.987832
576,27-Apr-96,24:00:00,523.217879,0.002503,38.087671,38.087671,0.0,0.0,0.974328,0.002504,48.240126,48.240126,0.0,0.0,0.974332,0.002146,93.465837,93.465837,0.0,0.0,0.980045
577,28-Apr-96,24:00:00,511.655768,0.002938,35.799619,35.799619,0.0,0.0,0.965006,0.002938,45.372764,45.372764,0.0,0.0,0.96501,0.002518,88.022807,88.022807,0.0,0.0,0.972056
578,29-Apr-96,24:00:00,510.062395,0.003285,33.707263,33.707263,0.0,0.0,0.954495,0.003285,42.725986,42.725986,0.0,0.0,0.9545,0.002815,82.896756,82.896756,0.0,0.0,0.963047
579,30-Apr-96,24:00:00,503.723562,0.003357,31.743552,31.743552,0.0,0.0,0.942985,0.003357,40.237499,40.237499,0.0,0.0,0.94299,0.002877,78.069222,78.069222,0.0,0.0,0.953184
580,01-May-96,24:00:00,501.808846,0.003147,29.89488,29.89488,0.0,0.0,0.931963,0.003147,37.894227,37.894227,0.0,0.0,0.931969,0.002697,73.522822,73.522822,0.0,0.0,0.943738
581,02-May-96,24:00:00,487.483786,0.002692,28.153931,28.153931,0.0,0.0,0.921807,0.002692,35.687436,35.687436,0.0,0.0,0.921813,0.002307,69.241184,69.241184,0.0,0.0,0.935034
582,03-May-96,24:00:00,443.989373,0.002636,26.514372,26.514372,0.0,0.0,0.912728,0.002636,33.609161,33.609161,0.0,0.0,0.912734,0.002259,65.208889,65.208889,0.0,0.0,0.927254
583,04-May-96,24:00:00,418.054602,0.001968,24.970294,24.970294,0.0,0.0,0.904834,0.001968,31.651914,31.651914,0.0,0.0,0.904841,0.001686,61.411417,61.411417,0.0,0.0,0.92049
584,05-May-96,24:00:00,409.568259,0.001901,23.516137,23.516137,0.0,0.0,0.898097,0.001901,29.808649,29.808649,0.0,0.0,0.898105,0.001629,57.835093,57.835093,0.0,0.0,0.914718
585,06-May-96,24:00:00,401.012128,0.002846,22.146663,22.146663,0.0,0.0,0.890078,0.002846,28.072728,28.072728,0.0,0.0,0.890086,0.002439,54.467038,54.467038,0.0,0.0,0.907846
586,07-May-96,24:00:00,393.429224,0.002521,20.856941,20.856941,0.0,0.0,0.8809,0.002521,26.437899,26.437899,0.0,0.0,0.880908,0.002161,51.295123,51.295123,0.0,0.0,0.899981
587,08-May-96,24:00:00,387.199799,0.002769,19.642327,19.642327,0.0,0.0,0.871759,0.002769,24.898275,24.898275,0.0,0.0,0.871768,0.002373,48.307926,48.307926,0.0,0.0,0.892147
588,09-May-96,24:00:00,381.707758,0.002994,18.498446,18.498446,0.0,0.0,0.861961,0.002994,23.448311,23.448311,0.0,0.0,0.86197,0.002566,45.49469,45.49469,0.0,0.0,0.883748
589,10-May-96,24:00:00,376.541774,0.002918,17.42118,17.42118,0.0,0.0,0.851958,0.002918,22.082787,22.082787,0.0,0.0,0.851967,0.002501,42.845284,42.845284,0.0,0.0,0.875174
590,11-May-96,24:00:00,372.278443,0.003638,16.406649,16.406649,0.0,0.0,0.84076,0.003637,20.796785,20.796785,0.0,0.0,0.840769,0.003117,40.350168,40.350168,0.0,0.0,0.865577
