Col number,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
   Ordinate,Date,Time,Hopland Gage FLOW,Russian 60 ET-POTENTIAL,Russian 60 FLOW,Russian 60 FLOW-BASE,Russian 60 INFILTRATION,Russian 60 PERC-SOIL,Russian 60 SATURATION FRACTION,Russian 70 ET-POTENTIAL,Russian 70 FLOW,Russian 70 FLOW-BASE,Russian 70 INFILTRATION,Russian 70 PERC-SOIL,Russian 70 SATURATION FRACTION,WF Russian ET-POTENTIAL,WF Russian FLOW,WF Russian FLOW-BASE,WF Russian INFILTRATION,WF Russian PERC-SOIL,WF Russian SATURATION FRACTION
Units,, ,CFS,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN,IN,CFS,CFS,IN,IN,IN/IN
Type,, ,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER,PER-CUM,PER-AVER,PER-AVER,PER-CUM,PER-CUM,PER-AVER
1,30-Sep-94,24:00:00,153.0,0.001439,0.0,0.0,0.0,0.0,0.0,0.001438,0.0,0.0,0.0,0.0,0.0,0.001232,0.0,0.0,0.0,0.0,0.0
2,01-Oct-94,24:00:00,153.0,0.002308,0.0,0.0,0.0,0.0,0.0,0.002307,0.0,0.0,0.0,0.0,0.0,0.001977,0.0,0.0,0.0,0.0,0.0
3,02-Oct-94,24:00:00,153.0,0.002008,0.0,0.0,0.0,0.0,0.0,0.002008,0.0,0.0,0.0,0.0,0.0,0.00172,0.0,0.0,0.0,0.0,0.0
4,03-Oct-94,24:00:00,147.385377,0.000564,0.252654,0.0,0.004533,0.0,0.0057,0.000564,0.585824,0.0,0.000677,0.0,0.000774,0.000483,0.0,0.0,0.0,0.0,0.0
5,04-Oct-94,24:00:00,134.286019,0.001114,0.357461,0.0,0.0,0.0,0.015542,0.001114,0.779468,0.0,0.0,0.0,0.002322,0.000954,0.0,0.0,0.0,0.0,0.0
6,05-Oct-94,24:00:00,122.354715,0.001797,0.023481,0.0,0.0,0.0,0.015542,0.001797,0.034451,0.0,0.0,0.0,0.002322,0.001539,0.0,0.0,0.0,0.0,0.0
7,06-Oct-94,24:00:00,119.27463,0.001913,0.0,0.0,0.0,0.0,0.014663,0.001912,0.0,0.0,0.0,0.0,0.001459,0.001638,0.0,0.0,0.0,0.0,0.0
8,07-Oct-94,24:00:00,119.014252,0.001773,0.0,0.0,0.0,0.0,0.010243,0.001773,0.0,0.0,0.0,0.0,0.0,0.001519,0.0,0.0,0.0,0.0,0.0
9,08-Oct-94,24:00:00,119.000636,0.001694,0.0,0.0,0.0,0.0,0.004443,0.001693,0.0,0.0,0.0,0.0,0.0,0.00145,0.0,0.0,0.0,0.0,0.0
10,09-Oct-94,24:00:00,126.774848,0.001727,0.0,0.0,0.0,0.0,0.000492,0.001727,0.0,0.0,0.0,0.0,0.0,0.001479,0.0,0.0,0.0,0.0,0.0
11,10-Oct-94,24:00:00,145.516359,0.001527,0.0,0.0,0.0,0.0,0.0,0.001527,0.0,0.0,0.0,0.0,0.0,0.001307,0.0,0.0,0.0,0.0,0.0
12,11-Oct-94,24:00:00,148.238871,0.001825,0.0,0.0,0.0,0.0,0.0,0.001824,0.0,0.0,0.0,0.0,0.0,0.001562,0.0,0.0,0.0,0.0,0.0
13,12-Oct-94,24:00:00,127.771481,0.001867,0.0,0.0,0.0,0.0,0.0,0.001866,0.0,0.0,0.0,0.0,0.0,0.001599,0.0,0.0,0.0,0.0,0.0
14,13-Oct-94,24:00:00,114.37692,0.001661,0.0,0.0,0.0,0.0,0.0,0.00166,0.0,0.0,0.0,0.0,0.0,0.001421,0.0,0.0,0.0,0.0,0.0
15,14-Oct-94,24:00:00,113.07377,0.001913,0.0,0.0,0.0,0.0,0.0,0.001912,0.0,0.0,0.0,0.0,0.0,0.001637,0.0,0.0,0.0,0.0,0.0
16,15-Oct-94,24:00:00,113.003336,0.001628,0.0,0.0,0.0,0.0,0.0,0.001627,0.0,0.0,0.0,0.0,0.0,0.001395,0.0,0.0,0.0,0.0,0.0
17,16-Oct-94,24:00:00,113.000139,0.001115,0.0,0.0,0.0,0.0,0.0,0.001114,0.0,0.0,0.0,0.0,0.0,0.000955,0.0,0.0,0.0,0.0,0.0
18,17-Oct-94,24:00:00,113.000006,0.001661,0.0,0.0,0.0,0.0,0.0,0.001661,0.0,0.0,0.0,0.0,0.0,0.001423,0.0,0.0,0.0,0.0,0.0
19,18-Oct-94,24:00:00,113.0,0.001592,0.0,0.0,0.0,0.0,0.0,0.001592,0.0,0.0,0.0,0.0,0.0,0.001364,0.0,0.0,0.0,0.0,0.0
20,19-Oct-94,24:00:00,116.455476,0.001416,0.0,0.0,0.0,0.0,0.0,0.001416,0.0,0.0,0.0,0.0,0.0,0.001214,0.0,0.0,0.0,0.0,0.0
21,20-Oct-94,24:00:00,125.312968,0.001471,0.0,0.0,0.0,0.0,0.0,0.001471,0.0,0.0,0.0,0.0,0.0,0.001261,0.0,0.0,0.0,0.0,0.0
22,21-Oct-94,24:00:00,133.533345,0.001379,0.0,0.0,0.0,0.0,0.0,0.001379,0.0,0.0,0.0,0.0,0.0,0.001182,0.0,0.0,0.0,0.0,0.0
23,22-Oct-94,24:00:00,136.692465,0.001638,0.0,0.0,0.0,0.0,0.0,0.001638,0.0,0.0,0.0,0.0,0.0,0.001403,0.0,0.0,0.0,0.0,0.0
24,23-Oct-94,24:00:00,132.664354,0.00133,0.0,0.0,0.0,0.0,0.0,0.001329,0.0,0.0,0.0,0.0,0.0,0.001138,0.0,0.0,0.0,0.0,0.0
25,24-Oct-94,24:00:00,124.09168,0.000854,0.0,0.0,0.0,0.0,0.0,0.000853,0.0,0.0,0.0,0.0,0.0,0.00073,0.0,0.0,0.0,0.0,0.0
26,25-Oct-94,24:00:00,122.05945,0.000889,0.0,0.0,0.0,0.0,0.0,0.000889,0.0,0.0,0.0,0.0,0.0,0.000761,0.0,0.0,0.0,0.0,0.0
27,26-Oct-94,24:00:00,127.287862,0.000914,0.0,0.0,0.0,0.0,0.0,0.000914,0.0,0.0,0.0,0.0,0.0,0.000782,0.0,0.0,0.0,0.0,0.0
28,27-Oct-94,24:00:00,130.654658,0.001216,0.0,0.0,0.0,0.0,0.0,0.001216,0.0,0.0,0.0,0.0,0.0,0.001041,0.0,0.0,0.0,0.0,0.0
29,28-Oct-94,24:00:00,130.981506,0.001273,0.0,0.0,0.0,0.0,0.0,0.001273,0.0,0.0,0.0,0.0,0.0,0.00109,0.0,0.0,0.0,0.0,0.0
30,29-Oct-94,24:00:00,131.431098,0.001246,0.0,0.0,0.0,0.0,0.0,0.001245,0.0,0.0,0.0,0.0,0.0,0.001066,0.0,0.0,0.0,0.0,0.0
31,30-Oct-94,24:00:00,126.761962,0.000974,0.0,0.0,0.0,0.0,0.0,0.000973,0.0,0.0,0.0,0.0,0.0,0.000833,0.0,0.0,0.0,0.0,0.0
32,31-Oct-94,24:00:00,117.630969,0.000677,0.0,0.0,0.0,0.0,0.0,0.000677,0.0,0.0,0.0,0.0,0.0,0.00058,0.0,0.0,0.0,0.0,0.0
33,01-Nov-94,24:00:00,113.418862,0.001281,0.0,0.0,0.0,0.0,0.0,0.00128,0.0,0.0,0.0,0.0,0.0,0.001096,0.0,0.0,0.0,0.0,0.0
34,02-Nov-94,24:00:00,113.022296,0.001056,0.0,0.0,0.0,0.0,0.0,0.001056,0.0,0.0,0.0,0.0,0.0,0.000904,0.0,0.0,0.0,0.0,0.0
35,03-Nov-94,24:00:00,114.170709,0.000507,0.13005,0.0,0.020472,0.0,0.007909,0.000506,5.800111,0.0,0.03091,0.0,0.014466,0.000433,12.366816,0.0,0.043867,0.0,0.021802
36,04-Nov-94,24:00:00,256.504908,0.00035,6.486661,0.0,0.040763,0.0,0.16982,0.00035,103.655015,0.0,0.029164,0.0,0.185559,0.000299,59.204384,0.0,0.022139,0.0,0.213919
37,05-Nov-94,24:00:00,146.887565,0.000356,2.68746,0.0,0.007053,0.0,0.232205,0.000356,24.553997,0.0,0.005506,0.0,0.223351,0.000304,3.816154,0.0,0.001836,0.0,0.232341
38,06-Nov-94,24:00:00,89.023187,0.000895,0.235398,0.0,0.0,0.0,0.234132,0.000894,1.498016,0.0,0.0,0.0,0.224847,0.000765,0.0,0.0,0.0,0.0,0.232601
39,07-Nov-94,24:00:00,83.091047,0.000885,0.005359,0.0,0.0,0.0,0.234132,0.000884,0.008079,0.0,0.0,0.0,0.224847,0.000756,0.0,0.0,0.0,0.0,0.232601
40,08-Nov-94,24:00:00,210.185517,0.000306,7.250147,0.0,0.070876,0.0,0.399456,0.000306,113.963085,0.0,0.069993,0.0,0.38905,0.000261,79.196159,0.0,0.072556,0.0,0.403194
41,09-Nov-94,24:00:00,178.628128,0.000703,2.517911,0.0,0.0,0.0,0.477135,0.000702,29.76145,0.0,0.0,0.0,0.464824,0.000601,1.429616,0.0,0.0,0.0,0.481365
42,10-Nov-94,24:00:00,84.48269,0.000453,0.138479,0.0,0.0,0.0,0.477135,0.000453,0.91003,0.0,0.0,0.0,0.464824,0.000387,0.0,0.0,0.0,0.0,0.481365
43,11-Nov-94,24:00:00,75.411043,0.001009,0.0,0.0,0.0,0.0,0.477135,0.001008,0.0,0.0,0.0,0.0,0.464824,0.000863,0.0,0.0,0.0,0.0,0.481365
44,12-Nov-94,24:00:00,75.016116,0.000855,0.0,0.0,0.0,0.0,0.477135,0.000854,0.0,0.0,0.0,0.0,0.464824,0.000731,0.0,0.0,0.0,0.0,0.481365
45,13-Nov-94,24:00:00,76.728351,0.000979,0.0,0.0,0.0,0.0,0.477135,0.000978,0.0,0.0,0.0,0.0,0.464824,0.000838,0.0,0.0,0.0,0.0,0.481365
46,14-Nov-94,24:00:00,112.997967,0.000574,1.983097,0.0,0.020083,0.0,0.520836,0.000574,33.402505,0.0,0.02092,0.0,0.511217,0.000491,24.003315,0.0,0.021877,0.0,0.531311
47,15-Nov-94,24:00:00,116.997761,0.00076,0.779796,0.0,0.0,0.0,0.545991,0.000759,9.529513,0.0,0.000826,0.0,0.536668,0.000649,0.383736,0.0,0.002424,0.0,0.556823
48,16-Nov-94,24:00:00,99.412918,0.00094,0.044381,0.0,2e-06,0.0,0.545996,0.000939,9.733567,0.0,0.004135,0.0,0.55315,0.000804,10.62939,0.0,0.007211,0.0,0.588425
49,17-Nov-94,24:00:00,85.6524,0.000957,2.4e-05,0.0,0.0,0.0,0.545996,0.000956,0.813115,0.0,0.0,0.0,0.553558,0.000818,0.0,0.0,0.0,0.0,0.589406
50,18-Nov-94,24:00:00,80.36892,0.000642,1e-06,0.0,0.0,0.0,0.545996,0.000641,0.001166,0.0,0.0,0.0,0.553558,0.000548,0.0,0.0,0.0,0.0,0.589406
51,19-Nov-94,24:00:00,80.015529,0.000133,0.0,0.0,0.0,0.0,0.545996,0.000133,0.0,0.0,0.0,0.0,0.553558,0.000114,0.0,0.0,0.0,0.0,0.589406
52,20-Nov-94,24:00:00,80.000619,0.000557,0.0,0.0,0.0,0.0,0.545996,0.000556,0.0,0.0,0.0,0.0,0.553558,0.000476,0.0,0.0,0.0,0.0,0.589406
53,21-Nov-94,24:00:00,80.000024,0.000705,0.0,0.0,0.0,0.0,0.545996,0.000705,0.0,0.0,0.0,0.0,0.553558,0.000603,0.0,0.0,0.0,0.0,0.589406
54,22-Nov-94,24:00:00,80.000001,0.000519,0.0,0.0,0.0,0.0,0.54557,0.000518,0.0,0.0,0.0,0.0,0.553192,0.000443,0.0,0.0,0.0,0.0,0.589406
55,23-Nov-94,24:00:00,81.221441,0.000407,0.103322,0.0,0.023172,0.0,0.551807,0.000406,3.679487,0.0,0.026073,0.0,0.562248,0.000348,10.492926,0.0,0.033676,0.0,0.606693
56,24-Nov-94,24:00:00,199.567452,0.000377,5.544268,0.0,0.029927,0.0,0.688959,0.000376,91.032699,0.0,0.031057,0.0,0.707234,0.000322,54.197674,0.0,0.026451,0.0,0.764722
57,25-Nov-94,24:00:00,151.514436,0.000679,1.837961,0.0,0.001472,0.0,0.729946,0.000678,28.323205,0.0,0.003506,0.0,0.756675,0.000581,7.987155,0.0,0.005432,0.0,0.808876
58,26-Nov-94,24:00:00,102.433901,8.7e-05,0.548813,0.0,0.004629,0.0,0.739679,8.7e-05,12.596163,0.0,0.006962,0.0,0.773346,7.4e-05,11.394184,0.0,0.010418,0.0,0.834817
59,27-Nov-94,24:00:00,96.073144,0.000486,0.226771,0.0,0.0,0.0,0.74682,0.000486,3.9139,0.0,0.0,0.0,0.783372,0.000416,0.353786,0.0,0.0,0.0,0.849894
60,28-Nov-94,24:00:00,62.066035,0.000484,0.013492,0.0,0.0,0.0,0.74682,0.000483,0.138039,0.0,0.0,0.0,0.783372,0.000413,0.0,0.0,0.0,0.0,0.849894
61,29-Nov-94,24:00:00,53.514666,0.000655,0.0,0.0,0.0,0.0,0.74682,0.000654,0.0,0.0,0.0,0.0,0.783372,0.00056,0.0,0.0,0.0,0.0,0.849894
62,30-Nov-94,24:00:00,69.244653,0.000242,0.0,0.0,0.0,0.0,0.74682,0.000242,0.0,0.0,0.0,0.0,0.783372,0.000207,0.0,0.0,0.0,0.0,0.849894
63,01-Dec-94,24:00:00,70.00634,0.000323,0.0,0.0,0.0,0.0,0.74682,0.000323,0.0,0.0,0.0,0.0,0.783372,0.000276,0.0,0.0,0.0,0.0,0.849894
64,02-Dec-94,24:00:00,349.085476,0.000189,6.420415,0.0,0.067436,0.0,0.890678,0.000188,109.641497,8.559299,0.066983,0.0038,0.920278,0.000161,564.922316,492.085214,0.068327,0.024546,0.954481
65,03-Dec-94,24:00:00,778.261966,0.000575,2.840451,0.0,0.0,0.0,0.97803,0.000575,102.143932,66.078487,0.0,0.0,1.0,0.000492,278.873529,275.783977,0.0,0.0,1.0
66,04-Dec-94,24:00:00,181.215875,0.000275,0.164916,0.0,0.0,0.0,0.97803,0.000274,25.031551,23.764926,0.0,0.0,1.0,0.000234,38.515713,38.515713,0.0,0.0,1.0
67,05-Dec-94,24:00:00,179.09183,0.000319,0.0,0.0,0.0,0.0,0.97803,0.000318,26.628233,24.248329,0.001273,0.001273,1.0,0.000272,116.195695,113.310539,0.002596,0.002596,1.0
68,06-Dec-94,24:00:00,161.578178,0.000593,0.0,0.0,0.0,0.0,0.97803,0.000592,18.53031,18.280149,0.0,0.0,1.0,0.000506,39.306704,39.306704,0.0,0.0,1.0
69,07-Dec-94,24:00:00,117.489973,0.00046,0.0,0.0,0.0,0.0,0.97803,0.000458,7.562629,7.561273,0.0,0.0,1.0,0.000392,35.562905,35.562905,0.0,0.0,1.0
70,08-Dec-94,24:00:00,108.753823,0.000477,0.0,0.0,0.0,0.0,0.97803,0.000476,5.456385,5.456385,0.0,0.0,1.0,0.000407,33.490167,33.490167,0.0,0.0,1.0
71,09-Dec-94,24:00:00,105.7719,0.000189,0.0,0.0,0.0,0.0,0.97803,0.000188,4.96163,4.96163,0.0,0.0,1.0,0.000161,31.53985,31.53985,0.0,0.0,1.0
72,10-Dec-94,24:00:00,163.934235,0.00017,5.474821,5.006279,0.012578,0.00617,0.985106,0.00017,41.957396,29.28526,0.016519,0.016519,1.0,0.000146,317.388631,300.012928,0.020187,0.020187,1.0
73,11-Dec-94,24:00:00,1144.435848,0.000178,117.953391,116.113583,0.007619,0.007619,1.0,0.000178,361.011149,329.19535,0.008816,0.008816,1.0,0.000153,579.495637,565.578811,0.008732,0.008732,1.0
74,12-Dec-94,24:00:00,820.179138,0.000155,151.847458,151.357845,0.0,0.0,1.0,0.000155,273.013029,265.416041,0.0,0.0,1.0,0.000133,151.897205,151.05482,0.0,0.0,1.0
75,13-Dec-94,24:00:00,978.342982,0.000229,162.416456,160.070769,0.027232,0.027232,1.0,0.000229,269.246427,228.080432,0.029014,0.029014,1.0,0.000196,860.836178,827.758999,0.031102,0.031102,1.0
76,14-Dec-94,24:00:00,1596.35982,0.00026,393.044303,391.644135,0.0,0.0,1.0,0.000259,521.331937,502.966922,0.0,0.0,1.0,0.000222,285.735909,284.251478,0.0,0.0,1.0
77,15-Dec-94,24:00:00,660.66478,0.000212,162.012172,161.926747,0.0,0.0,1.0,0.000212,205.041883,201.480066,0.001552,0.001552,1.0,0.000181,199.313198,196.024868,0.002959,0.002959,1.0
78,16-Dec-94,24:00:00,370.71383,0.000242,61.147404,61.147404,0.0,0.0,1.0,0.000242,95.210464,94.876664,0.0,0.0,1.0,0.000207,108.51259,108.51259,0.0,0.0,1.0
79,17-Dec-94,24:00:00,366.755445,0.000379,45.381102,45.333814,0.000391,0.000391,1.0,0.000379,89.474312,86.539543,0.001571,0.001571,1.0,0.000324,189.928887,186.701299,0.002905,0.002905,1.0
80,18-Dec-94,24:00:00,304.759705,0.000385,40.818466,40.811396,0.0,0.0,1.0,0.000384,75.737359,75.423865,0.0,0.0,1.0,0.000328,100.784425,100.784425,0.0,0.0,1.0
81,19-Dec-94,24:00:00,250.112782,0.000358,35.597964,35.597708,0.0,0.0,1.0,0.000357,58.96579,58.963866,0.0,0.0,1.0,0.000305,93.145886,93.145886,0.0,0.0,1.0
82,20-Dec-94,24:00:00,239.077933,0.000457,32.85465,32.85465,0.0,0.0,1.0,0.000456,53.447318,53.447318,0.0,0.0,1.0,0.00039,87.719381,87.719381,0.0,0.0,1.0
83,21-Dec-94,24:00:00,228.55709,0.000592,30.842283,30.842283,0.0,0.0,1.0,0.000591,50.113179,50.113179,0.0,0.0,1.0,0.000505,82.610998,82.610998,0.0,0.0,1.0
84,22-Dec-94,24:00:00,216.964822,0.000611,29.034282,29.034282,0.0,0.0,1.0,0.00061,47.175738,47.175738,0.0,0.0,1.0,0.000521,77.800105,77.800105,0.0,0.0,1.0
85,23-Dec-94,24:00:00,977.26246,0.000546,166.62604,164.470966,0.018854,0.018854,1.0,0.000546,261.065124,226.789413,0.019389,0.019389,1.0,0.000467,748.28111,723.079783,0.022752,0.022752,1.0
86,24-Dec-94,24:00:00,963.492428,0.00086,256.841421,256.38235,0.0,0.0,1.0,0.00086,312.903626,307.232002,0.0,0.0,1.0,0.000736,143.442053,143.361309,0.0,0.0,1.0
87,25-Dec-94,24:00:00,396.626036,0.000538,100.306438,100.285289,0.0,0.0,1.0,0.000537,110.865535,110.747686,0.0,0.0,1.0,0.000459,99.483778,99.483778,0.0,0.0,1.0
88,26-Dec-94,24:00:00,289.10536,0.00025,58.685806,58.400714,0.014313,0.014313,1.0,0.00025,82.014041,76.247493,0.014809,0.014809,1.0,0.000214,184.221679,178.330919,0.015884,0.015884,1.0
89,27-Dec-94,24:00:00,1142.476333,0.000717,243.806889,242.106421,0.000826,0.000826,1.0,0.000716,340.612703,315.630405,0.000681,0.000681,1.0,0.000613,503.49505,491.73491,0.0,0.0,1.0
90,28-Dec-94,24:00:00,574.180096,0.000427,160.172313,160.042262,0.0,0.0,1.0,0.000426,176.978988,175.717634,0.0,0.0,1.0,0.000364,110.209243,110.209243,0.0,0.0,1.0
91,29-Dec-94,24:00:00,323.94432,0.000423,72.132075,72.131638,0.0,0.0,1.0,0.000422,83.077667,83.077667,0.0,0.0,1.0,0.000361,101.695185,101.695185,0.0,0.0,1.0
92,30-Dec-94,24:00:00,288.594122,0.000263,51.369854,51.369854,0.0,0.0,1.0,0.000263,65.963762,65.963762,0.0,0.0,1.0,0.000225,122.163308,121.221527,0.000848,0.000848,1.0
93,31-Dec-94,24:00:00,297.268051,0.000272,66.198126,65.949893,0.002108,0.002108,1.0,0.000272,60.889157,60.889157,0.0,0.0,1.0,0.000233,91.964749,91.964749,0.0,0.0,1.0
94,01-Jan-95,24:00:00,300.716998,0.000747,66.309473,66.264825,0.000212,0.000212,1.0,0.000747,57.240301,57.240301,0.0,0.0,1.0,0.00064,86.210476,86.210476,0.0,0.0,1.0
95,02-Jan-95,24:00:00,473.55221,0.000267,126.744348,125.671765,0.009562,0.009562,1.0,0.000267,96.561365,89.320973,0.004615,0.004615,1.0,0.000229,260.423739,253.329443,0.006488,0.006488,1.0
96,03-Jan-95,24:00:00,676.075605,0.000372,237.249083,235.553202,0.016179,0.016179,1.0,0.000372,162.052205,152.096449,0.005558,0.005558,1.0,0.000319,150.311554,148.35207,0.001775,0.001775,1.0
97,04-Jan-95,24:00:00,1390.5793,0.000309,383.902583,381.714487,0.013023,0.013023,1.0,0.000309,328.694904,298.025885,0.016238,0.016238,1.0,0.000264,910.668466,878.710852,0.0296,0.0296,1.0
98,05-Jan-95,24:00:00,1462.197674,0.000238,352.09156,350.199309,0.026977,0.026977,1.0,0.000238,419.697357,388.828109,0.026316,0.026316,1.0,0.000204,697.370793,674.546174,0.033183,0.033183,1.0
99,06-Jan-95,24:00:00,6647.673813,0.000376,1768.241452,729.136966,0.048427,0.048427,1.0,0.000376,2231.529817,864.540121,0.047433,0.047433,1.0,0.000322,3104.811206,2407.726738,0.074271,0.074271,1.0
100,07-Jan-95,24:00:00,15975.124818,0.000425,4959.407688,1108.187501,0.05,0.05,1.0,0.000425,6166.958926,1251.320328,0.05,0.05,1.0,0.000364,7932.025766,2775.785531,0.1,0.1,1.0
101,08-Jan-95,24:00:00,23792.126884,0.000444,6491.020129,1258.07148,0.05,0.05,1.0,0.000443,7322.662905,1410.858628,0.05,0.05,1.0,0.00038,7609.61575,3164.774512,0.077204,0.077204,1.0
102,09-Jan-95,24:00:00,7159.677218,0.000566,2115.962999,1217.215243,0.023465,0.023465,1.0,0.000565,2196.57512,1321.730687,0.021115,0.021115,1.0,0.000484,1724.662386,1645.568621,0.025767,0.025767,1.0
103,10-Jan-95,24:00:00,3878.499055,0.000396,1024.649997,982.860734,0.030704,0.030704,1.0,0.000396,1138.846413,1049.078806,0.031928,0.031928,1.0,0.00034,1705.256207,1664.721089,0.033824,0.033824,1.0
104,11-Jan-95,24:00:00,3879.013809,0.000427,980.205246,976.133082,0.033443,0.033443,1.0,0.000427,1127.014181,1070.09246,0.032704,0.032704,1.0,0.000366,1701.699222,1662.394857,0.045872,0.045872,1.0
105,12-Jan-95,24:00:00,10423.78603,0.000344,2957.960058,1040.807498,0.05,0.05,1.0,0.000344,3994.819495,1175.226418,0.05,0.05,1.0,0.000295,5369.358382,2993.977536,0.1,0.1,1.0
106,13-Jan-95,24:00:00,10430.647107,0.000368,2827.542078,1310.085117,0.039768,0.039768,1.0,0.000368,2999.488354,1493.386261,0.039184,0.039184,1.0,0.000315,2850.587456,2592.10774,0.035931,0.035931,1.0
107,14-Jan-95,24:00:00,3894.199065,0.000361,1177.477868,1074.543507,0.0,0.0,1.0,0.00036,1249.702468,1164.092295,0.001952,0.001952,1.0,0.000308,1091.885339,1083.520424,0.002969,0.002969,1.0
108,15-Jan-95,24:00:00,2716.963953,0.000561,549.059523,548.656083,0.0,0.0,1.0,0.000561,569.031094,567.717583,0.0,0.0,1.0,0.00048,714.786427,714.786427,0.0,0.0,1.0
109,16-Jan-95,24:00:00,3938.190875,0.000402,365.675016,365.674728,0.0,0.0,1.0,0.000402,391.683769,391.68263,0.0,0.0,1.0,0.000343,670.660597,670.660597,0.0,0.0,1.0
110,17-Jan-95,24:00:00,4214.094318,0.00038,318.99126,318.99126,0.0,0.0,1.0,0.000379,350.65633,350.65633,0.0,0.0,1.0,0.000324,631.601621,631.601621,0.0,0.0,1.0
111,18-Jan-95,24:00:00,5504.206118,0.000706,297.158346,297.158346,0.0,0.0,1.0,0.000706,328.515878,328.515878,0.0,0.0,1.0,0.000604,594.819985,594.819985,0.0,0.0,1.0
112,19-Jan-95,24:00:00,6342.506291,0.000636,281.903572,281.840984,0.001049,0.001049,1.0,0.000635,309.245692,309.245692,0.0,0.0,1.0,0.000544,560.180348,560.180348,0.0,0.0,1.0
113,20-Jan-95,24:00:00,4449.473615,0.000441,280.722827,280.583464,0.00665,0.00665,1.0,0.000441,292.646869,292.282069,0.003071,0.003071,1.0,0.000378,527.557968,527.557968,0.0,0.0,1.0
114,21-Jan-95,24:00:00,3764.97493,0.000294,803.124004,546.595955,0.047099,0.047099,1.0,0.000294,803.263182,590.270815,0.046507,0.046507,1.0,0.000252,1494.309341,1448.945192,0.048105,0.048105,1.0
115,22-Jan-95,24:00:00,4876.838526,0.000254,1373.480392,1104.738489,0.042887,0.042887,1.0,0.000254,1442.199448,1229.867273,0.038365,0.038365,1.0,0.000217,1307.955804,1286.591938,0.024831,0.024831,1.0
116,23-Jan-95,24:00:00,4446.458693,0.000295,1264.194436,1241.457065,0.027339,0.027339,1.0,0.000294,1321.441441,1249.403337,0.018544,0.018544,1.0,0.000252,1400.341348,1371.771154,0.013012,0.013012,1.0
117,24-Jan-95,24:00:00,3219.715851,0.000357,918.46812,916.776731,0.008977,0.008977,1.0,0.000356,819.898022,803.085146,0.006614,0.006614,1.0,0.000305,639.263919,636.704181,0.002285,0.002285,1.0
118,25-Jan-95,24:00:00,3147.978663,0.000144,677.97628,618.738283,0.022758,0.022758,1.0,0.000144,687.050578,581.325125,0.022811,0.022811,1.0,0.000123,1367.546726,1177.676604,0.032106,0.032106,1.0
119,26-Jan-95,24:00:00,4183.924652,0.00022,816.648136,746.46969,0.012707,0.012707,1.0,0.00022,898.915062,808.373756,0.011297,0.011297,1.0,0.000188,1204.750049,1176.442082,0.014194,0.014194,1.0
120,27-Jan-95,24:00:00,3561.858764,0.000291,682.982308,677.131762,0.006589,0.006589,1.0,0.000291,739.088368,715.08936,0.007629,0.007629,1.0,0.000249,1021.963692,1006.672461,0.013004,0.013004,1.0
121,28-Jan-95,24:00:00,2438.949584,0.00056,460.92828,460.742957,0.000542,0.000542,1.0,0.00056,477.79112,475.46374,0.003277,0.003277,1.0,0.000479,543.926169,543.383741,0.008209,0.008209,1.0
122,29-Jan-95,24:00:00,3429.428288,0.000429,542.406307,539.187054,0.027858,0.027858,1.0,0.000421,725.66605,668.422339,0.028917,0.028917,1.0,0.00036,2040.212599,1982.788966,0.044141,0.044141,1.0
123,30-Jan-95,24:00:00,3403.842235,0.000647,637.571484,636.849052,0.0,0.0,1.0,0.000639,736.349674,727.088072,0.000965,0.000965,1.0,0.000547,655.887913,654.160844,0.003898,0.003898,1.0
124,31-Jan-95,24:00:00,3583.404839,0.000708,387.861607,387.827449,0.0,0.0,1.0,0.000707,471.881145,463.309557,0.003646,0.003646,1.0,0.000605,839.623056,828.3107,0.00773,0.00773,1.0
125,01-Feb-95,24:00:00,2449.545656,0.000686,298.219745,298.219745,0.0,0.0,1.0,0.000686,364.891198,363.975934,0.0,0.0,1.0,0.000587,573.464694,570.780583,0.002627,0.002627,1.0
126,02-Feb-95,24:00:00,1712.077995,0.001036,269.946122,269.946122,0.0,0.0,1.0,0.001035,301.792148,301.782393,0.0,0.0,1.0,0.000885,505.987671,505.649652,0.0,0.0,1.0
127,03-Feb-95,24:00:00,1399.464748,0.000842,252.853329,252.853329,0.0,0.0,0.999952,0.000841,277.601542,277.601542,0.0,0.0,1.0,0.00072,449.947395,449.947395,0.0,0.0,1.0
128,04-Feb-95,24:00:00,1219.940248,0.000358,237.977815,237.977815,0.0,0.0,0.999265,0.000357,260.74582,260.74582,0.0,0.0,1.0,0.000306,423.677922,423.677922,0.0,0.0,1.0
129,05-Feb-95,24:00:00,1131.643064,0.00052,224.103918,224.103918,0.0,0.0,0.997825,0.000519,245.502325,245.502325,0.0,0.0,1.0,0.000444,399.004771,399.004771,0.0,0.0,1.0
130,06-Feb-95,24:00:00,1080.666862,0.000858,211.051678,211.051678,0.0,0.0,0.995416,0.000857,231.200904,231.200904,0.0,0.0,0.998681,0.000734,375.768531,375.768531,0.0,0.0,1.0
