hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
128,336,1,32,0.4,0.8671190179884434,95873.1728515625,296.9288836185068,0.8287373335184565,0.9901034600766763,1.1055533289909363,0.04388947360393652,0.9411276084828648,-0.70768678560853,40.80480247365259,-2604.1849040217035,,37.045292599456054
128,336,1,16,0.4,0.8666302505880594,105614.2900390625,306.160474964043,0.8051471551330962,0.999648625679753,1.1535007655620575,0.05820879208600856,0.9412606591114016,1.0703447420382872,56.224996512944514,-3572.8055386243796,,35.305358462043095
64,336,1,32,0.4,0.8650109190493822,100141.033203125,301.5139536543625,0.8079031786496689,0.9518556483831132,1.0956941843032837,0.037861326405747575,0.9438867321582263,-3.096174425445497,43.714527141962655,-2497.1967277026156,,36.600484582451315
256,90,1,16,0.4,0.859827971085906,104559.859375,308.2714976015379,0.7829255897244177,1.007987113569767,1.1202734857797623,0.05172183361147915,0.9399870624740857,1.4372185803949833,80.59830819130866,-3104.0922542835983,,34.34387059597584
128,168,1,32,0.4,0.8555856086313725,104884.615234375,309.82305027219996,0.8228704383747015,1.0022242249463114,1.0536997467279434,0.022900473808993172,0.9408533201515503,0.04359111189842224,58.33149281527705,-3448.1818496273545,,36.651552245095296
64,90,1,32,0.4,0.8552221283316612,99903.9892578125,305.0053655098083,0.830656190588608,0.9977828608638213,1.0583374947309494,0.02425508120244407,0.9364008953415663,0.5975045263767242,62.448858398998475,-4452.777500986445,,39.178755128538455
64,336,1,16,0.4,0.8538129590451717,101633.244140625,307.29904924303685,0.8129215221250627,0.9509937914336308,1.093203365802765,0.03911266938890058,0.9343993609231958,-5.467725917696953,99.57925246417854,-4420.283985162341,,36.93681494279818
64,168,1,32,0.4,0.8519414700567722,123299.30810546875,325.5141086071508,0.8022952302144083,0.9989683280083466,1.1027545928955078,0.04302277176465825,0.9398394728601788,1.854132767766714,54.65466853624872,-3150.617188832955,,39.48129754561882
128,168,1,16,0.4,0.8498157747089863,112191.2021484375,318.3528599399573,0.7456158885002717,1.0179979746177537,1.1124101430177689,0.051674129275043265,0.9357661730381731,2.1291634533554316,428.02569440763915,35.18491912574807,,35.85469439968124
256,336,1,16,0.4,0.8485875874757767,122859.54345703125,328.43159030415256,0.7393314271563738,1.0308545214198737,1.2161005437374115,0.0878755321260802,0.9388886432259551,4.026356711983681,8.982180548491954,-3536.5617669084945,,34.039021030172606
256,168,1,32,0.4,0.8484197445213795,114520.3876953125,318.4395673159428,0.7813014022974794,1.0581296828201725,1.129419669508934,0.05368477725734617,0.9452567406891002,6.04407200589776,46.47845566231019,-2457.1149502332523,,34.26567310219878
256,90,1,32,0.4,0.8449513092637062,117643.3056640625,323.99092331708334,0.787684218413208,1.0780194213271412,1.1562666594982147,0.06077295038803289,0.9407896338499766,9.170451108366251,49.536570719189925,-3146.128991470829,,33.95565080178248
256,168,1,16,0.4,0.8417512662708759,121687.40966796875,328.89109452521996,0.7425138370574168,1.0886718850090162,1.205160230398178,0.08535714748824898,0.9413472927263035,10.924916807562113,47.29153770207355,-2982.321166197816,,34.9523012043832
64,90,1,16,0.4,0.8403672203421593,118595.0419921875,325.61421850798257,0.8039477090064325,0.9949576271100902,1.0773865580558777,0.029948074277734306,0.9332182542606893,1.7478853464126587,49.664947997229234,-3461.169523863944,,39.37302515937851
64,168,1,16,0.4,0.8381564524024725,110436.388671875,321.2440840923118,0.6767030728882121,0.9216032313099027,1.266668975353241,0.11138027665323089,0.9345826939792813,-7.516377419233322,20.912953991074563,-2585.960450460335,,39.22068266482739
256,336,1,32,0.4,0.8285269010812044,127836.88330078125,335.03591758070274,0.7887649272939111,1.0900007706800954,1.1057093143463135,0.044008769004053296,0.9395579502656719,10.383977741003036,73.01963544964627,-3094.2530596094707,,33.19063415536871
128,90,1,32,0.4,0.823879973962903,130567.9833984375,339.13239895641107,0.7786408296363869,1.0622184692802532,1.1018365770578384,0.04283038261832744,0.9360060481922032,7.8671571565791965,54.27566833730124,-2459.0346152644934,,34.643465960537874
128,90,1,16,0.4,0.8106433488428593,126085.6943359375,344.25441756780043,0.678531730937147,1.0010226837327836,1.2372283935546875,0.09999762832455572,0.9348619954658779,1.9094967981800437,11.176483376040505,-3471.9369068247242,,37.55075064036515
