hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
256.0,90.0,1.0,32.0,0.4,0.8180898986756802,109121.4794921875,313.69999230633636,0.7026131457556821,1.0264635384082794,1.0977888852357864,0.053117107308935374,0.9322366652364237,4.247992858290672,167.1470040398017,-816.2828643769485,0.375,23.77559430897236,no_physics
128.0,90.0,2.0,32.0,0.4,0.8900031317025423,73636.224609375,252.2859211477004,0.7877156039827031,1.0530930012464523,1.1061424165964127,0.05003892257809639,0.9633536738180836,7.919657917227596,168.60218141357745,-2681.4991678317947,0.25,15.654719760641456,physics
