hidden_size,seq_length,num_layers,epochs,batch_size,schedule_pairs,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
64,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.6235867738723755,184553.0,429.5963221444057,0.6107332724578415,0.6693444651369154,1.050559401512146,0.02350548955805037,0.8009039163589478,-48.53841018676758,69.03471374511719,-1084.6376953125,0.4,61.617679595947266,no_physics
64,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.7266237735748291,134034.609375,366.10737410628593,0.6907950300313472,0.7703426577297274,0.8474142551422119,-0.07093844399107933,0.8600614070892334,-34.420955657958984,10.370572090148926,-1744.3416748046875,0.0,39.341888427734375,physics
