hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
128.0,336.0,1.0,32.0,0.4,0.7537951730191708,182713.0283203125,407.452404429668,0.746158898548664,0.9456558572098717,1.1878812313079834,0.07746692221904877,0.8783011964042496,-2.8647636994719505,75.35179916958562,-2573.0261239752735,,38.55078344340329,no_physics
128.0,336.0,1.0,32.0,0.4,0.8671190179884434,95873.1728515625,296.9288836185068,0.8287373335184565,0.9901034600766763,1.1055533289909363,0.04388947360393652,0.9411276084828648,-0.70768678560853,40.80480247365259,-2604.1849040217035,,37.045292599456054,physics
