hidden_size,seq_length,num_layers,epochs,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,PBIAS,model_type
128.0,336.0,1.0,16.0,0.4,0.6949990391731262,66620.484375,258.109442630447,0.8023884522361708,0.9075153559709568,1.0645259618759155,0.04372151894105506,0.8377245715691214,-10.336023569107056,-26.493276463090925,60.96538074268607,,50.311118364334106,-6.452595442533493,no_physics
256.0,168.0,1.0,16.0,0.4,0.7466391026973724,55340.89453125,235.2464548749885,0.8344951416687074,0.9045317907842495,1.0072745084762573,0.0049290988630169294,0.865000886347992,-12.029705196619034,5.578918229153568,31.908873093226433,,42.37667620182037,-0.7274576462805271,physics
