hidden_size,seq_length,num_layers,epochs,batch_size,schedule_pairs,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
32,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.53663569688797,79379.9765625,281.74452357144406,0.41962568077229345,0.49544240313272575,0.7780132293701172,-0.169832510361191,0.8184019327163696,-60.257442474365234,-13.676257133483887,-141.72943115234375,0.4,74.4127426147461,no_physics
64,168,1,1,64,"((0.5, 0.25), (0.01, 0.005, 0.001))",0.7485527992248535,43075.98046875,207.54753785277722,0.6701551004062506,0.7008121581138761,0.9189927577972412,-0.061975147887983376,0.8872076272964478,-34.226505279541016,-25.50520896911621,58.50347900390625,0.6,53.669403076171875,physics
