hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE
256,90,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.804975762963295,33410.0390625,182.78413241444127,0.8391155913291045,0.8785961867277954,1.025763750076294,0.01971077880912478,0.8976225793528786,-12.783999741077423,-23.736067423075774,-5.663469749915672,0.4,41.90603256225586
256,90,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.7981560081243515,34578.34375,185.95253090506728,0.8080475356026713,0.8396448181510519,0.9880954027175903,-0.009107673069308828,0.895165631561295,-15.20877331495285,-16.544967306768505,-2251.90677829115,0.4,44.43387031555176
256,90,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.7964795827865601,34865.5390625,186.72316155876325,0.8098600455602184,0.8429491182757327,0.9841296076774597,-0.012141745369445307,0.8939983326946171,-15.433613955974579,-12.353521534400992,-2259.9495665489585,0.4,49.6555757522583
128,90,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.7949220985174179,35132.35546875,187.43627041944148,0.8147665336971331,0.8534378656646978,0.9631043672561646,-0.028227268604982956,0.8929033609206706,-14.142093062400818,-27.55453609096251,-2268.6133614152814,0.4,47.65994071960449
256,120,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.7933574616909027,35400.39453125,188.14992567431432,0.7669064236987855,0.7932860367052703,0.9682971239089966,-0.024254514058114098,0.897058850116031,-20.485317707061768,-18.537841112282504,-2260.225294245344,0.4,51.93600654602051
256,90,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.7923192083835602,35578.26171875,188.6220075143672,0.8234474802619857,0.86326346733635,0.9769328236579895,-0.01764768337704413,0.8907213733771736,-12.656641006469727,-20.541399552443355,-2268.3332510395476,0.4,45.1112699508667
128,90,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.7894982993602753,36061.515625,189.8986983236062,0.7764186210370482,0.8086902024164929,0.9554782509803772,-0.03406168272672778,0.8931964034698909,-19.10993605852127,-23.928883400798515,-2261.7215028645705,0.6,49.95512008666992
128,120,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.7889505475759506,36155.3515625,190.14560621402745,0.7893099949861062,0.8259982761455559,0.9518487453460693,-0.03683843030444685,0.8913945904492383,-17.130199074745178,-25.316218798773736,-2260.271598205414,0.2,48.950462341308594
256,120,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.788647010922432,36207.3515625,190.28229440097678,0.7320365798210454,0.7541462828374733,0.9617497324943542,-0.02926364576781937,0.9005150194897851,-22.281867265701294,-17.98962842183834,63.87098939070937,0.4,49.8426628112793
256,90,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.7869211733341217,36503.01171875,191.0576136110519,0.7800704054795309,0.8257104263701067,0.9210273027420044,-0.0604185913794006,0.8915772894747372,-16.33489578962326,-14.24985474033992,-34.90846974892717,0.4,51.21048927307129
256,90,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.7866380363702774,36551.515625,191.18450675983135,0.7773795701861166,0.8066148674703948,0.9830508828163147,-0.01296702778148486,0.8910285646890941,-16.84727370738983,-30.799709699127725,-434.141928042364,0.4,51.766357421875
64,120,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.7851138114929199,36812.6328125,191.86618465091757,0.7443646008450496,0.767738558082024,0.97868812084198,-0.0163048022396836,0.8953583079931933,-22.879086434841156,-19.826968804567542,-2269.170914448885,0.4,56.23308181762695
