hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
128.0,90.0,1.0,32.0,0.4,0.6827211976051331,51635.448486328125,214.05832703686258,0.7452104768709988,0.8454910814762115,1.0300793945789337,0.028873388189822435,0.8356383432517652,-14.883677661418915,-1.8797237333286816,-1051.63134930251,0.25,45.177341997623444,no_physics
256.0,90.0,1.0,32.0,0.4,0.7585687153041363,35236.659912109375,178.92714416949977,0.7609918840759629,0.819038525223732,0.9426647424697876,-0.046446807915344834,0.8771005425428893,-16.626225598156452,-9.39594900875522,26.699534188061833,0.375,38.6429775506258,physics
