hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.7575408816337585,52959.65234375,230.12964247082556,0.8550099099132443,0.9341803658269344,0.97818922996521,-0.014778546748049765,0.8726650390066465,-7.362803816795349,-27.152934241140862,-1395.080382054696,,45.04561424255371,no_physics
64,168,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.7513963282108307,54301.7890625,233.02744272402768,0.8228919171728628,0.8879222418607543,1.034964680671692,0.02369143515936856,0.8673978875028326,-12.664154171943665,-16.026782733978486,-1402.989900657126,,42.20229387283325,physics
