hidden_size,seq_length_1D,seq_length_1H,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE_1D,NSE_1H
64,90,168,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8365129083395004,0.7689482569694519
128,120,336,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8362617045640945,0.7802018225193024
256,120,336,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8361766189336777,0.7207234799861908
128,120,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8361551910638809,0.7644217759370804
64,90,336,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8361120223999023,0.7680122703313828
256,120,168,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8360111713409424,0.7410959005355835
256,90,336,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8357100486755371,0.7677676975727081
128,90,336,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.835470050573349,0.7613786607980728
256,90,336,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.835450604557991,0.748197078704834
64,120,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.835427388548851,0.7560297399759293
64,120,336,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8354001343250275,0.7488800883293152
128,90,336,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8349821120500565,0.7720901072025299
256,90,336,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8346970230340958,0.764731153845787
128,90,336,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8346865773200989,0.7680897414684296
64,120,336,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8345400989055634,0.7564864158630371
128,120,336,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8340864032506943,0.7306888103485107
128,90,336,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8340358436107635,0.7333486676216125
64,120,336,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8339793384075165,0.7642603367567062
256,120,336,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8339187502861023,0.7478541433811188
64,90,168,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.83354052901268,0.766189455986023
256,120,168,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8335164040327072,0.758491262793541
64,90,168,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8334755748510361,0.7374998927116394
128,120,168,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.833419606089592,0.7575583755970001
64,90,168,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8333527743816376,0.7575952857732773
256,120,336,1,16,128,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8329931199550629,0.7458033263683319
128,90,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8329721987247467,0.7553733885288239
64,120,336,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8329518884420395,0.7685853987932205
128,120,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8324709236621857,0.7476738095283508
128,120,168,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8323599547147751,0.7452068626880646
128,120,336,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8323130309581757,0.7530376017093658
256,120,168,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8322531133890152,0.7554380148649216
256,90,168,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8322373479604721,0.7576887607574463
64,90,336,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8318821489810944,0.7699798047542572
128,90,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8318814337253571,0.7234481275081635
256,90,168,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8318708091974258,0.7308176755905151
128,120,336,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8311342597007751,0.7189986407756805
64,90,168,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8310583680868149,0.7561472803354263
64,90,336,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8308059424161911,0.7501180171966553
64,120,168,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8307507932186127,0.7238264381885529
64,90,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8305641412734985,0.7450411319732666
64,90,336,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8302804529666901,0.687815397977829
64,90,336,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8302170485258102,0.759264811873436
64,90,336,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8300557285547256,0.7618120759725571
64,120,336,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8296024054288864,0.7364336550235748
256,120,336,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8292252868413925,0.7462335228919983
64,120,336,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8292241394519806,0.7412705421447754
128,90,168,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8288364261388779,0.7621542066335678
256,120,168,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.828486829996109,0.7525351792573929
256,120,168,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8280510157346725,0.7282869815826416
64,90,336,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8280179351568222,0.7669460624456406
256,120,336,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8279686272144318,0.7419098317623138
256,90,168,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8274535685777664,0.7510626763105392
256,120,336,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8274123966693878,0.7156199812889099
64,120,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8274051547050476,0.7499458491802216
64,90,336,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8273579776287079,0.7773526906967163
64,120,336,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8267551809549332,0.7608723044395447
64,120,168,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8263471126556396,0.7452090978622437
64,90,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8260413408279419,0.7713169902563095
128,90,168,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8260179162025452,0.7566807568073273
64,120,168,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8249400854110718,0.7462267875671387
128,120,168,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.824163168668747,0.7150438725948334
256,120,168,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8238073736429214,0.7656020224094391
64,120,168,1,32,256,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8222067058086395,0.7655784636735916
128,90,336,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8205661624670029,0.7510127425193787
64,120,168,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8195359259843826,0.755263015627861
256,90,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8188788890838623,0.7662646323442459
256,120,168,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8168661594390869,0.749332070350647
256,120,168,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8164512664079666,0.7430906593799591
128,120,336,1,48,256,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.8145619779825211,0.7386497855186462
128,120,168,1,16,256,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8114770203828812,0.7634457945823669
256,90,168,1,48,128,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.7988741993904114,0.752484917640686
