hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
128,336,1,32,0.4,0.6171958334743977,72112.38037109375,260.821885785649,0.7529834033281599,0.9125583171844482,0.9695427417755127,-0.018634391017258167,0.7989563067462226,-5.95511719584465,-4.493124801292776,-121.20239814483509,,43.66518530871842
256,168,1,16,0.4,0.6140720695257187,71205.1103515625,259.60853251403694,0.7415984216209748,0.9197839200496674,1.0342002213001251,0.024472813121974468,0.798588622406417,-5.619782232679427,-8.280450597339751,-816.5516500730344,,43.97476142579383
64,336,1,16,0.4,0.6000196635723114,72281.7119140625,261.3659137894894,0.7231423802419359,0.9062463790178299,1.0344905704259872,0.03198833856731653,0.7970719503475053,-4.921949387062341,-6.96654806396026,-720.8511714091202,,45.02058504046974
128,336,1,16,0.4,0.5740701928734779,75637.67578125,269.8342685318808,0.6929234789260735,0.9293527752161026,0.9747664481401443,-0.0110062041785568,0.7829845982434888,-5.435393936932087,2.416180712056427,-1429.589639504536,,45.241675913988885
64,336,1,32,0.4,0.5721975564956665,82491.7783203125,278.541233107013,0.7140298788328212,0.9687533974647522,1.0029198229312897,0.01370907947421074,0.792334310274718,0.21627191454172134,3.4373243245537104,-226.73948252736625,,44.38941982421246
64,90,1,16,0.4,0.5540980845689774,79962.078125,276.4298672104688,0.7355217794501003,1.034882739186287,1.051218330860138,0.044193687732331455,0.8019407853184063,7.003515609540045,5.094532619575736,-1773.4425579068807,,43.17466439781609
128,168,1,32,0.4,0.5447550117969513,76420.37890625,271.4801458035145,0.7266508237688255,0.9349625259637833,0.9943291693925858,0.0012124376371502876,0.7619929479000489,-2.5638133054599166,1.0701814953865716,-657.8083690926073,,52.18936293989748
256,336,1,32,0.4,0.5417603999376297,84229.69580078125,283.20650545948337,0.7056750992022356,1.013036772608757,0.9899928867816925,0.00533645786345005,0.7884838772229044,5.887512676417828,7.487668714930081,-1424.5552279794802,,51.279463669755955
256,168,1,32,0.4,0.5397761389613152,76091.1083984375,270.9061722346911,0.7265974547871408,0.986192598938942,0.9991176873445511,0.007660258561372757,0.7689693026746096,2.767511922866106,0.5294819093238576,-217.0933722131303,,46.580552963110115
256,336,1,16,0.4,0.5343727394938469,80043.990234375,277.7642401310606,0.6857701528766794,0.9530081301927567,1.0475652813911438,0.039034019224345684,0.7834075680956689,1.4719304163008928,-15.010001005951434,-649.6738266085181,,53.28469237128457
64,90,1,32,0.4,0.5306432507932186,76864.2041015625,273.937101715631,0.716850359770787,0.9743998050689697,1.0278110206127167,0.02727701049298048,0.7764668358093534,-0.4305174108594656,6.458483290755614,-835.2309816507235,,53.223682510983814
64,168,1,32,0.4,0.5147222131490707,86493.4296875,286.8377145097219,0.7269491470464858,1.0095707476139069,1.0287403762340546,0.025582585018128157,0.7656718058793323,5.6053283624351025,-5.2308777895750085,-850.7779477794256,,49.14108575045407
128,90,1,16,0.4,0.5101075135171413,82323.84765625,282.4969789717808,0.7256949645937476,1.0326414704322815,0.994229257106781,-0.005419379100203514,0.7793852675082027,7.9571892041713,-1.7286814964690649,-1297.2394562338059,,45.355567133033674
128,90,1,32,0.4,0.5022808201611042,83108.5439453125,282.65847496468865,0.7098982714936787,1.0782658159732819,1.046359270811081,0.0386217893101275,0.7986566729554901,14.6273008082062,-2.7643094414000293,-1028.6256661649377,,39.7110204906254
256,90,1,32,0.4,0.49684710800647736,81827.15625,281.526128145236,0.6880128656869543,1.053352802991867,1.0508649051189423,0.04208326432853937,0.7910574919255506,9.378010965883732,3.058184538433075,-884.6931648543979,,45.12373582347409
256,90,1,16,0.4,0.49650486558675766,84586.0595703125,284.89164327107545,0.6775818545915162,0.9803023487329483,1.0746139138936996,0.06122224219143391,0.7721101681611167,1.4050411991775036,-3.5799922514443443,-663.9218803515514,,46.283548100964055
64,168,1,16,0.4,0.4881656914949417,80239.9814453125,280.0801419059929,0.7097736529875176,0.9930243790149689,1.0218192040920258,0.02340051345527172,0.7602939629401676,3.035676945000887,7.314261279937169,-308.7335793009932,,45.999791464962804
128,168,1,16,0.4,0.4753486067056656,87053.4130859375,289.5313245086428,0.7048996855289302,0.9653688073158264,1.0174889862537384,0.015003176406025887,0.7348572791233194,0.21800220711156726,-3.1887357898979323,-821.4214021081114,,52.280900760011356
