hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
256.0,90.0,1.0,32.0,0.4,0.8026178777217865,328918.6611328125,537.294058312897,0.7890246481033635,0.8303831964731216,0.9566944539546967,-0.0232800260419026,0.9021998525476681,-19.753296673297882,19.085428111958198,-5568.054025277046,0.375,35.7825081795454,no_physics
128.0,90.0,2.0,32.0,0.4,0.8365702498704195,266677.015625,477.4169158963643,0.7959555550012571,0.8427528887987137,1.0388102680444717,0.021574942278675735,0.9213827832439003,-20.899723097682,36.24191303308317,-3846.046899677814,0.5,32.828698214143515,physics
