hidden_size,seq_length,num_layers,epochs,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
128.0,336.0,1.0,16.0,0.4,0.842012882232666,341715.375,584.5642607960223,0.793302707220799,0.8080340027809143,0.9838573336601257,-0.008283973671495914,0.9250851077730723,-21.965429186820984,-6.725610210479811,-2.561555444143733,,37.03725678580148,no_physics
256.0,336.0,1.0,16.0,0.4,0.8497831076383591,324908.9375,570.0078398583654,0.8216720877239538,0.9570536017417908,1.1563911437988281,0.08025564253330231,0.9258497382696813,-7.224079966545105,-27.385723366854236,-4.615565106995937,,33.77894333430699,physics
