hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
256,90,1,32,64,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8549641817808151,278800.0,528.0151512977634,0.8038059262932455,0.8191311999259019,0.9667551517486572,-0.01809191614167315,0.9316379360891398,-17.01659858226776,-2.646928111938409,-1.9128139592143305,0.2,36.281447410583496,no_physics
64,90,1,16,64,"{0: 0.01, 8: 0.005, 12: 0.001}",0.4,0.8966004699468613,198763.25,445.82872271759254,0.8381612777385216,0.8452886347656322,0.9931030869483948,-0.0037533287350727485,0.9530042759295634,-14.861656725406647,2.3840906241875155,95.80401169073295,0.0,26.290218830108643,physics
