hidden_size,seq_length,num_layers,epochs,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,PBIAS,model_type
128.0,90.0,1.0,32.0,0.4,0.7272917032241821,6751077.0,2598.2834718328945,0.7907305508165983,0.8797588342425071,0.9099594950675964,-0.04345868894088405,0.8543000621471606,-16.33279174566269,772.3827196858238,99.99999947174966,1.2,53.322534561157234,9.004054963588715,no_physics
256.0,90.0,1.0,32.0,0.4,0.7901124060153961,5195908.0,2279.453443262222,0.8954913963167954,1.0057709455243549,1.002274990081787,0.001098054748269796,0.895675655517536,2.2601189091801643,5.462902961732893,-1422.5488890526642,0.2,26.9171404838562,-0.22748850751668215,physics
