hidden_size,seq_length,epochs,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
1.0,1.0,1.0,-0.05130612850189209,26025830.0,5101.551724720626,-0.42398458649661164,0.09712543742074217,0.6039841175079346,-0.19113902702749383,-0.027482904493808746,-89.87200927734375,-84.59866333007812,-3374.169189453125,1.4,93.04890441894531,no_physics
2.0,1.0,1.0,-0.0016266107559204102,24795980.0,4979.556205125112,-0.27796301681410074,0.11048298718155308,1.263464331626892,0.12716237320956567,0.12106001377105713,-84.32300567626953,-95.08966827392578,-30.89811134338379,2.4,85.44585418701172,physics
