hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE
256,336,1,32,0.4,0.8282251078635454,3680212.03125,1851.030585465332,0.7518225615662223,0.9542530030012131,1.0962572395801544,0.0487055778503418,0.9209423162297925,-9.322922304272652,-2.826577443456212,-3166.9886021982684,,40.8885863257779
256,336,1,16,0.4,0.8242556042969227,4554393.0,2006.1457949696971,0.8241970493488249,0.9075031131505966,1.06727996468544,0.03045394876971841,0.9125283446286292,-12.280271016061306,2.284785584374524,-2987.031670046171,,35.17003628114859
256,168,1,32,0.4,0.7994327712804079,4783551.96875,2076.8236712693656,0.7407387010486106,0.9872338473796844,1.1641815602779388,0.07453350489959121,0.9124421261807139,-5.371439829468727,-7.769198799319456,-3302.6822891636266,,37.848746958706116
256,90,1,16,0.4,0.7888688258826733,4734089.21875,2073.6136023275903,0.7783423333064718,0.909422293305397,1.146435171365738,0.06042722146958113,0.8940706356622801,-14.069694932550192,-17.575585077797694,-3440.1809125127843,,33.808920714590286
256,90,1,32,0.4,0.7802197206765413,4782474.78125,2094.3791892496165,0.7178566905247493,0.9493117034435272,1.2062775790691376,0.09231296414509416,0.8967621346228045,-9.759335312992334,-12.223812972888414,-3421.762284143085,,44.095254341761276
64,336,1,16,0.4,0.7768116965889931,4617358.1875,2015.1050308456254,0.7631610723426572,0.8489682078361511,1.1044248342514038,0.0435323956044158,0.8822349440313608,-18.47357526421547,-10.57811057154011,-2647.877308390299,,34.691966101527214
128,90,1,32,0.4,0.7754484806209803,4608357.03125,2069.3511007720526,0.7102357241051857,0.9818606674671173,1.2059636861085892,0.09250975918257609,0.8980084957288509,-4.535642825067043,-11.53244064969183,-3292.197801820279,,40.375008814864685
64,336,1,32,0.4,0.7466489113867283,6024325.21875,2318.190271825089,0.6721350249882547,0.9125681817531586,1.1525812298059464,0.06765404902398586,0.8942024901939523,-11.554816737771034,-17.062348111269603,-3017.4566499477332,,51.24705332848761
64,168,1,16,0.4,0.7465208321809769,6214578.78125,2356.3174774353593,0.7270275892833672,0.9677958786487579,1.1435314267873764,0.05962282372638583,0.882672657904449,-5.434337817132473,8.018913090456394,-2481.6566932714395,,41.5650028983752
128,90,1,16,0.4,0.7397782579064369,6193269.53125,2339.673363954663,0.7210515632420001,0.986929789185524,1.181147813796997,0.07931669661775231,0.8755053663267797,-6.900546699762344,-1.1819223124260319,-2232.359402000623,,41.99612706899643
128,168,1,32,0.4,0.739269969984889,5869852.59375,2304.2072281627293,0.6886002582891565,1.007080391049385,1.1984027028083801,0.08832753566093743,0.8908140895164133,-4.236726090312004,-19.23740569012995,-3307.9824581131707,,39.34644553396437
256,168,1,16,0.4,0.7344054561108351,6030063.125,2326.072586738266,0.6403192593829667,1.0275031179189682,1.2071470469236374,0.09576034126803279,0.8966407740415354,-0.3675404470413923,7.71561444991349,-1831.6460252799236,,40.17897304561403
128,336,1,32,0.4,0.7313230745494366,5298965.8125,2240.300959793604,0.6693342821932918,0.9702048152685165,1.0728455781936646,0.0404316671192646,0.8832717047601947,-4.128517955541611,-8.038596440943229,-2982.8909120539765,,46.37200408511691
128,336,1,16,0.4,0.7289183400571346,7121071.78125,2508.980429794309,0.6681259575887979,1.0584283918142319,1.1695934385061264,0.07740779127925634,0.8996582705941258,1.6099168919026852,0.17306122863590812,-2577.916131215764,,51.333385325140426
64,168,1,32,0.4,0.7210479900240898,7087295.125,2517.541793351912,0.6467579465382878,0.9511384814977646,1.1559510678052902,0.07677817763760686,0.8844348076209673,-8.330159541219473,-11.610636469075851,-2764.4253223542178,,38.023246294922295
128,168,1,16,0.4,0.7208876423537731,6184797.5625,2388.092096682718,0.7045840136482036,0.9839944690465927,1.1673962771892548,0.07066358742304146,0.8730935205917024,-6.020842818543315,-2.7092044346725475,-2801.254840943321,,45.610923535294006
64,90,1,16,0.4,0.712464477866888,6474032.375,2425.934109894011,0.6820549250344835,0.9057962149381638,1.207749754190445,0.08620359771884978,0.8602596157217792,-12.48517706990242,-22.322156419248344,-3113.5996845329078,,40.05768070618311
64,90,1,32,0.4,0.6944049373269081,8000868.375,2637.0770753986017,0.6928294172950464,0.9280050694942474,1.2099559307098389,0.09126786375418305,0.8483402404814037,-12.153464928269386,-18.77906966849877,-3163.9759841169016,,44.44016678465737
