hidden_size,seq_length,num_layers,epochs,batch_size,learning_rate,output_dropout,NSE,MSE,RMSE,KGE,Alpha-NSE,Beta-KGE,Beta-NSE,Pearson-r,FHV,FMS,FLV,Peak-Timing,Peak-MAPE,model_type
128,336,1,32,128,"{0: 0.01, 16: 0.005, 24: 0.001}",0.4,0.8834099844098091,3031627.0,1741.1567993721876,0.9033643100120865,0.9395109034023303,0.954206109046936,-0.0215654048058201,0.9401464677431915,-5.717746540904045,-12.164815908094795,-2913.0922658852187,,30.78460892041524,no_physics
64,168,1,48,64,"{0: 0.01, 24: 0.005, 36: 0.001}",0.4,0.9231951460242271,1997115.0,1413.1931927376384,0.9603427926969913,1.0015789140051559,0.9899480938911438,-0.004733677836429143,0.9616703730096826,2.453644387423992,-6.2760816590932995,-2928.3006031733953,,21.273728211720787,physics
