hidden_size,seq_length,num_layers,epochs,output_dropout,avg NSE,avg MSE,avg RMSE,avg KGE,avg Alpha-NSE,avg Beta-KGE,avg Beta-NSE,avg Pearson-r,avg FHV,avg FMS,avg FLV,avg Peak-Timing,avg Peak-MAPE,model_type
256.0,90.0,2.0,32.0,0.4,0.6061942875385284,13554562.78125,3239.0112827862777,0.6612175122222296,0.9854491949081421,1.0898955315351486,0.047903644386678934,0.8259300995206085,-25.57112416252494,569.9100643916361,-555.7241942093905,0.75,49.61820840835571,no_physics
256.0,90.0,1.0,32.0,0.4,0.7468765079975128,7321971.21875,2458.6293501630444,0.7129815985345127,1.1030185669660568,1.1480892896652222,0.0684960912913084,0.9128602662290642,-4.761797934770584,552.9086559173404,-777.3007162233589,0.375,26.323913224041462,physics
