Col Number,,,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
5132,18-Oct-08,24:00:00,215.6107,0.0501,0,0,0,0,0.1124,0.0436,0,0,0,0,0.0857,0.0436,0,0,0,0,0,0.0436,0,0,0,0,0,0.0436,0,0,0,0,0.0393,0.0436,0,0,0,0,0.0473,0.0501,0,0,0,0,0.0887,0.0501,0,0,0,0,0.1046,0.0439,0.0001,0.0001,0,0,0.1303,0.0439,0.0001,0.0001,0,0,0.1561,0.0436,0,0,0,0,0,0.0436,0,0,0,0,0,0.0376,0.0002,0.000176,0,0,0.204685
5133,19-Oct-08,24:00:00,211.1994,0.045,0,0,0,0,0.1056,0.0317,0,0,0,0,0.0796,0.0317,0,0,0,0,0,0.0318,0,0,0,0,0,0.0317,0,0,0,0,0.0331,0.0317,0,0,0,0,0.042,0.045,0,0,0,0,0.0819,0.045,0,0,0,0,0.0978,0.0393,0.0001,0.0001,0,0,0.1244,0.0393,0.0001,0.0001,0,0,0.1501,0.0317,0,0,0,0,0,0.0318,0,0,0,0,0,0.0337,0.0002,0.000166,0,0,0.199582
5134,20-Oct-08,24:00:00,212.3592,0.0462,0,0,0,0,0.0992,0.0357,0,0,0,0,0.0739,0.0357,0,0,0,0,0,0.0357,0,0,0,0,0,0.0357,0,0,0,0,0.0274,0.0357,0,0,0,0,0.0371,0.0462,0,0,0,0,0.0754,0.0462,0,0,0,0,0.0913,0.0405,0.0001,0.0001,0,0,0.1187,0.0405,0.0001,0.0001,0,0,0.1445,0.0357,0,0,0,0,0,0.0357,0,0,0,0,0,0.0347,0.0002,0.000156,0,0,0.194711
5135,21-Oct-08,24:00:00,222.2304,0.0383,0,0,0,0,0.093,0.0506,0,0,0,0,0.0667,0.0506,0,0,0,0,0,0.0506,0,0,0,0,0,0.0506,0,0,0,0,0.0202,0.0506,0,0,0,0,0.0309,0.0383,0,0,0,0,0.0692,0.0383,0,0,0,0,0.0851,0.0335,0.0001,0.0001,0,0,0.1133,0.0335,0.0001,0.0001,0,0,0.139,0.0506,0,0,0,0,0,0.0506,0,0,0,0,0,0.0287,0.0001,0.000147,0,0,0.190061
5136,22-Oct-08,24:00:00,237.2332,0.0391,0,0,0,0,0.0874,0.0472,0,0,0,0,0.0586,0.0472,0,0,0,0,0,0.0472,0,0,0,0,0,0.0472,0,0,0,0,0.0121,0.0472,0,0,0,0,0.024,0.0391,0,0,0,0,0.0637,0.0391,0,0,0,0,0.0795,0.0342,0.0001,0.0001,0,0,0.1084,0.0342,0.0001,0.0001,0,0,0.1342,0.0472,0,0,0,0,0,0.0472,0,0,0,0,0,0.0293,0.0001,0.000139,0,0,0.185931
5137,23-Oct-08,24:00:00,244.9072,0.0371,0,0,0,0,0.082,0.0449,0,0,0,0,0.0509,0.0449,0,0,0,0,0,0.0449,0,0,0,0,0,0.0449,0,0,0,0,0.0045,0.0449,0,0,0,0,0.0174,0.0371,0,0,0,0,0.0582,0.0371,0,0,0,0,0.0741,0.0325,0.0001,0.0001,0,0,0.1036,0.0325,0.0001,0.0001,0,0,0.1294,0.0449,0,0,0,0,0,0.0449,0,0,0,0,0,0.0278,0.0001,0.000131,0,0,0.181825
5138,24-Oct-08,24:00:00,244.3945,0.0376,0,0,0,0,0.0767,0.0439,0,0,0,0,0.0434,0.0439,0,0,0,0,0,0.0439,0,0,0,0,0,0.0439,0,0,0,0,0.0002,0.0439,0,0,0,0,0.011,0.0375,0,0,0,0,0.0529,0.0375,0,0,0,0,0.0688,0.0328,0.0001,0.0001,0,0,0.099,0.0328,0.0001,0.0001,0,0,0.1248,0.0439,0,0,0,0,0,0.0439,0,0,0,0,0,0.0281,0.0001,0.000123,0,0,0.177842
5139,25-Oct-08,24:00:00,243.032,0.036,0,0,0,0,0.0714,0.0441,0,0,0,0,0.0361,0.0441,0,0,0,0,0,0.0441,0,0,0,0,0,0.0441,0,0,0,0,0,0.0441,0,0,0,0,0.0047,0.036,0,0,0,0,0.0476,0.036,0,0,0,0,0.0635,0.0315,0.0001,0.0001,0,0,0.0944,0.0315,0.0001,0.0001,0,0,0.1202,0.0441,0,0,0,0,0,0.0441,0,0,0,0,0,0.027,0.0001,0.000116,0,0,0.173887
5140,26-Oct-08,24:00:00,247.079,0.0403,0,0,0,0,0.0661,0.0431,0,0,0,0,0.0288,0.0431,0,0,0,0,0,0.0431,0,0,0,0,0,0.0431,0,0,0,0,0,0.0431,0,0,0,0,0.0006,0.0402,0,0,0,0,0.0423,0.0402,0,0,0,0,0.0582,0.0352,0.0001,0.0001,0,0,0.0897,0.0352,0.0001,0.0001,0,0,0.1155,0.0431,0,0,0,0,0,0.0431,0,0,0,0,0,0.0301,0.0001,0.000109,0,0,0.169904
5141,27-Oct-08,24:00:00,255.3142,0.0326,0,0,0,0,0.0607,0.024,0,0,0,0,0.0233,0.024,0,0,0,0,0,0.024,0,0,0,0,0,0.024,0,0,0,0,0,0.024,0,0,0,0,0,0.0325,0,0,0,0,0.037,0.0325,0,0,0,0,0.0528,0.0285,0,0,0,0,0.0851,0.0285,0.0001,0.0001,0,0,0.1109,0.024,0,0,0,0,0,0.0241,0,0,0,0,0,0.0244,0.0001,0.000103,0,0,0.165904
5142,28-Oct-08,24:00:00,257.9554,0.0327,0,0,0,0,0.056,0.0351,0,0,0,0,0.0184,0.0351,0,0,0,0,0,0.0351,0,0,0,0,0,0.0351,0,0,0,0,0,0.0351,0,0,0,0,0,0.0325,0,0,0,0,0.0324,0.0325,0,0,0,0,0.0482,0.0285,0,0,0,0,0.081,0.0285,0.0001,0.0001,0,0,0.1068,0.0351,0,0,0,0,0,0.0351,0,0,0,0,0,0.0244,0.0001,0.000097,0,0,0.162421
5143,29-Oct-08,24:00:00,258.8621,0.0444,0,0,0,0,0.0507,0.0371,0,0,0,0,0.0123,0.0371,0,0,0,0,0,0.0371,0,0,0,0,0,0.0371,0,0,0,0,0,0.0371,0,0,0,0,0,0.0443,0,0,0,0,0.0271,0.0443,0,0,0,0,0.0429,0.0387,0,0,0,0,0.0764,0.0387,0,0,0,0,0.1022,0.0371,0,0,0,0,0,0.0371,0,0,0,0,0,0.0332,0.0001,0.000091,0,0,0.158453
5144,30-Oct-08,24:00:00,258.9746,0.0391,0,0,0,0,0.045,0.0167,0,0,0,0,0.0079,0.0167,0,0,0,0,0,0.0167,0,0,0,0,0,0.0167,0,0,0,0,0,0.0167,0,0,0,0,0,0.0389,0,0,0,0,0.0213,0.0389,0,0,0,0,0.0372,0.034,0,0,0,0,0.0714,0.034,0,0,0,0,0.0971,0.0167,0,0,0,0,0,0.0167,0,0,0,0,0,0.0291,0.0001,0.000086,0,0,0.156003
5145,31-Oct-08,24:00:00,328.7068,0.0242,5.578,0,0.9885,0,0.1288,0.0156,3.8144,0,1.17,0,0.0809,0.0156,0.0562,0,0.0389,0,0.0004,0.0157,0,0,0,0,0,0.0156,12.7852,0,0.7735,0,0.051,0.0156,10.1668,0,0.7505,0,0.0572,0.0242,23.0322,0,0.9518,0,0.0889,0.0242,2.3343,0,0.6623,0,0.0903,0.0211,1.4744,0,0.3781,0,0.1039,0.0211,17.7526,0,0.2798,0,0.1213,0.0157,14.2027,0,0.2488,0,0.0238,0.0157,47.2314,0,0.1547,0,0.0168,0.0181,3.9114,0.000081,0.084728,0,0.165284
5146,1-Nov-08,24:00:00,991.0073,0.0134,24.405,0,3.6413,0,0.5043,0.0104,27.4526,0,3.2062,0,0.5369,0.0104,35.9596,0,1.7348,0,0.1841,0.0104,160.3702,0,1.2301,0,0.1162,0.0104,94.9608,0,2.6825,0,0.4034,0.0104,53.9364,0,3.016,0,0.366,0.0134,107.3553,0,3.158,0,0.4319,0.0134,12.2839,0,2.8377,0,0.3737,0.0117,9.045,0,2.3455,0,0.321,0.0117,121.7674,0,2.0535,0,0.3048,0.0104,138.8563,0,2.1697,0,0.2501,0.0104,556.7422,0,2.0105,0,0.2128,0.01,66.1666,0.000076,1.687675,0,0.300155
5147,2-Nov-08,24:00:00,1737.6526,0.0188,11.6737,0,0.0624,0,0.7101,0.0242,21.0831,0,0,0,0.7356,0.0243,40.9067,0,0.0559,0,0.2992,0.0243,183.8837,0,0.0468,0,0.208,0.0242,61.1944,0,0.0209,0,0.5787,0.0243,18.4412,0,0.0437,0,0.5429,0.0188,35.7828,0,0.0528,0,0.6111,0.0188,9.6656,0,0.064,0,0.5411,0.0164,5.4614,0,0.092,0,0.4684,0.0164,67.8921,0,0.1195,0,0.4418,0.0243,141.4476,0,0.0212,0,0.4058,0.0243,543.29,0,0,0,0.3609,0.0141,24.5096,0.000072,0.271321,0,0.440606
5148,3-Nov-08,24:00:00,793.6534,0.0109,7.2987,0,1.3629,0,0.7915,0.0098,10.3716,0,1.2415,0,0.8271,0.0098,18.8217,0,0.5264,0,0.339,0.0098,77.4556,0,0.3491,0,0.2337,0.0098,30.3142,0,0.9734,0,0.6485,0.0098,15.0651,0,1.0643,0,0.6063,0.0109,30.8579,0,1.1833,0,0.6831,0.0109,4.6889,0,1.0568,0,0.6056,0.0095,3.0584,0,0.9467,0,0.5283,0.0095,47.907,0,0.914,0,0.5014,0.0098,58.9699,0,0.6606,0,0.45,0.0098,208.0341,0,0.558,0,0.3961,0.0081,37.3886,0.000067,0.898208,0,0.504608
5149,4-Nov-08,24:00:00,877.371,0.0244,5.7634,0,0,0,0.9068,0.0284,10.3195,0,0,0,0.9425,0.0285,19.4023,0,0,0,0.3927,0.0285,79.6081,0,0,0,0.271,0.0284,27.9414,0,0,0,0.7417,0.0285,8.588,0,0,0,0.6964,0.0244,17.6349,0,0,0,0.7819,0.0244,4.6474,0,0,0,0.6941,0.0213,2.6991,0,0,0,0.6061,0.0213,33.1869,0,0,0,0.5754,0.0285,60.0802,0,0,0,0.5167,0.0285,210.9777,0,0,0,0.4539,0.0182,4.238,0.000064,0,0,0.576279
5150,5-Nov-08,24:00:00,444.3969,0.0106,0.5673,0,0,0,0.9068,0.0129,2.4957,0,0,0,0.9425,0.0129,5.4913,0,0,0,0.3927,0.0129,18.3368,0,0,0,0.271,0.0129,4.753,0,0,0,0.7417,0.0129,0.3395,0,0,0,0.6964,0.0106,0.7681,0,0,0,0.7819,0.0106,0.878,0,0,0,0.6941,0.0093,0.1734,0,0,0,0.6061,0.0093,1.3807,0,0,0,0.5754,0.0129,13.517,0,0,0,0.5167,0.0129,39.8234,0,0,0,0.4539,0.0079,0.9705,0.00006,0.036815,0,0.577577
5151,6-Nov-08,24:00:00,279.9177,0.0174,0.0041,0,0,0,0.9068,0.0318,0.5848,0,0,0,0.9425,0.0318,1.3405,0,0,0,0.3927,0.0319,4.0636,0,0,0,0.271,0.0318,0.7883,0,0,0,0.7417,0.0318,0,0,0,0,0.6964,0.0174,0,0,0,0,0.7819,0.0174,0.1735,0,0,0,0.6941,0.0152,0,0,0,0,0.6061,0.0152,0,0,0,0,0.5754,0.0318,2.9786,0,0,0,0.5167,0.0319,8.0115,0,0,0,0.4539,0.013,0.7341,0.000056,0,0,0.581538
5152,7-Nov-08,24:00:00,220.9515,0.023,0,0,0,0,0.9068,0.0239,0.1173,0,0,0,0.9425,0.0239,0.3689,0,0,0,0.3927,0.0239,0.7319,0,0,0,0.271,0.0239,0,0,0,0,0.7417,0.0239,0,0,0,0,0.6964,0.0229,0,0,0,0,0.7819,0.0229,0.0059,0,0,0,0.6941,0.02,0,0,0,0,0.6061,0.02,0,0,0,0,0.5754,0.0239,0.4947,0,0,0,0.5167,0.0239,0.4788,0,0,0,0.4539,0.0171,0.0001,0.000053,0,0,0.581538
5153,8-Nov-08,24:00:00,207.1188,0.0169,0,0,0,0,0.9068,0.0152,0,0,0,0,0.9414,0.0152,0.0141,0,0,0,0.3916,0.0152,0,0,0,0,0.2699,0.0152,0,0,0,0,0.7407,0.0152,0,0,0,0,0.6955,0.0168,0,0,0,0,0.7819,0.0168,0,0,0,0,0.6941,0.0146,0,0,0,0,0.6061,0.0146,0.8724,0,0.0259,0,0.5765,0.0152,0,0,0,0,0.5157,0.0152,0,0,0,0,0.4528,0.0125,0.6019,0.00005,0.015826,0,0.582339
5154,9-Nov-08,24:00:00,203.0052,0.0287,0,0,0,0,0.9053,0.035,0,0,0,0,0.9372,0.0351,0,0,0,0,0.3874,0.0351,0,0,0,0,0.2657,0.035,0,0,0,0,0.7365,0.035,0,0,0,0,0.6919,0.0286,0,0,0,0,0.7804,0.0286,0,0,0,0,0.6927,0.025,0,0,0,0,0.6061,0.025,1.3036,0,0,0,0.5791,0.0351,0,0,0,0,0.5115,0.0351,0,0,0,0,0.4486,0.0214,0.131,0.000047,0,0,0.583799
5155,10-Nov-08,24:00:00,202.9687,0.0193,0,0,0,0,0.9022,0.0231,0,0,0,0,0.9323,0.0231,0,0,0,0,0.3826,0.0231,0,0,0,0,0.2609,0.0231,0,0,0,0,0.7316,0.0231,0,0,0,0,0.6877,0.0193,0,0,0,0,0.7774,0.0193,0,0,0,0,0.6896,0.0168,0,0,0,0,0.6061,0.0168,0.0581,0,0,0,0.5791,0.0231,0,0,0,0,0.5066,0.0232,0,0,0,0,0.4437,0.0144,0,0.000044,0,0,0.583799
5156,11-Nov-08,24:00:00,201.4797,0.0162,0,0,0,0,0.8997,0.0124,0,0,0,0,0.9294,0.0124,0,0,0,0,0.3796,0.0124,0,0,0,0,0.2579,0.0124,0,0,0,0,0.7287,0.0124,0,0,0,0,0.6852,0.0161,0,0,0,0,0.7749,0.0161,0,0,0,0,0.6871,0.0141,0,0,0,0,0.6061,0.0141,0,0,0,0,0.5791,0.0124,0,0,0,0,0.5036,0.0124,0,0,0,0,0.4407,0.012,0,0.000042,0,0,0.583799
5157,12-Nov-08,24:00:00,199.296,0.0181,0,0,0,0,0.8974,0.0267,0,0,0,0,0.9263,0.0268,0,0,0,0,0.3765,0.0268,0,0,0,0,0.2548,0.0267,0,0,0,0,0.7256,0.0268,0,0,0,0,0.6826,0.018,0,0,0,0,0.7725,0.018,0,0,0,0,0.6848,0.0157,0,0,0,0,0.606,0.0157,0,0,0,0,0.5791,0.0268,0,0,0,0,0.5006,0.0268,0,0,0,0,0.4377,0.0134,0,0.000039,0,0,0.583799
5158,13-Nov-08,24:00:00,196.5858,0.0349,0,0,0,0,0.8935,0.0416,0,0,0,0,0.9206,0.0416,0,0,0,0,0.3708,0.0416,0,0,0,0,0.2491,0.0416,0,0,0,0,0.7199,0.0416,0,0,0,0,0.6777,0.0348,0,0,0,0,0.7687,0.0348,0,0,0,0,0.6809,0.0304,0,0,0,0,0.6037,0.0304,0,0,0,0,0.5789,0.0416,0,0,0,0,0.4949,0.0417,0,0,0,0,0.432,0.026,0,0.000037,0,0,0.583799
5159,14-Nov-08,24:00:00,196.3896,0.0305,0,0,0,0,0.8889,0.0674,0,0,0,0,0.9123,0.0675,0,0,0,0,0.3625,0.0675,0,0,0,0,0.2408,0.0674,0,0,0,0,0.7116,0.0674,0,0,0,0,0.6705,0.0304,0,0,0,0,0.764,0.0304,0,0,0,0,0.6763,0.0266,0,0,0,0,0.5997,0.0265,0,0,0,0,0.5767,0.0675,0,0,0,0,0.4866,0.0675,0,0,0,0,0.4237,0.0227,0,0.000035,0,0,0.583076
5160,15-Nov-08,24:00:00,197.4794,0.027,0,0,0,0,0.8847,0.0347,0,0,0,0,0.9029,0.0348,0,0,0,0,0.353,0.0348,0,0,0,0,0.2313,0.0347,0,0,0,0,0.7021,0.0348,0,0,0,0,0.6624,0.0269,0,0,0,0,0.7599,0.0269,0,0,0,0,0.6721,0.0235,0,0,0,0,0.5961,0.0234,0,0,0,0,0.5731,0.0348,0,0,0,0,0.4771,0.0348,0,0,0,0,0.4142,0.0201,0,0.000033,0,0,0.58068
5161,16-Nov-08,24:00:00,197.993,0.0271,0,0,0,0,0.8809,0.0287,0,0,0,0,0.8975,0.0287,0,0,0,0,0.3477,0.0287,0,0,0,0,0.226,0.0287,0,0,0,0,0.6968,0.0287,0,0,0,0,0.6578,0.0269,0,0,0,0,0.7561,0.0269,0,0,0,0,0.6683,0.0235,0,0,0,0,0.5927,0.0235,0,0,0,0,0.5697,0.0287,0,0,0,0,0.4717,0.0287,0,0,0,0,0.4088,0.0201,0,0.000031,0,0,0.577823
5162,17-Nov-08,24:00:00,197.4884,0.0254,0,0,0,0,0.8771,0.0275,0,0,0,0,0.8928,0.0276,0,0,0,0,0.343,0.0276,0,0,0,0,0.2213,0.0275,0,0,0,0,0.6921,0.0275,0,0,0,0,0.6538,0.0253,0,0,0,0,0.7523,0.0253,0,0,0,0,0.6646,0.0221,0,0,0,0,0.5894,0.0221,0,0,0,0,0.5665,0.0276,0,0,0,0,0.467,0.0276,0,0,0,0,0.4041,0.0189,0,0.000029,0,0,0.575029
5163,18-Nov-08,24:00:00,196.4922,0.026,0,0,0,0,0.8735,0.0282,0,0,0,0,0.8882,0.0283,0,0,0,0,0.3384,0.0283,0,0,0,0,0.2166,0.0283,0,0,0,0,0.6875,0.0283,0,0,0,0,0.6498,0.0259,0,0,0,0,0.7487,0.0259,0,0,0,0,0.6609,0.0226,0,0,0,0,0.5863,0.0226,0,0,0,0,0.5633,0.0283,0,0,0,0,0.4624,0.0283,0,0,0,0,0.3995,0.0194,0,0.000027,0,0,0.572322
5164,19-Nov-08,24:00:00,195.3116,0.0181,0,0,0,0,0.8703,0.0084,0,0,0,0,0.8852,0.0084,0,0,0,0,0.3353,0.0084,0,0,0,0,0.2136,0.0084,0,0,0,0,0.6845,0.0084,0,0,0,0,0.6472,0.018,0,0,0,0,0.7456,0.018,0,0,0,0,0.6578,0.0157,0,0,0,0,0.5836,0.0157,0,0,0,0,0.5606,0.0084,0,0,0,0,0.4594,0.0084,0,0,0,0,0.3964,0.0134,0,0.000026,0,0,0.570003
5165,20-Nov-08,24:00:00,195.2648,0.0186,0,0,0,0,0.8678,0.0209,0,0,0,0,0.8829,0.021,0,0,0,0,0.333,0.021,0,0,0,0,0.2113,0.0209,0,0,0,0,0.6821,0.021,0,0,0,0,0.6452,0.0186,0,0,0,0,0.7431,0.0185,0,0,0,0,0.6553,0.0162,0,0,0,0,0.5814,0.0162,0,0,0,0,0.5595,0.021,0,0,0,0,0.457,0.021,0,0,0,0,0.3941,0.0138,0,0.000024,0,0,0.569034
5166,21-Nov-08,24:00:00,194.7303,0.0238,0,0,0,0,0.8647,0.0238,0,0,0,0,0.879,0.0238,0,0,0,0,0.3291,0.0239,0,0,0,0,0.2074,0.0238,0,0,0,0,0.6783,0.0238,0,0,0,0,0.6419,0.0237,0,0,0,0,0.74,0.0237,0,0,0,0,0.6522,0.0207,0,0,0,0,0.5786,0.0206,0,0,0,0,0.5588,0.0238,0,0,0,0,0.4532,0.0239,0,0,0,0,0.3902,0.0177,0,0.000023,0,0,0.569034
5167,22-Nov-08,24:00:00,196.5258,0.0243,0,0,0,0,0.8613,0.0242,0,0,0,0,0.875,0.0243,0,0,0,0,0.3251,0.0243,0,0,0,0,0.2034,0.0242,0,0,0,0,0.6743,0.0242,0,0,0,0,0.6385,0.0242,0,0,0,0,0.7365,0.0242,0,0,0,0,0.6488,0.0211,0,0,0,0,0.5757,0.0211,0,0,0,0,0.5564,0.0243,0,0,0,0,0.4492,0.0243,0,0,0,0,0.3862,0.0181,0,0.000022,0,0,0.569034
5168,23-Nov-08,24:00:00,199.2624,0.0229,0,0,0,0,0.8579,0.0228,0,0,0,0,0.8711,0.0229,0,0,0,0,0.3213,0.0229,0,0,0,0,0.1995,0.0228,0,0,0,0,0.6704,0.0229,0,0,0,0,0.6352,0.0228,0,0,0,0,0.7332,0.0228,0,0,0,0,0.6455,0.0199,0,0,0,0,0.5728,0.0199,0,0,0,0,0.5535,0.0229,0,0,0,0,0.4453,0.0229,0,0,0,0,0.3823,0.017,0,0.00002,0,0,0.569034
5169,24-Nov-08,24:00:00,200.8894,0.013,0,0,0,0,0.8553,0.013,0,0,0,0,0.8681,0.013,0,0,0,0,0.3183,0.013,0,0,0,0,0.1965,0.013,0,0,0,0,0.6674,0.013,0,0,0,0,0.6326,0.013,0,0,0,0,0.7307,0.013,0,0,0,0,0.6429,0.0113,0,0,0,0,0.5705,0.0113,0,0,0,0,0.5513,0.013,0,0,0,0,0.4423,0.013,0,0,0,0,0.3793,0.0097,0,0.000019,0,0,0.568477
5170,25-Nov-08,24:00:00,201.1147,0.0082,0,0,0,0,0.8538,0.007,0,0,0,0,0.8664,0.007,0,0,0,0,0.3166,0.007,0,0,0,0,0.1948,0.007,0,0,0,0,0.6657,0.007,0,0,0,0,0.6312,0.0081,0,0,0,0,0.7291,0.0081,0,0,0,0,0.6414,0.0071,0,0,0,0,0.5692,0.0071,0,0,0,0,0.55,0.007,0,0,0,0,0.4406,0.007,0,0,0,0,0.3776,0.0061,0,0.000018,0,0,0.567418
5171,26-Nov-08,24:00:00,202.5807,0.0238,0,0,0,0,0.8515,0.011,0,0,0,0,0.8649,0.011,0,0,0,0,0.315,0.011,0,0,0,0,0.1932,0.011,0,0,0,0,0.6641,0.011,0,0,0,0,0.6298,0.0237,0,0,0,0,0.7268,0.0237,0,0,0,0,0.6391,0.0207,0,0,0,0,0.5672,0.0207,0,0,0,0,0.548,0.011,0,0,0,0,0.439,0.011,0,0,0,0,0.3761,0.0177,0,0.000017,0,0,0.565699
5172,27-Nov-08,24:00:00,202.8958,0.0093,0,0,0,0,0.8492,0.0088,0,0,0,0,0.8632,0.0089,0,0,0,0,0.3134,0.0089,0,0,0,0,0.1916,0.0088,0,0,0,0,0.6625,0.0088,0,0,0,0,0.6284,0.0093,0,0,0,0,0.7245,0.0093,0,0,0,0,0.6367,0.0081,0,0,0,0,0.5651,0.0081,0,0,0,0,0.5459,0.0089,0,0,0,0,0.4374,0.0089,0,0,0,0,0.3744,0.0069,0,0.000016,0,0,0.563957
5173,28-Nov-08,24:00:00,203.7413,0.0175,0,0,0,0,0.8473,0.0172,0,0,0,0,0.861,0.0172,0,0,0,0,0.3112,0.0172,0,0,0,0,0.1894,0.0172,0,0,0,0,0.6603,0.0172,0,0,0,0,0.6265,0.0174,0,0,0,0,0.7226,0.0174,0,0,0,0,0.6349,0.0152,0,0,0,0,0.5635,0.0152,0,0,0,0,0.5443,0.0172,0,0,0,0,0.4352,0.0173,0,0,0,0,0.3722,0.013,0,0.000015,0,0,0.562546
5174,29-Nov-08,24:00:00,206.516,0.0208,0,0,0,0,0.8445,0.0107,0,0,0,0,0.8588,0.0107,0,0,0,0,0.3089,0.0108,0,0,0,0,0.1872,0.0107,0,0,0,0,0.6581,0.0107,0,0,0,0,0.6246,0.0207,0,0,0,0,0.7198,0.0207,0,0,0,0,0.6321,0.018,0,0,0,0,0.5611,0.018,0,0,0,0,0.5419,0.0107,0,0,0,0,0.433,0.0108,0,0,0,0,0.37,0.0154,0,0.000014,0,0,0.560487
5175,30-Nov-08,24:00:00,209.4871,0.0213,0,0,0,0,0.8415,0.014,0,0,0,0,0.8568,0.0141,0,0,0,0,0.3069,0.0141,0,0,0,0,0.1851,0.014,0,0,0,0,0.656,0.014,0,0,0,0,0.6229,0.0212,0,0,0,0,0.7168,0.0212,0,0,0,0,0.6291,0.0185,0,0,0,0,0.5585,0.0185,0,0,0,0,0.5392,0.0141,0,0,0,0,0.4309,0.0141,0,0,0,0,0.3679,0.0158,0,0.000013,0,0,0.558253
5176,1-Dec-08,24:00:00,214.6572,0.0081,0,0,0,0,0.8394,0.0081,0,0,0,0,0.8549,0.0081,0,0,0,0,0.305,0.0081,0,0,0,0,0.1832,0.0081,0,0,0,0,0.6542,0.0081,0,0,0,0,0.6213,0.008,0,0,0,0,0.7148,0.008,0,0,0,0,0.6271,0.007,0,0,0,0,0.5567,0.007,0,0,0,0,0.5375,0.0081,0,0,0,0,0.429,0.0081,0,0,0,0,0.3661,0.006,0,0.000013,0,0,0.556747
5177,2-Dec-08,24:00:00,219.3934,0.0186,0,0,0,0,0.8375,0.018,0,0,0,0,0.8527,0.0181,0,0,0,0,0.3028,0.0181,0,0,0,0,0.181,0.0181,0,0,0,0,0.652,0.0181,0,0,0,0,0.6194,0.0185,0,0,0,0,0.7129,0.0185,0,0,0,0,0.6251,0.0162,0,0,0,0,0.555,0.0162,0,0,0,0,0.5358,0.0181,0,0,0,0,0.4269,0.0181,0,0,0,0,0.3639,0.0138,0,0.000012,0,0,0.555315
5178,3-Dec-08,24:00:00,217.997,0.0139,0,0,0,0,0.8352,0.0078,0,0,0,0,0.8506,0.0078,0,0,0,0,0.3007,0.0078,0,0,0,0,0.1789,0.0078,0,0,0,0,0.6498,0.0078,0,0,0,0,0.6176,0.0139,0,0,0,0,0.7106,0.0139,0,0,0,0,0.6228,0.0121,0,0,0,0,0.553,0.0121,0,0,0,0,0.5338,0.0078,0,0,0,0,0.4247,0.0078,0,0,0,0,0.3617,0.0103,0,0.000011,0,0,0.553593
5179,4-Dec-08,24:00:00,214.5392,0.0178,0,0,0,0,0.8329,0.0096,0,0,0,0,0.8491,0.0096,0,0,0,0,0.2992,0.0097,0,0,0,0,0.1774,0.0096,0,0,0,0,0.6484,0.0096,0,0,0,0,0.6163,0.0177,0,0,0,0,0.7083,0.0177,0,0,0,0,0.6206,0.0155,0,0,0,0,0.551,0.0155,0,0,0,0,0.5318,0.0096,0,0,0,0,0.4232,0.0097,0,0,0,0,0.3602,0.0132,0,0.000011,0,0,0.551925
5180,5-Dec-08,24:00:00,216.0101,0.0178,0,0,0,0,0.8303,0.0117,0,0,0,0,0.8474,0.0117,0,0,0,0,0.2974,0.0117,0,0,0,0,0.1757,0.0117,0,0,0,0,0.6466,0.0117,0,0,0,0,0.6148,0.0177,0,0,0,0,0.7058,0.0177,0,0,0,0,0.618,0.0154,0,0,0,0,0.5488,0.0154,0,0,0,0,0.5296,0.0117,0,0,0,0,0.4215,0.0117,0,0,0,0,0.3585,0.0132,0,0.00001,0,0,0.549991
5181,6-Dec-08,24:00:00,217.5745,0.0181,0,0,0,0,0.8278,0.0121,0,0,0,0,0.8454,0.0122,0,0,0,0,0.2955,0.0122,0,0,0,0,0.1737,0.0121,0,0,0,0,0.6447,0.0121,0,0,0,0,0.6131,0.018,0,0,0,0,0.7032,0.0179,0.0362,0,0.0608,0,0.6171,0.0157,0.2592,0,0.2844,0,0.5567,0.0156,21.616,0,0.7576,0,0.5612,0.0121,0,0,0,0,0.4195,0.0122,0,0,0,0,0.3565,0.0134,32.9549,0.000009,1.112766,0,0.599539
5182,7-Dec-08,24:00:00,217.9695,0.0204,0,0,0,0,0.8251,0.0058,0,0,0,0,0.8438,0.0059,0,0,0,0,0.2939,0.0059,0,0,0,0,0.1721,0.0058,0,0,0,0,0.6431,0.0058,0,0,0,0,0.6118,0.0203,0,0,0,0,0.7005,0.0203,0.3344,0,0,0,0.6229,0.0177,1.3024,0,0,0,0.5883,0.0177,55.417,0,0.1838,0,0.6586,0.0058,0,0,0,0,0.4179,0.0059,0,0,0,0,0.3549,0.0151,30.5679,0.000009,0.259744,0,0.738963
5183,8-Dec-08,24:00:00,274.8508,0.0192,0,0,0,0,0.8222,0.0177,0,0,0,0,0.8419,0.0177,0,0,0,0,0.2919,0.0177,0,0,0,0,0.1702,0.0177,0,0,0,0,0.6412,0.0177,0,0,0,0,0.6101,0.0192,0,0,0,0,0.6977,0.0191,0.0704,0,0,0,0.6229,0.0167,0.0945,0,0,0,0.5883,0.0167,3.9836,0,0,0,0.663,0.0177,0,0,0,0,0.416,0.0178,0,0,0,0,0.353,0.0143,0.0255,0.000008,0,0,0.745148
